1 _ 1			1 _ 2			1 _ 3		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм
			934,21	182,4244	15,57017			
			934,22	182,4268	15,57033			
			934,23	182,4331	15,5705			
			934,24	182,4419	15,57063			
			934,25	182,4474	15,5708			
			934,26	182,4498	15,57097			
			934,27	182,4498	15,57113			
			934,28	182,4466	15,57127			
			934,29	182,4419	15,57147			
			934,3	182,4387	15,57167			
			934,31	182,4419	15,57183			
			934,32	182,4451	15,57197			
			934,33	182,4443	15,57213			
			934,34	182,4427	15,5723			
			934,35	182,4419	15,57247			
			934,36	182,4443	15,57263			
			934,37	182,4466	15,57277			
			934,38	182,453	15,57297			
			934,39	182,4562	15,57317			
			934,4	182,4554	15,57337			
			934,41	182,449	15,57353			
			934,42	182,4443	15,57367			
			934,43	182,4443	15,5738			
			934,44	182,449	15,574			
			934,45	182,4498	15,57417			
			934,46	182,4466	15,5743			
			934,47	182,4403	15,5745			
			934,48	182,4339	15,57467			
			934,49	182,4307	15,57483			
			934,5	182,4292	15,57497			
			934,51	182,4315	15,57517			
			934,52	182,4387	15,57533			
			934,53	182,4443	15,5755			
			934,54	182,4451	15,57563			
			934,55	182,4443	15,5758			
			934,56	182,4443	15,57597			
			934,57	182,4427	15,57613			
			934,58	182,4419	15,5763			
			934,59	182,4379	15,5765			
			934,6	182,4339	15,57667			
			934,61	182,4331	15,57683			
			934,62	182,4355	15,577			
			934,63	182,4387	15,57717			
			934,64	182,4403	15,57733			
			934,65	182,4387	15,5775			
			934,66	182,4403	15,57767			
			934,67	182,4427	15,5778			
			934,68	182,4443	15,57797			
			934,69	182,4419	15,57813			
			934,7	182,4427	15,5783			
			934,71	182,4451	15,5785			
			934,72	182,449	15,5787			
			934,73	182,4578	15,57883			
			934,74	182,4665	15,579			
			934,75	182,4649	15,57917			
			934,76	182,4562	15,57933			
			934,77	182,4498	15,5795			
			934,78	182,4538	15,57967			
			934,79	182,4633	15,5798			
			934,8	182,4713	15,57997			
			934,81	182,4697	15,58013			
			934,82	182,4586	15,5803			
			934,83	182,4466	15,5805			
			934,84	182,4403	15,58063			
			934,85	182,4443	15,5808			
			934,86	182,4474	15,581			
			934,87	182,4466	15,58117			
			934,88	182,4427	15,58133			
			934,89	182,4443	15,5815			
			934,9	182,4514	15,58163			
			934,91	182,4601	15,58183			
			934,92	182,4625	15,58197			
			934,93	182,4578	15,58213			
			934,94	182,4538	15,5823			
			934,95	182,4498	15,5825			
			934,96	182,4443	15,58267			
			934,97	182,4379	15,58283			
			934,98	182,4387	15,583			
			934,99	182,4466	15,58317			
			935	182,4538	15,5833			
			935,01	182,4578	15,5835			
			935,02	182,4586	15,58367			
			935,03	182,4601	15,58383			
			935,04	182,4665	15,584			
			935,05	182,4737	15,58417			
			935,06	182,4784	15,5843			
			935,07	182,48	15,58447			
			935,08	182,4808	15,58463			
			935,09	182,4824	15,5848			
			935,1	182,4784	15,58497			
			935,11	182,4721	15,58513			
			935,12	182,4689	15,5853			
			935,13	182,4697	15,58547			
			935,14	182,4665	15,58567			
			935,15	182,4601	15,58583			
			935,16	182,4578	15,58597			
			935,17	182,4625	15,58613			
			935,18	182,4721	15,58627			
			935,19	182,4768	15,58643			
			935,2	182,4745	15,58663			
			935,21	182,4673	15,58677			
			935,22	182,4633	15,58693			
			935,23	182,4665	15,5871			
			935,24	182,4697	15,5873			
			935,25	182,4721	15,58747			
			935,26	182,476	15,58763			
			935,27	182,4784	15,58783			
			935,28	182,48	15,588			
			935,29	182,4768	15,58817			
			935,3	182,48	15,58833			
			935,31	182,4808	15,5885			
			935,32	182,4768	15,58867			
			935,33	182,4721	15,5888			
			935,34	182,4713	15,58897			
			935,35	182,476	15,58913			
			935,36	182,4808	15,58933			
			935,37	182,4824	15,5895			
			935,38	182,4808	15,58963			
			935,39	182,4824	15,58983			
			935,4	182,4824	15,59			
			935,41	182,4832	15,59017			
			935,42	182,4848	15,59037			
			935,43	182,4872	15,59053			
			935,44	182,4911	15,59067			
			935,45	182,4967	15,5908			
			935,46	182,5015	15,59097			
			935,47	182,5007	15,59113			
			935,48	182,4935	15,5913			
			935,49	182,4832	15,5915			
			935,5	182,4768	15,59163			
			935,51	182,4768	15,5918			
			935,52	182,4808	15,592			
			935,53	182,4832	15,59217			
			935,54	182,4824	15,59233			
			935,55	182,48	15,5925			
			935,56	182,4808	15,59263			
			935,57	182,488	15,5928			
			935,58	182,5007	15,59297			
			935,59	182,5102	15,59313			
			935,6	182,5094	15,5933			
			935,61	182,4991	15,5935			
			935,62	182,488	15,59367			
			935,63	182,4808	15,59383			
			935,64	182,4824	15,59397			
			935,65	182,4911	15,59413			
			935,66	182,5007	15,5943			
			935,67	182,507	15,59447			
			935,68	182,5126	15,59463			
			935,69	182,5166	15,5948			
			935,7	182,515	15,59497			
			935,71	182,507	15,59517			
			935,72	182,4983	15,59533			
			935,73	182,4983	15,5955			
			935,74	182,507	15,59563			
			935,75	182,5142	15,5958			
			935,76	182,5166	15,59597			
			935,77	182,519	15,59613			
			935,78	182,5213	15,5963			
			935,79	182,5229	15,59647			
			935,8	182,5182	15,59663			
			935,81	182,5102	15,59683			
			935,82	182,5031	15,59697			
			935,83	182,4991	15,59713			
			935,84	182,5007	15,5973			
			935,85	182,5047	15,5975			
			935,86	182,5102	15,59763			
			935,87	182,515	15,59783			
			935,88	182,5166	15,598			
			935,89	182,515	15,59813			
			935,9	182,5182	15,5983			
			935,91	182,5229	15,59847			
			935,92	182,5261	15,59863			
			935,93	182,5293	15,5988			
			935,94	182,5261	15,599			
			935,95	182,5206	15,59917			
			935,96	182,5166	15,5993			
			935,97	182,515	15,59947			
			935,98	182,5142	15,59963			
			935,99	182,5094	15,5998			
			936	182,507	15,59997			
			936,01	182,5102	15,60013			
			936,02	182,5166	15,6003			
			936,03	182,5237	15,6005			
			936,04	182,5317	15,60063			
			936,05	182,5364	15,60077			
			936,06	182,5388	15,60097			
			936,07	182,5372	15,60113			
			936,08	182,5349	15,6013			
			936,09	182,5349	15,60147			
			936,1	182,5364	15,60167			
			936,11	182,5349	15,60183			
			936,12	182,5317	15,60197			
			936,13	182,5277	15,60213			
			936,14	182,5301	15,6023			
			936,15	182,5364	15,60247			
			936,16	182,5412	15,60263			
			936,17	182,5396	15,6028			
			936,18	182,5364	15,60297			
			936,19	182,5364	15,60313			
			936,2	182,5412	15,6033			
			936,21	182,5484	15,60347			
			936,22	182,5531	15,60363			
			936,23	182,5571	15,6038			
			936,24	182,5571	15,60397			
			936,25	182,5531	15,60413			
			936,26	182,5484	15,60433			
			936,27	182,5452	15,6045			
			936,28	182,5436	15,60463			
			936,29	182,5396	15,60483			
			936,3	182,5349	15,60497			
			936,31	182,5364	15,60517			
			936,32	182,5452	15,60533			
			936,33	182,5563	15,60547			
			936,34	182,5635	15,60563			
			936,35	182,5658	15,60577			
			936,36	182,5643	15,60597			
			936,37	182,5595	15,60613			
			936,38	182,5523	15,6063			
			936,39	182,546	15,60647			
			936,4	182,5508	15,60663			
			936,41	182,5619	15,6068			
			936,42	182,5698	15,60697			
			936,43	182,5706	15,60713			
			936,44	182,5706	15,6073			
			936,45	182,5746	15,60747			
			936,46	182,5809	15,60763			
			936,47	182,5841	15,6078			
			936,48	182,5778	15,60797			
			936,49	182,5698	15,60813			
			936,5	182,5674	15,6083			
			936,51	182,5698	15,60847			
			936,52	182,5722	15,60863			
			936,53	182,573	15,6088			
			936,54	182,5698	15,60897			
			936,55	182,5643	15,60913			
			936,56	182,5595	15,6093			
			936,57	182,5611	15,60947			
			936,58	182,5682	15,60963			
			936,59	182,5722	15,6098			
			936,6	182,5698	15,60997			
			936,61	182,5658	15,61013			
			936,62	182,5643	15,6103			
			936,63	182,5635	15,61047			
			936,64	182,5619	15,61067			
			936,65	182,5635	15,6108			
			936,66	182,5706	15,61097			
			936,67	182,5809	15,61113			
			936,68	182,5857	15,6113			
			936,69	182,5841	15,6115			
			936,7	182,5833	15,61163			
			936,71	182,5841	15,6118			
			936,72	182,5865	15,61197			
			936,73	182,5881	15,6121			
			936,74	182,5817	15,61227			
			936,75	182,577	15,61243			
			936,76	182,5778	15,6126			
			936,77	182,5833	15,61277			
			936,78	182,5881	15,61297			
			936,79	182,5857	15,61313			
			936,8	182,5778	15,6133			
			936,81	182,5746	15,61347			
			936,82	182,577	15,61363			
			936,83	182,5857	15,6138			
			936,84	182,5913	15,61397			
			936,85	182,5929	15,61413			
			936,86	182,5905	15,6143			
			936,87	182,5865	15,6145			
			936,88	182,5857	15,61463			
			936,89	182,5881	15,61477			
			936,9	182,5945	15,61497			
			936,91	182,5976	15,61513			
			936,92	182,5968	15,6153			
			936,93	182,5913	15,61547			
			936,94	182,5841	15,61563			
			936,95	182,5809	15,6158			
			936,96	182,5833	15,61597			
			936,97	182,5865	15,61617			
			936,98	182,5913	15,6163			
			936,99	182,5968	15,61647			
			937	182,6016	15,61667			
			937,01	182,6064	15,61683			
			937,02	182,6104	15,61697			
			937,03	182,6127	15,61713			
			937,04	182,6111	15,6173			
			937,05	182,6111	15,61747			
			937,06	182,6159	15,61763			
			937,07	182,6239	15,6178			
			937,08	182,627	15,61797			
			937,09	182,6215	15,61817			
			937,1	182,6111	15,61833			
			937,11	182,6104	15,6185			
			937,12	182,6175	15,61867			
			937,13	182,6286	15,61883			
			937,14	182,6334	15,61903			
			937,15	182,6294	15,61917			
			937,16	182,6247	15,6193			
			937,17	182,6263	15,61947			
			937,18	182,6326	15,61963			
			937,19	182,6334	15,61983			
			937,2	182,6286	15,61997			
			937,21	182,6191	15,62013			
			937,22	182,6104	15,6203			
			937,23	182,6088	15,6205			
			937,24	182,6135	15,62063			
			937,25	182,6199	15,6208			
			937,26	182,6247	15,62097			
			937,27	182,6247	15,62113			
			937,28	182,6215	15,62133			
			937,29	182,6175	15,62147			
			937,3	182,6175	15,62163			
			937,31	182,6215	15,6218			
			937,32	182,6247	15,62197			
			937,33	182,6247	15,62213			
			937,34	182,6175	15,62227			
			937,35	182,604	15,62247			
			937,36	182,5881	15,62263			
			937,37	182,5778	15,62283			
			937,38	182,573	15,623			
			937,39	182,5698	15,62317			
			937,4	182,5611	15,62333			
			937,41	182,5484	15,6235			
			937,42	182,5341	15,62367			
			937,43	182,515	15,62383			
			937,44	182,4856	15,624			
			937,45	182,4498	15,62417			
			937,46	182,4093	15,6243			
			937,47	182,368	15,6245			
			937,48	182,3211	15,62467			
			937,49	182,2742	15,62483			
			937,5	182,2289	15,62497			
			937,51	182,1868	15,62517			
			937,52	182,1462	15,62533			
			937,53	182,1097	15,6255			
			937,54	182,0763	15,62563			
			937,55	182,0477	15,62583			
			937,56	182,027	15,62597			
			937,57	182,0143	15,62613			
			937,58	182,0048	15,6263			
			937,59	181,9976	15,6265			
			937,6	181,9952	15,62663			
			937,61	181,9952	15,6268			
			937,62	182	15,62697			
			937,63	182,0064	15,62713			
			937,64	182,0135	15,6273			
			937,65	182,0167	15,62747			
			937,66	182,0222	15,62763			
			937,67	182,027	15,62783			
			937,68	182,0342	15,628			
			937,69	182,0413	15,62817			
			937,7	182,0493	15,62833			
			937,71	182,058	15,62847			
			937,72	182,0739	15,62863			
			937,73	182,0906	15,6288			
			937,74	182,1041	15,62897			
			937,75	182,1121	15,62913			
			937,76	182,1176	15,6293			
			937,77	182,128	15,62947			
			937,78	182,1415	15,62963			
			937,79	182,155	15,6298			
			937,8	182,1645	15,62997			
			937,81	182,1725	15,63013			
			937,82	182,1796	15,6303			
			937,83	182,1891	15,63047			
			937,84	182,1979	15,63063			
			937,85	182,2043	15,6308			
			937,86	182,2066	15,63097			
			937,87	182,209	15,63113			
			937,88	182,2138	15,6313			
			937,89	182,2225	15,63147			
			937,9	182,2321	15,63163			
			937,91	182,2424	15,6318			
			937,92	182,2472	15,63197			
			937,93	182,2519	15,63217			
			937,94	182,2583	15,63233			
			937,95	182,2654	15,6325			
			937,96	182,2718	15,63267			
			937,97	182,2766	15,63283			
			937,98	182,2837	15,63297			
			937,99	182,2917	15,63317			
			938	182,3012	15,6333			
			938,01	182,3076	15,63347			
			938,02	182,3076	15,63363			
			938,03	182,3052	15,6338			
			938,04	182,3052	15,63397			
			938,05	182,3076	15,63417			
			938,06	182,3107	15,6343			
			938,07	182,3147	15,63447			
			938,08	182,3187	15,6346			
			938,09	182,3235	15,63477			
			938,1	182,3258	15,63497			
			938,11	182,3258	15,63513			
			938,12	182,325	15,63533			
			938,13	182,325	15,6355			
			938,14	182,3258	15,63563			
			938,15	182,3298	15,6358			
			938,16	182,3354	15,63597			
			938,17	182,3394	15,63613			
			938,18	182,3441	15,6363			
			938,19	182,3489	15,63647			
			938,2	182,3544	15,63663			
			938,21	182,3552	15,6368			
			938,22	182,3552	15,63697			
			938,23	182,3552	15,63713			
			938,24	182,3576	15,6373			
			938,25	182,3632	15,63747			
			938,26	182,368	15,63763			
			938,27	182,3727	15,63783			
			938,28	182,3775	15,638			
			938,29	182,3791	15,63817			
			938,3	182,3775	15,6383			
			938,31	182,3815	15,63847			
			938,32	182,387	15,63863			
			938,33	182,3902	15,6388			
			938,34	182,3886	15,63897			
			938,35	182,3886	15,63913			
			938,36	182,395	15,6393			
			938,37	182,4037	15,63947			
			938,38	182,4149	15,63963			
			938,39	182,4252	15,6398			
			938,4	182,4355	15,63997			
			938,41	182,4379	15,64013			
			938,42	182,4331	15,6403			
			938,43	182,4292	15,64047			
			938,44	182,4284	15,64063			
			938,45	182,4292	15,6408			
			938,46	182,4363	15,64097			
			938,47	182,4443	15,6411			
			938,48	182,4498	15,6413			
			938,49	182,449	15,64143			
			938,5	182,4474	15,64163			
			938,51	182,4514	15,64177			
			938,52	182,4625	15,64193			
			938,53	182,4745	15,64213			
			938,54	182,4856	15,6423			
			938,55	182,4935	15,64247			
			938,56	182,4991	15,64263			
			938,57	182,5031	15,64283			
			938,58	182,507	15,64297			
			938,59	182,5126	15,64313			
			938,6	182,5213	15,6433			
			938,61	182,5293	15,64347			
			938,62	182,5317	15,64363			
			938,63	182,5364	15,64377			
			938,64	182,5452	15,64397			
			938,65	182,55	15,64413			
			938,66	182,5484	15,6443			
			938,67	182,5436	15,64447			
			938,68	182,5396	15,64463			
			938,69	182,5428	15,6448			
			938,7	182,5508	15,645			
			938,71	182,5587	15,64517			
			938,72	182,5658	15,64533			
			938,73	182,573	15,6455			
			938,74	182,5817	15,64567			
			938,75	182,5857	15,6458			
			938,76	182,5841	15,64597			
			938,77	182,5841	15,64617			
			938,78	182,5857	15,64633			
			938,79	182,5841	15,64653			
			938,8	182,5889	15,6467			
			938,81	182,604	15,64687			
			938,82	182,6223	15,647			
			938,83	182,635	15,64717			
			938,84	182,6382	15,64733			
			938,85	182,6374	15,6475			
			938,86	182,6358	15,64767			
			938,87	182,6374	15,64783			
			938,88	182,6398	15,64797			
			938,89	182,6398	15,6481			
			938,9	182,6398	15,6483			
			938,91	182,6398	15,64847			
			938,92	182,6421	15,64863			
			938,93	182,6493	15,6488			
			938,94	182,658	15,649			
			938,95	182,662	15,64917			
			938,96	182,6596	15,6493			
			938,97	182,6596	15,64947			
			938,98	182,6652	15,64963			
			938,99	182,6731	15,6498			
			939	182,6715	15,64997			
			939,01	182,6692	15,65013			
			939,02	182,6731	15,6503			
			939,03	182,6843	15,65047			
			939,04	182,6978	15,65063			
			939,05	182,7089	15,65083			
			939,06	182,716	15,65097			
			939,07	182,7248	15,65113			
			939,08	182,7343	15,6513			
			939,09	182,7383	15,65147			
			939,1	182,7367	15,65167			
			939,11	182,7383	15,65183			
			939,12	182,747	15,65197			
			939,13	182,7526	15,65213			
			939,14	182,7542	15,6523			
			939,15	182,7502	15,65247			
			939,16	182,7455	15,65263			
			939,17	182,7431	15,6528			
			939,18	182,7455	15,65297			
			939,19	182,7518	15,65313			
			939,2	182,7566	15,6533			
			939,21	182,7606	15,65347			
			939,22	182,7637	15,65367			
			939,23	182,7685	15,65383			
			939,24	182,7765	15,654			
			939,25	182,7852	15,65413			
			939,26	182,7884	15,65433			
			939,27	182,7884	15,6545			
			939,28	182,7908	15,65463			
			939,29	182,7971	15,65483			
			939,3	182,8035	15,65497			
			939,31	182,8059	15,65513			
			939,32	182,8098	15,6553			
			939,33	182,8178	15,65547			
			939,34	182,8281	15,65567			
			939,35	182,8337	15,65583			
			939,36	182,8353	15,65597			
			939,37	182,8392	15,65613			
			939,38	182,8464	15,65633			
			939,39	182,8504	15,6565			
			939,4	182,8464	15,65667			
			939,41	182,844	15,65683			
			939,42	182,8448	15,65697			
			939,43	182,8512	15,65713			
			939,44	182,8551	15,6573			
			939,45	182,8559	15,6575			
			939,46	182,8575	15,65763			
			939,47	182,8647	15,6578			
			939,48	182,8758	15,658			
			939,49	182,8885	15,65813			
			939,5	182,9004	15,6583			
			939,51	182,9092	15,65847			
			939,52	182,9131	15,65863			
			939,53	182,9139	15,65883			
			939,54	182,9187	15,659			
			939,55	182,9267	15,65917			
			939,56	182,9314	15,6593			
			939,57	182,9322	15,6595			
			939,58	182,9346	15,65967			
			939,59	182,9426	15,65983			
			939,6	182,9481	15,66003			
			939,61	182,9537	15,6602			
			939,62	182,9568	15,66033			
			939,63	182,9561	15,6605			
			939,64	182,9497	15,66067			
			939,65	182,9481	15,66083			
			939,66	182,9568	15,661			
			939,67	182,9704	15,66113			
			939,68	182,9807	15,66133			
			939,69	182,9863	15,66147			
			939,7	182,9863	15,66167			
			939,71	182,9839	15,6618			
			939,72	182,9831	15,662			
			939,73	182,9879	15,66217			
			939,74	182,9974	15,6623			
			939,75	183,0037	15,6625			
			939,76	183,0085	15,66263			
			939,77	183,0165	15,66283			
			939,78	183,026	15,66297			
			939,79	183,0308	15,66317			
			939,8	183,0308	15,66337			
			939,81	183,0347	15,66353			
			939,82	183,0395	15,6637			
			939,83	183,0419	15,66383			
			939,84	183,0411	15,66397			
			939,85	183,0411	15,66413			
			939,86	183,0443	15,6643			
			939,87	183,0443	15,66447			
			939,88	183,0435	15,66467			
			939,89	183,0506	15,66483			
			939,9	183,0665	15,665			
			939,91	183,0792	15,66513			
			939,92	183,0848	15,6653			
			939,93	183,0872	15,6655			
			939,94	183,0936	15,66563			
			939,95	183,0975	15,6658			
			939,96	183,0999	15,66597			
			939,97	183,1047	15,66617			
			939,98	183,1142	15,66637			
			939,99	183,1245	15,6665			
			940	183,1293	15,66663			
			940,01	183,1277	15,6668			
			940,02	183,1253	15,66697			
			940,03	183,1253	15,66713			
			940,04	183,1309	15,6673			
			940,05	183,1365	15,6675			
			940,06	183,1444	15,66767			
			940,07	183,15	15,66783			
			940,08	183,1555	15,66797			
			940,09	183,1587	15,66813			
			940,1	183,1635	15,6683			
			940,11	183,1635	15,66847			
			940,12	183,1603	15,66863			
			940,13	183,1587	15,6688			
			940,14	183,1627	15,66897			
			940,15	183,1714	15,66913			
			940,16	183,181	15,6693			
			940,17	183,1897	15,66947			
			940,18	183,1969	15,66967			
			940,19	183,1992	15,66983			
			940,2	183,2032	15,66997			
			940,21	183,2104	15,67013			
			940,22	183,2215	15,6703			
			940,23	183,2302	15,67047			
			940,24	183,235	15,67063			
			940,25	183,2366	15,6708			
			940,26	183,2287	15,67097			
			940,27	183,2167	15,67113			
			940,28	183,2167	15,6713			
			940,29	183,2279	15,67147			
			940,3	183,239	15,67163			
			940,31	183,2453	15,6718			
			940,32	183,2453	15,672			
			940,33	183,2437	15,67217			
			940,34	183,2477	15,67233			
			940,35	183,2573	15,67247			
			940,36	183,2668	15,67263			
			940,37	183,2732	15,67283			
			940,38	183,2755	15,673			
			940,39	183,2771	15,67317			
			940,4	183,2779	15,67333			
			940,41	183,2803	15,6735			
			940,42	183,2835	15,67367			
			940,43	183,2819	15,67383			
			940,44	183,2835	15,674			
			940,45	183,289	15,67417			
			940,46	183,2978	15,6743			
			940,47	183,3049	15,67447			
			940,48	183,3137	15,67463			
			940,49	183,324	15,67483			
			940,5	183,332	15,675			
			940,51	183,3359	15,67513			
			940,52	183,3359	15,6753			
			940,53	183,3351	15,6755			
			940,54	183,332	15,67563			
			940,55	183,3288	15,6758			
			940,56	183,3248	15,67597			
			940,57	183,3272	15,67617			
			940,58	183,3336	15,6763			
			940,59	183,3407	15,67647			
			940,6	183,3495	15,67663			
			940,61	183,3582	15,6768			
			940,62	183,3606	15,67697			
			940,63	183,3582	15,67713			
			940,64	183,3542	15,6773			
			940,65	183,3542	15,67747			
			940,66	183,3606	15,67763			
			940,67	183,3669	15,6778			
			940,68	183,3701	15,67797			
			940,69	183,3741	15,67817			
			940,7	183,3804	15,67833			
			940,71	183,3892	15,67847			
			940,72	183,3916	15,67863			
			940,73	183,39	15,6788			
			940,74	183,3876	15,67897			
			940,75	183,3892	15,67913			
			940,76	183,39	15,6793			
			940,77	183,3892	15,67947			
			940,78	183,3828	15,67963			
			940,79	183,3757	15,6798			
			940,8	183,3693	15,67997			
			940,81	183,3653	15,68013			
			940,82	183,3669	15,6803			
			940,83	183,3717	15,68047			
			940,84	183,3757	15,68063			
			940,85	183,3741	15,6808			
			940,86	183,3653	15,68097			
			940,87	183,3518	15,68113			
			940,88	183,3407	15,6813			
			940,89	183,3296	15,68147			
			940,9	183,3113	15,68163			
			940,91	183,2843	15,6818			
			940,92	183,2533	15,68197			
			940,93	183,2239	15,68213			
			940,94	183,1969	15,6823			
			940,95	183,1722	15,68247			
			940,96	183,1404	15,68263			
			940,97	183,0999	15,68277			
			940,98	183,0602	15,68297			
			940,99	183,0212	15,68313			
			941	182,9807	15,6833			
			941,01	182,9386	15,6835			
			941,02	182,9028	15,68363			
			941,03	182,8718	15,6838			
			941,04	182,8464	15,68397			
			941,05	182,8233	15,68413			
			941,06	182,8043	15,6843			
			941,07	182,7923	15,68447			
			941,08	182,786	15,68463			
			941,09	182,7773	15,6848			
			941,1	182,7614	15,68497			
			941,11	182,7431	15,6851			
			941,12	182,7343	15,6853			
			941,13	182,7319	15,68547			
			941,14	182,7343	15,68563			
			941,15	182,7359	15,68577			
			941,16	182,7335	15,68597			
			941,17	182,728	15,68617			
			941,18	182,728	15,68633			
			941,19	182,7359	15,68647			
			941,2	182,7439	15,68663			
			941,21	182,747	15,6868			
			941,22	182,7455	15,687			
			941,23	182,7494	15,68713			
			941,24	182,7614	15,6873			
			941,25	182,7685	15,68747			
			941,26	182,7685	15,68763			
			941,27	182,7653	15,6878			
			941,28	182,7653	15,68797			
			941,29	182,7717	15,68813			
			941,3	182,7812	15,6883			
			941,31	182,7923	15,68847			
			941,32	182,7971	15,68863			
			941,33	182,7995	15,6888			
			941,34	182,8019	15,689			
			941,35	182,8067	15,68917			
			941,36	182,813	15,68933			
			941,37	182,8194	15,68947			
			941,38	182,8217	15,68963			
			941,39	182,8178	15,68983			
			941,4	182,8122	15,69			
			941,41	182,8067	15,69017			
			941,42	182,8098	15,6903			
			941,43	182,8178	15,69047			
			941,44	182,8257	15,69063			
			941,45	182,8265	15,69077			
			941,46	182,8265	15,69093			
			941,47	182,8289	15,6911			
			941,48	182,8305	15,69127			
			941,49	182,8257	15,69143			
			941,5	182,813	15,69163			
			941,51	182,7995	15,6918			
			941,52	182,7923	15,69197			
			941,53	182,7947	15,69217			
			941,54	182,8035	15,69233			
			941,55	182,8106	15,69247			
			941,56	182,813	15,69263			
			941,57	182,813	15,69277			
			941,58	182,8122	15,69297			
			941,59	182,8098	15,69313			
			941,6	182,8082	15,69333			
			941,61	182,8082	15,69347			
			941,62	182,8106	15,69363			
			941,63	182,8146	15,69377			
			941,64	182,8146	15,69393			
			941,65	182,8106	15,69413			
			941,66	182,8067	15,6943			
			941,67	182,8059	15,69447			
			941,68	182,8035	15,69463			
			941,69	182,7987	15,6948			
			941,7	182,7955	15,69497			
			941,71	182,7995	15,6951			
			941,72	182,8098	15,69527			
			941,73	182,8146	15,69543			
			941,74	182,8122	15,69563			
			941,75	182,8043	15,6958			
			941,76	182,7995	15,69597			
			941,77	182,8019	15,69613			
			941,78	182,8067	15,6963			
			941,79	182,8098	15,69647			
			941,8	182,8098	15,69663			
			941,81	182,8082	15,6968			
			941,82	182,8082	15,69697			
			941,83	182,8059	15,69713			
			941,84	182,8098	15,6973			
			941,85	182,8178	15,69743			
			941,86	182,8233	15,69763			
			941,87	182,8178	15,69777			
			941,88	182,8098	15,69797			
			941,89	182,8059	15,69813			
			941,9	182,8067	15,6983			
			941,91	182,8106	15,69847			
			941,92	182,813	15,69863			
			941,93	182,8154	15,69877			
			941,94	182,8217	15,69897			
			941,95	182,8281	15,69913			
			941,96	182,8313	15,6993			
			941,97	182,8369	15,69943			
			941,98	182,8392	15,69963			
			941,99	182,8337	15,69977			
			942	182,8241	15,69997			
			942,01	182,8202	15,70013			
			942,02	182,8233	15,70033			
			942,03	182,8241	15,7005			
			942,04	182,8257	15,70067			
			942,05	182,8305	15,70083			
			942,06	182,8337	15,701			
			942,07	182,8337	15,70117			
			942,08	182,8329	15,70137			
			942,09	182,8305	15,70153			
			942,1	182,8265	15,7017			
			942,11	182,8257	15,70183			
			942,12	182,8289	15,702			
			942,13	182,8329	15,70217			
			942,14	182,8353	15,7023			
			942,15	182,8353	15,70247			
			942,16	182,8376	15,70263			
			942,17	182,8392	15,7028			
			942,18	182,8369	15,703			
			942,19	182,8289	15,70317			
			942,2	182,8281	15,7033			
			942,21	182,8329	15,7035			
			942,22	182,84	15,70367			
			942,23	182,844	15,7038			
			942,24	182,8448	15,70397			
			942,25	182,8416	15,70413			
			942,26	182,8337	15,70433			
			942,27	182,8289	15,70447			
			942,28	182,8289	15,7046			
			942,29	182,84	15,7048			
			942,3	182,8535	15,70497			
			942,31	182,8599	15,70517			
			942,32	182,8551	15,70533			
			942,33	182,8512	15,7055			
			942,34	182,8535	15,70563			
			942,35	182,8559	15,7058			
			942,36	182,8559	15,70597			
			942,37	182,8512	15,70613			
			942,38	182,8448	15,7063			
			942,39	182,8416	15,70647			
			942,4	182,8376	15,70663			
			942,41	182,8353	15,7068			
			942,42	182,8376	15,70697			
			942,43	182,8488	15,70713			
			942,44	182,8599	15,7073			
			942,45	182,8663	15,70747			
			942,46	182,8686	15,70763			
			942,47	182,8686	15,70783			
			942,48	182,8671	15,70797			
			942,49	182,8647	15,70813			
			942,5	182,8615	15,70833			
			942,51	182,8559	15,7085			
			942,52	182,8512	15,70867			
			942,53	182,8528	15,70883			
			942,54	182,8599	15,709			
			942,55	182,8686	15,70917			
			942,56	182,8718	15,7093			
			942,57	182,8718	15,70947			
			942,58	182,8686	15,70963			
			942,59	182,8671	15,7098			
			942,6	182,871	15,70993			
			942,61	182,8758	15,71013			
			942,62	182,8758	15,7103			
			942,63	182,871	15,71047			
			942,64	182,8671	15,71063			
			942,65	182,8663	15,71083			
			942,66	182,8639	15,71097			
			942,67	182,8583	15,71113			
			942,68	182,8551	15,7113			
			942,69	182,8615	15,71147			
			942,7	182,8774	15,71163			
			942,71	182,8917	15,71183			
			942,72	182,8933	15,71197			
			942,73	182,8829	15,71213			
			942,74	182,875	15,7123			
			942,75	182,8718	15,71247			
			942,76	182,875	15,71263			
			942,77	182,8734	15,7128			
			942,78	182,871	15,71297			
			942,79	182,8686	15,71313			
			942,8	182,871	15,7133			
			942,81	182,8758	15,71347			
			942,82	182,8806	15,71363			
			942,83	182,8822	15,71383			
			942,84	182,8774	15,71397			
			942,85	182,8758	15,71413			
			942,86	182,8782	15,7143			
			942,87	182,8822	15,7145			
			942,88	182,8853	15,71467			
			942,89	182,8909	15,71483			
			942,9	182,8957	15,71497			
			942,91	182,8965	15,71513			
			942,92	182,8933	15,7153			
			942,93	182,8845	15,7155			
			942,94	182,8758	15,71567			
			942,95	182,875	15,71583			
			942,96	182,8853	15,716			
			942,97	182,9004	15,71617			
			942,98	182,9044	15,71633			
