41.7мм @1мм/мин			9.8мм @1мм/мин			6.0мм @1мм/мин			6.0мм @3мм/мин		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
						653,7	152,909	10,89497			
						653,8	152,9042	10,8967			
						653,9	152,9336	10,89833			
						654	152,9447	10,89997			
						654,1	152,9765	10,90163			
						654,2	152,9765	10,9033			
						654,3	152,9988	10,90497			
						654,4	153,0075	10,90663			
						654,5	153,0202	10,90833			
						654,6	153,0282	10,91			
						654,7	153,0592	10,91163			
						654,8	153,0616	10,91333			
						654,9	153,091	10,915			
						655	153,1037	10,91663			
						655,1	153,1021	10,9183			
						655,2	153,1347	10,91997			
						655,3	153,1426	10,92167			
						655,4	153,1696	10,92337			
						655,5	153,1823	10,92497			
						655,6	153,1808	10,92663			
						655,7	153,1847	10,92833			
						655,8	153,1442	10,92997			
						655,9	152,9288	10,93163			
						656	152,8907	10,9333			
						656,1	152,9423	10,93497			
						656,2	153,0163	10,93663			
						656,3	153,0766	10,9383			
						656,4	153,1347	10,94			
						656,5	153,1736	10,94163			
						656,6	153,2491	10,9433			
						656,7	153,2563	10,94493			
						656,8	153,2841	10,94667			
						656,9	153,3063	10,9483			
						657	153,35	10,94997			
						657,1	153,3914	10,95163			
						657,2	153,4311	10,9533			
						657,3	153,4692	10,95497			
						657,4	153,5185	10,95663			
						657,5	153,5439	10,95833			
						657,6	153,5908	10,95997			
						657,7	153,629	10,96163			
						657,8	153,6632	10,9633			
						657,9	153,6965	10,96497			
						658	153,7522	10,96667			
						658,1	153,7863	10,9683			
						658,2	153,8221	10,96997			
						658,3	153,8809	10,97163			
						658,4	153,927	10,9733			
						658,5	153,9596	10,97493			
						658,6	153,9954	10,97667			
						658,7	154,0303	10,9783			
						658,8	154,0494	10,98			
						658,9	154,0955	10,98167			
						659	154,1273	10,98333			
						659,1	154,1607	10,98497			
						659,2	154,163	10,98663			
						659,3	154,1702	10,98833			
						659,4	154,1161	10,99			
						659,5	153,9898	10,99163			
						659,6	153,896	10,9933			
						659,7	153,8944	10,99497			
						659,8	153,9389	10,99667			
						659,9	153,954	10,99833			
						660	153,9818	11			
						660,1	153,9898	11,00163			
						660,2	154,0264	11,0033			
						660,3	154,0351	11,005			
						660,4	154,0311	11,00667			
						660,5	154,0399	11,0083			
						660,6	154,0645	11,00997			
						660,7	154,082	11,01163			
						660,8	154,0709	11,0133			
						660,9	154,109	11,01497			
						661	154,1297	11,0166			
						661,1	154,132	11,01833			
						661,2	154,1615	11,02			
						661,3	154,1559	11,02163			
						661,4	154,1917	11,0233			
						661,5	154,2076	11,0249			
						661,6	154,2282	11,02667			
						661,7	154,2242	11,02823			
						661,8	154,2218	11,02997			
						661,9	154,2401	11,03163			
						662	154,26	11,03333			
						662,1	154,2703	11,03497			
						662,2	154,2973	11,03663			
						662,3	154,287	11,0383			
						662,4	154,3053	11,04			
						662,5	154,3299	11,04163			
						662,6	154,3268	11,0433			
						662,7	154,3673	11,045			
						662,8	154,3657	11,04663			
						662,9	154,3808	11,04833			
						663	154,3967	11,04997			
						663,1	154,4229	11,05163			
						663,2	154,4309	11,0533			
						663,3	154,4166	11,05497			
						663,4	154,4436	11,05663			
						663,5	154,4261	11,0583			
						663,6	154,4754	11,05997			
						663,7	154,4929	11,06167			
						663,8	154,5048	11,06333			
						663,9	154,5096	11,06497			
						664	154,5469	11,06663			
						664,1	154,5397	11,0683			
						664,2	154,5668	11,06997			
						664,3	154,5739	11,07163			
						664,4	154,5986	11,07333			
						664,5	154,5946	11,075			
						664,6	154,6009	11,07667			
						664,7	154,628	11,0783			
						664,8	154,6407	11,07997			
						664,9	154,6518	11,08163			
						665	154,6542	11,08333			
						665,1	154,6812	11,085			
						665,2	154,7066	11,08663			
						665,3	154,7003	11,0883			
						665,4	154,7154	11,09			
						665,5	154,7352	11,09163			
						665,6	154,7329	11,0933			
						665,7	154,7694	11,09497			
						665,8	154,7623	11,09667			
						665,9	154,7734	11,0983			
						666	154,7957	11,09997			
						666,1	154,8115	11,10163			
						666,2	154,8187	11,1033			
						666,3	154,8473	11,105			
						666,4	154,8457	11,10663			
						666,5	154,8855	11,10833			
						666,6	154,9045	11,10997			
						666,7	154,9061	11,11163			
						666,8	154,9212	11,1133			
						666,9	154,9268	11,11497			
						667	154,9514	11,11667			
						667,1	154,9466	11,11833			
						667,2	154,9713	11,11997			
						667,3	154,9896	11,1216			
						667,4	155,0134	11,12333			
						667,5	155,0269	11,125			
						667,6	155,038	11,1266			
						667,7	155,0436	11,12833			
						667,8	155,0659	11,12997			
						667,9	155,0698	11,13163			
						668	155,0873	11,1333			
						668,1	155,0953	11,13497			
						668,2	155,1199	11,1366			
						668,3	155,1374	11,1383			
						668,4	155,1612	11,13997			
						668,5	155,131	11,14163			
						668,6	155,0253	11,14337			
						668,7	154,7957	11,14497			
						668,8	154,8115	11,14667			
						668,9	154,899	11,1483			
						669	154,9665	11,14997			
						669,1	155,0603	11,15163			
						669,2	155,1127	11,1533			
						669,3	155,1692	11,15497			
						669,4	155,2137	11,15663			
						669,5	155,2447	11,1583			
						669,6	155,286	11,15997			
						669,7	155,3218	11,16167			
						669,8	155,3464	11,1633			
						669,9	155,3837	11,16497			
						670	155,4465	11,16663			
						670,1	155,4807	11,16827			
						670,2	155,5228	11,16993			
						670,3	155,5769	11,17163			
						670,4	155,6063	11,17333			
						670,5	155,6516	11,17497			
						670,6	155,6698	11,17663			
						670,7	155,7096	11,1783			
						670,8	155,7589	11,17997			
						670,9	155,8065	11,18163			
						671	155,824	11,1833			
						671,1	155,8852	11,18497			
						671,2	155,921	11,18667			
						671,3	155,948	11,18833			
						671,4	155,9838	11,19			
						671,5	156,0283	11,19163			
						671,6	156,0402	11,1933			
						671,7	156,0728	11,19497			
						671,8	156,1165	11,1966			
						671,9	156,1117	11,19827			
						672	156,0688	11,2			
						672,1	155,9496	11,20163			
						672,2	155,8471	11,20333			
						672,3	155,8288	11,20497			
						672,4	155,8717	11,20663			
						672,5	155,8733	11,20833			
						672,6	155,9067	11,20997			
						672,7	155,9202	11,21163			
						672,8	155,9401	11,2133			
						672,9	155,952	11,21497			
						673	155,9726	11,21667			
						673,1	155,9583	11,2183			
						673,2	155,983	11,21997			
						673,3	155,9997	11,22163			
						673,4	156,0036	11,2233			
						673,5	156,0259	11,22497			
						673,6	156,033	11,22667			
						673,7	156,0442	11,2283			
						673,8	156,0458	11,22997			
						673,9	156,0799	11,23163			
						674	156,0871	11,23333			
						674,1	156,0847	11,23497			
						674,2	156,1093	11,23663			
						674,3	156,1117	11,2383			
						674,4	156,1387	11,24			
						674,5	156,1602	11,24163			
						674,6	156,1427	11,2433			
						674,7	156,1586	11,245			
						674,8	156,1793	11,24663			
						674,9	156,1856	11,2483			
						675	156,2031	11,24993			
						675,1	156,2206	11,25163			
						675,2	156,2278	11,2533			
						675,3	156,2524	11,25497			
						675,4	156,2532	11,25667			
						675,5	156,2794	11,2583			
						675,6	156,2969	11,25997			
						675,7	156,3025	11,26163			
						675,8	156,3176	11,2633			
						675,9	156,3239	11,26497			
						676	156,3247	11,26663			
						676,1	156,3358	11,2683			
						676,2	156,3605	11,26997			
						676,3	156,3621	11,27163			
						676,4	156,3803	11,2733			
						676,5	156,3875	11,275			
						676,6	156,4097	11,27663			
						676,7	156,4384	11,2783			
						676,8	156,4352	11,27997			
						676,9	156,4542	11,28167			
						677	156,4686	11,28333			
						677,1	156,4836	11,285			
						677,2	156,4908	11,28663			
						677,3	156,5218	11,28833			
						677,4	156,5194	11,29			
						677,5	156,5417	11,29163			
						677,6	156,5576	11,2933			
						677,7	156,5774	11,29497			
						677,8	156,583	11,29663			
						677,9	156,6005	11,2983			
						678	156,6116	11,29997			
						678,1	156,6394	11,30167			
						678,2	156,6339	11,3033			
						678,3	156,6545	11,30497			
						678,4	156,6617	11,30663			
						678,5	156,6807	11,3083			
						678,6	156,6855	11,30997			
						678,7	156,6943	11,31163			
						678,8	156,7149	11,31333			
						678,9	156,7372	11,31497			
						679	156,7467	11,31663			
						679,1	156,765	11,31833			
						679,2	156,7817	11,31997			
						679,3	156,792	11,32163			
						679,4	156,7737	11,32333			
						679,5	156,8135	11,325			
						679,6	156,8143	11,32663			
						679,7	156,8222	11,32833			
						679,8	156,8516	11,32997			
						679,9	156,8604	11,33167			
						680	156,8953	11,3333			
						680,1	156,8929	11,33497			
						680,2	156,9128	11,33663			
						680,3	156,939	11,33833			
						680,4	156,9398	11,33997			
						680,5	156,9438	11,34167			
						680,6	156,9756	11,3433			
						680,7	156,9756	11,345			
						680,8	156,9939	11,34663			
						680,9	157,0066	11,3483			
						681	157,0336	11,34997			
						681,1	157,0543	11,35163			
						681,2	157,0567	11,35333			
						681,3	157,0694	11,35497			
						681,4	157,059	11,35663			
						681,5	157,0535	11,3583			
						681,6	156,7872	11,35993			
						681,7	156,5806	11,36163			
						681,8	156,6696	11,3633			
						681,9	156,7459	11,36497			
						682	156,8254	11,36663			
						682,1	156,9168	11,36833			
						682,2	157,0042	11,37			
						682,3	157,0455	11,37163			
						682,4	157,0646	11,3733			
						682,5	157,0972	11,375			
						682,6	157,1274	11,37663			
						682,7	157,187	11,37833			
						682,8	157,2132	11,37993			
						682,9	157,2625	11,38163			
						683	157,3253	11,3833			
						683,1	157,3594	11,38497			
						683,2	157,3968	11,38667			
						683,3	157,431	11,3883			
						683,4	157,481	11,38997			
						683,5	157,5224	11,39163			
						683,6	157,5549	11,3933			
						683,7	157,6058	11,39497			
						683,8	157,6551	11,39663			
						683,9	157,6718	11,39833			
						684	157,7298	11,4			
						684,1	157,7648	11,40163			
						684,2	157,7878	11,4033			
						684,3	157,8299	11,40497			
						684,4	157,8689	11,4066			
						684,5	157,8864	11,40833			
						684,6	157,9253	11,41003			
						684,7	157,9825	11,41167			
						684,8	158,031	11,4133			
						684,9	158,0413	11,41497			
						685	158,0795	11,41663			
						685,1	158,1041	11,4183			
						685,2	158,1025	11,41997			
						685,3	158,0858	11,42163			
						685,4	157,9499	11,42333			
						685,5	157,8299	11,425			
						685,6	157,7997	11,42663			
						685,7	157,8283	11,4283			
						685,8	157,8307	11,43			
						685,9	157,8848	11,43163			
						686	157,9022	11,4333			
						686,1	157,911	11,43497			
						686,2	157,9086	11,43663			
						686,3	157,9134	11,4383			
						686,4	157,9308	11,43997			
						686,5	157,9197	11,44167			
						686,6	157,9491	11,4433			
						686,7	157,9523	11,44497			
						686,8	157,9833	11,44663			
						686,9	157,9904	11,4483			
						687	157,9873	11,44997			
						687,1	158,0103	11,45167			
						687,2	158,0079	11,45333			
						687,3	158,0191	11,45497			
						687,4	158,0485	11,45663			
						687,5	158,0596	11,45833			
						687,6	158,0771	11,45993			
						687,7	158,0795	11,4616			
						687,8	158,1136	11,4633			
						687,9	158,1224	11,46497			
						688	158,1264	11,46663			
						688,1	158,1359	11,4683			
						688,2	158,1669	11,46997			
						688,3	158,1597	11,47163			
						688,4	158,1645	11,4733			
						688,5	158,178	11,47497			
						688,6	158,2027	11,47663			
						688,7	158,2146	11,47833			
						688,8	158,2344	11,48			
						688,9	158,2321	11,48167			
						689	158,248	11,4833			
						689,1	158,263	11,485			
						689,2	158,275	11,48663			
						689,3	158,3044	11,4883			
						689,4	158,3091	11,49			
						689,5	158,3147	11,49167			
						689,6	158,3242	11,49337			
						689,7	158,3378	11,49497			
						689,8	158,3528	11,49663			
						689,9	158,364	11,49833			
						690	158,3735	11,49997			
						690,1	158,3966	11,50167			
						690,2	158,4101	11,5033			
						690,3	158,4276	11,50497			
						690,4	158,4299	11,50667			
						690,5	158,4538	11,50833			
						690,6	158,4594	11,50997			
						690,7	158,4927	11,5116			
						690,8	158,5023	11,51333			
						690,9	158,5015	11,51497			
						691	158,5158	11,51663			
						691,1	158,5261	11,5183			
						691,2	158,5444	11,51997			
						691,3	158,5555	11,52163			
						691,4	158,5738	11,5233			
						691,5	158,5825	11,52497			
						691,6	158,5913	11,52663			
						691,7	158,6032	11,52827			
						691,8	158,6389	11,52997			
						691,9	158,6405	11,53167			
						692	158,6676	11,53333			
						692,1	158,6564	11,53497			
						692,2	158,6628	11,53663			
						692,3	158,6739	11,5383			
						692,4	158,693	11,53997			
						692,5	158,6962	11,54163			
						692,6	158,7033	11,5433			
						692,7	158,7311	11,54497			
						692,8	158,7288	11,54663			
						692,9	158,724	11,5483			
						693	158,7574	11,54997			
						693,1	158,6715	11,55163			
						693,2	158,3147	11,5533			
						693,3	158,2615	11,55497			
						693,4	158,3687	11,55663			
						693,5	158,4299	11,5583			
						693,6	158,5038	11,55997			
						693,7	158,5666	11,56163			
						693,8	158,6254	11,5633			
						693,9	158,6501	11,56497			
						694	158,67	11,56663			
						694,1	158,6763	11,5683			
						694,2	158,7232	11,57			
						694,3	158,7749	11,57163			
						694,4	158,7884	11,57333			
						694,5	158,8567	11,57497			
						694,6	158,8917	11,57667			
						694,7	158,9354	11,5783			
						694,8	158,9711	11,57997			
						694,9	159,0045	11,58167			
						695	159,0387	11,5833			
						695,1	159,0784	11,58497			
						695,2	159,1317	11,58663			
						695,3	159,1595	11,58833			
						695,4	159,1865	11,59			
						695,5	159,2286	11,59163			
						695,6	159,2874	11,5933			
						695,7	159,3192	11,59497			
						695,8	159,3542	11,59663			
						695,9	159,3812	11,5983			
						696	159,4059	11,59997			
						696,1	159,4257	11,60163			
						696,2	159,4734	11,60333			
						696,3	159,4909	11,605			
						696,4	159,541	11,60663			
						696,5	159,545	11,6083			
						696,6	159,5926	11,60993			
						696,7	159,6149	11,61163			
						696,8	159,6689	11,6133			
						696,9	159,6824	11,61497			
						697	159,7023	11,61663			
						697,1	159,7651	11,61837			
						697,2	159,8072	11,62			
						697,3	159,8152	11,62163			
						697,4	159,8644	11,62333			
						697,5	159,8779	11,625			
						697,6	159,8461	11,62667			
						697,7	159,7524	11,6283			
						697,8	159,5855	11,62997			
						697,9	159,5569	11,63163			
						698	159,5783	11,63333			
						698,1	159,599	11,63497			
						698,2	159,5998	11,63663			
						698,3	159,6308	11,6383			
						698,4	159,6507	11,63997			
						698,5	159,653	11,64163			
						698,6	159,6332	11,6433			
						698,7	159,6459	11,64497			
						698,8	159,6626	11,64667			
						698,9	159,6801	11,64833			
						699	159,6912	11,64997			
						699,1	159,6753	11,65163			
						699,2	159,7118	11,65333			
						699,3	159,7206	11,65497			
						699,4	159,7198	11,65667			
						699,5	159,7277	11,65833			
						699,6	159,7381	11,65997			
						699,7	159,7563	11,6617			
						699,8	159,7635	11,66333			
						699,9	159,7699	11,66497			
						700	159,808	11,66663			
						700,1	159,804	11,6683			
						700,2	159,8279	11,66997			
						700,3	159,8414	11,67167			
						700,4	159,8525	11,6733			
						700,5	159,8644	11,67497			
						700,6	159,8525	11,67663			
						700,7	159,8938	11,67833			
						700,8	159,8859	11,67997			
						700,9	159,8954	11,68163			
						701	159,9089	11,6833			
						701,1	159,9272	11,68497			
						701,2	159,9471	11,68663			
						701,3	159,9407	11,68833			
						701,4	159,9781	11,68997			
						701,5	159,9654	11,69163			
						701,6	159,9876	11,6933			
						701,7	159,9964	11,69493			
						701,8	160,0329	11,69663			
						701,9	160,0361	11,6983			
						702	160,0464	11,69997			
						702,1	160,0385	11,70167			
						702,2	160,0711	11,7033			
						702,3	160,0742	11,70497			
						702,4	160,0973	11,70663			
						702,5	160,0957	11,7083			
						702,6	160,1084	11,71			
						702,7	160,1227	11,71163			
						702,8	160,1426	11,7133			
						702,9	160,1776	11,715			
						703	160,1609	11,71663			
						703,1	160,1783	11,7183			
						703,2	160,1958	11,71997			
						703,3	160,2046	11,72163			
						703,4	160,2268	11,7233			
						703,5	160,2427	11,725			
						703,6	160,2427	11,72663			
						703,7	160,2705	11,72833			
						703,8	160,257	11,72997			
						703,9	160,2968	11,73163			
						704	160,2991	11,73333			
						704,1	160,3015	11,73497			
						704,2	160,3333	11,7366			
						704,3	160,3381	11,73827			
						704,4	160,3643	11,73997			
						704,5	160,3754	11,74167			
						704,6	160,3707	11,74333			
						704,7	160,3897	11,745			
						704,8	160,4064	11,74667			
						704,9	160,4366	11,7483			
