41.7мм @1мм/мин			9.8мм @1мм/мин			6.0мм @1мм/мин			6.0мм @3мм/мин		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
			302,7	325,4819	5,044933	302,7	76,87251	5,044967			
			302,8	325,6114	5,0466	302,8	76,89158	5,046633			
			302,9	325,7084	5,048234	302,9	76,91621	5,0483			
			303	325,8204	5,049933	303	76,95357	5,05			
			303,1	325,9079	5,0516	303,1	76,96072	5,051633			
			303,2	326,0024	5,053267	303,2	77,00602	5,0533			
			303,3	326,1169	5,054934	303,3	77,02192	5,054967			
			303,4	326,2138	5,0566	303,4	77,05688	5,056633			
			303,5	326,3116	5,058267	303,5	77,06642	5,0583			
			303,6	326,3847	5,059933	303,6	77,10378	5,059967			
			303,7	326,5143	5,0616	303,7	77,11967	5,061666			
			303,8	326,5977	5,063267	303,8	77,12841	5,063367			
			303,9	326,6843	5,064933	303,9	77,17371	5,064967			
			304	326,7741	5,0666	304	77,19358	5,066633			
			304,1	326,8774	5,0683	304,1	77,23967	5,0683			
			304,2	326,9879	5,069967	304,2	77,2508	5,069967			
			304,3	327,0984	5,071633	304,3	77,29928	5,071633			
			304,4	327,2096	5,073234	304,4	77,30643	5,0733			
			304,5	327,3114	5,074934	304,5	77,34457	5,074967			
			304,6	327,4171	5,0766	304,6	77,36444	5,076667			
			304,7	327,5418	5,078267	304,7	77,39862	5,078333			
			304,8	327,6547	5,079967	304,8	77,43597	5,079967			
			304,9	327,7493	5,081634	304,9	77,432	5,081634			
			305	327,8534	5,083333	305	77,47491	5,083367			
			305,1	327,9622	5,084967	305,1	77,50193	5,084967			
			305,2	328,0878	5,086567	305,2	77,52339	5,086633			
			305,3	328,2014	5,088267	305,3	77,54644	5,0883			
			305,4	328,3095	5,089933	305,4	77,57743	5,09			
			305,5	328,4081	5,0916	305,5	77,59094	5,091667			
			305,6	328,5273	5,0933	305,6	77,64578	5,0933			
			305,7	328,6441	5,094934	305,7	77,65691	5,094967			
			305,8	328,7562	5,096633	305,8	77,67677	5,096633			
			305,9	328,8531	5,0983	305,9	77,69187	5,0983			
			306	328,9676	5,099934	306	77,72843	5,099967			
			306,1	329,0868	5,1016	306,1	77,75069	5,101634			
			306,2	329,171	5,103267	306,2	77,78168	5,1033			
			306,3	329,3085	5,104933	306,3	77,82062	5,104967			
			306,4	329,4182	5,106567	306,4	77,83095	5,106633			
			306,5	329,5358	5,108267	306,5	77,86353	5,1083			
			306,6	329,6256	5,109967	306,6	77,89691	5,109967			
			306,7	329,7369	5,1116	306,7	77,9144	5,111633			
			306,8	329,833	5,113267	306,8	77,93983	5,113333			
			306,9	329,9348	5,114933	306,9	77,99705	5,114933			
			307	330,0516	5,116567	307	78,02486	5,116667			
			307,1	330,143	5,118233	307,1	78,03838	5,118333			
			307,2	330,2606	5,1199	307,2	78,05347	5,12			
			307,3	330,3719	5,121567	307,3	78,08685	5,121634			
			307,4	330,4863	5,123267	307,4	78,11467	5,1233			
			307,5	330,5833	5,124933	307,5	78,14964	5,124967			
			307,6	330,6961	5,1266	307,6	78,18143	5,126633			
			307,7	330,8058	5,128267	307,7	78,21242	5,1283			
			307,8	330,9194	5,129967	307,8	78,2466	5,13			
			307,9	331,0347	5,1316	307,9	78,245	5,131633			
			308	331,1467	5,133267	308	78,26646	5,1333			
			308,1	331,2604	5,134933	308,1	78,31176	5,134967			
			308,2	331,3907	5,1366	308,2	78,34355	5,136633			
			308,3	331,5059	5,1383	308,3	78,35468	5,138333			
			308,4	331,6116	5,139966	308,4	78,39282	5,139966			
			308,5	331,7261	5,1416	308,5	78,4111	5,141634			
			308,6	331,8373	5,143267	308,6	78,44607	5,1433			
			308,7	331,9542	5,144933	308,7	78,46037	5,145			
			308,8	332,071	5,1466	308,8	78,48183	5,146634			
			308,9	332,2061	5,148267	308,9	78,49375	5,1483			
			309	332,3301	5,149967	309	78,53826	5,149967			
			309,1	332,431	5,1516	309,1	78,56528	5,151633			
			309,2	332,5677	5,1533	309,2	78,58118	5,1533			
			309,3	332,6734	5,154933	309,3	78,61932	5,154967			
			309,4	332,7688	5,1566	309,4	78,65031	5,156667			
			309,5	332,8832	5,158267	309,5	78,66224	5,158333			
			309,6	333,0056	5,159934	309,6	78,69323	5,16			
			309,7	333,1312	5,1616	309,7	78,71548	5,161633			
			309,8	333,2154	5,163267	309,8	78,74568	5,1633			
			309,9	333,3275	5,164967	309,9	78,77271	5,165			
			310	333,422	5,166567	310	78,8037	5,166634			
			310,1	333,5253	5,1683	310,1	78,84582	5,1683			
			310,2	333,6334	5,169967	310,2	78,85456	5,169967			
			310,3	333,7383	5,171633	310,3	78,90701	5,171633			
			310,4	333,8448	5,1733	310,4	78,92529	5,173333			
			310,5	333,9211	5,174933	310,5	78,93085	5,174967			
			310,6	334,0546	5,1766	310,6	78,94913	5,176633			
			310,7	334,1635	5,178267	310,7	78,98093	5,1783			
			310,8	334,2477	5,179934	310,8	79,01669	5,179967			
			310,9	334,3582	5,181633	310,9	79,04609	5,181633			
			311	334,4663	5,183267	311	79,06198	5,183333			
			311,1	334,5776	5,184967	311,1	79,1041	5,184967			
			311,2	334,6888	5,1866	311,2	79,12477	5,186634			
			311,3	334,7818	5,188267	311,3	79,14702	5,1883			
			311,4	334,8883	5,1899	311,4	79,17563	5,19			
			311,5	334,994	5,1916	311,5	79,18676	5,191633			
			311,6	335,0941	5,193267	311,6	79,2114	5,1933			
			311,7	335,1911	5,194967	311,7	79,23364	5,194933			
			311,8	335,296	5,196633	311,8	79,2702	5,196633			
			311,9	335,3914	5,198234	311,9	79,31312	5,198267			
			312	335,4963	5,1999	312	79,33537	5,199967			
			312,1	335,5853	5,201567	312,1	79,35126	5,201633			
			312,2	335,7029	5,203267	312,2	79,36954	5,203367			
			312,3	335,8054	5,2049	312,3	79,42279	5,204967			
			312,4	335,9389	5,206634	312,4	79,42995	5,206634			
			312,5	336,0152	5,2083	312,5	79,46094	5,208333			
			312,6	336,1472	5,209933	312,6	79,49194	5,209967			
			312,7	336,2576	5,211567	312,7	79,53962	5,211633			
			312,8	336,3474	5,213233	312,8	79,54677	5,213334			
			312,9	336,4547	5,214933	312,9	79,57379	5,214967			
			313	336,5707	5,2166	313	79,61591	5,216633			
			313,1	336,6653	5,218266	313,1	79,62306	5,2183			
			313,2	336,7885	5,219934	313,2	79,6628	5,219967			
			313,3	336,8727	5,2216	313,3	79,68584	5,221633			
			313,4	336,9951	5,223267	313,4	79,71048	5,2233			
			313,5	337,0969	5,2249	313,5	79,75658	5,224967			
			313,6	337,1835	5,2266	313,6	79,76691	5,226634			
			313,7	337,2693	5,228267	313,7	79,78598	5,228333			
			313,8	337,3885	5,229933	313,8	79,83128	5,23			
			313,9	337,4847	5,2316	313,9	79,86307	5,231667			
			314	337,6102	5,2333	314	79,88692	5,2333			
			314,1	337,7247	5,234967	314,1	79,89168	5,234967			
			314,2	337,8169	5,236633	314,2	79,93936	5,236667			
			314,3	337,9313	5,238234	314,3	79,97275	5,2383			
			314,4	338,0307	5,2399	314,4	79,98148	5,240034			
			314,5	338,1228	5,2416	314,5	80,02202	5,241667			
			314,6	338,2349	5,243267	314,6	80,04427	5,2433			
			314,7	338,3263	5,244967	314,7	80,07606	5,245			
			314,8	338,4455	5,246634	314,8	80,0848	5,246667			
			314,9	338,5671	5,248267	314,9	80,11659	5,2483			
			315	338,6696	5,25	315	80,14123	5,249933			
			315,1	338,7602	5,2516	315,1	80,1905	5,251633			
			315,2	338,881	5,253267	315,2	80,20798	5,2533			
			315,3	338,9931	5,254933	315,3	80,2358	5,255			
			315,4	339,098	5,256633	315,4	80,25805	5,256667			
			315,5	339,1934	5,258234	315,5	80,30017	5,2583			
			315,6	339,2959	5,259967	315,6	80,30733	5,259967			
			315,7	339,3904	5,261633	315,7	80,35422	5,261633			
			315,8	339,5009	5,2633	315,8	80,3717	5,2633			
			315,9	339,6058	5,264966	315,9	80,41461	5,264966			
			316	339,698	5,266634	316	80,44164	5,266634			
			316,1	339,8061	5,2683	316,1	80,48455	5,2683			
			316,2	339,938	5,269933	316,2	80,49965	5,269967			
			316,3	340,0278	5,271634	316,3	80,54098	5,271667			
			316,4	340,1279	5,273267	316,4	80,54892	5,2733			
			316,5	340,2225	5,2749	316,5	80,5672	5,274967			
			316,6	340,3441	5,2766	316,6	80,5966	5,276633			
			316,7	340,449	5,278333	316,7	80,61886	5,278267			
			316,8	340,5531	5,279933	316,8	80,66575	5,279967			
			316,9	340,6564	5,281567	316,9	80,66813	5,281633			
			317	340,786	5,283267	317	80,71343	5,283333			
			317,1	340,8734	5,284934	317,1	80,74919	5,285			
			317,2	340,9863	5,286567	317,2	80,75317	5,286667			
			317,3	341,0896	5,288267	317,3	80,79211	5,2883			
			317,4	341,1977	5,289967	317,4	80,80721	5,289967			
			317,5	341,2827	5,2916	317,5	80,839	5,291667			
			317,6	341,4059	5,2933	317,6	80,86363	5,2933			
			317,7	341,5179	5,294967	317,7	80,89066	5,294967			
			317,8	341,603	5,2966	317,8	80,9288	5,296633			
			317,9	341,7174	5,298267	317,9	80,94708	5,298333			
			318	341,8024	5,299933	318	80,96854	5,299967			
			318,1	341,9304	5,3016	318,1	80,99874	5,301633			
			318,2	342,0345	5,303267	318,2	81,02496	5,3033			
			318,3	342,1481	5,304967	318,3	81,04166	5,304967			
			318,4	342,2546	5,3066	318,4	81,05516	5,306633			
			318,5	342,3683	5,308233	318,5	81,11238	5,3083			
			318,6	342,4589	5,309933	318,6	81,11556	5,309967			
			318,7	342,5598	5,311567	318,7	81,16881	5,311666			
			318,8	342,6695	5,313267	318,8	81,20299	5,313334			
			318,9	342,7752	5,3149	318,9	81,23398	5,314967			
			319	342,8713	5,316633	319	81,2761	5,316633			
			319,1	342,9985	5,3183	319,1	81,28564	5,318334			
			319,2	343,109	5,319967	319,2	81,33093	5,319967			
			319,3	343,1837	5,321633	319,3	81,34842	5,321633			
			319,4	343,322	5,323234	319,4	81,37385	5,3233			
			319,5	343,442	5,3249	319,5	81,41597	5,325			
			319,6	343,527	5,3266	319,6	81,44697	5,326667			
			319,7	343,6271	5,3283	319,7	81,46763	5,328267			
			319,8	343,7281	5,329933	319,8	81,48035	5,329967			
			319,9	343,8409	5,331634	319,9	81,52167	5,331634			
			320	343,9323	5,3333	320	81,55107	5,333367			
			320,1	344,0627	5,334967	320,1	81,57809	5,335			
			320,2	344,1485	5,3366	320,2	81,58922	5,336667			
			320,3	344,2581	5,3383	320,3	81,61783	5,3383			
			320,4	344,3678	5,339933	320,4	81,64962	5,340034			
			320,5	344,4743	5,3416	320,5	81,67664	5,341633			
			320,6	344,5681	5,343267	320,6	81,71161	5,3433			
			320,7	344,6516	5,344934	320,7	81,7124	5,344967			
			320,8	344,7771	5,346633	320,8	81,75691	5,346633			
			320,9	344,9019	5,348267	320,9	81,77201	5,348333			
			321	344,9917	5,349934	321	81,79506	5,349967			
			321,1	345,0934	5,3516	321,1	81,85069	5,351634			
			321,2	345,2277	5,353267	321,2	81,8801	5,3533			
			321,3	345,3223	5,354933	321,3	81,88089	5,354967			
			321,4	345,4161	5,3566	321,4	81,90473	5,356633			
			321,5	345,5329	5,358267	321,5	81,95003	5,358334			
			321,6	345,6203	5,359967	321,6	81,97228	5,359967			
			321,7	345,7435	5,3616	321,7	81,98817	5,3616			
			321,8	345,854	5,363267	321,8	82,01281	5,3633			
			321,9	345,9509	5,364967	321,9	82,05334	5,364967			
			322	346,0646	5,366567	322	82,07401	5,366667			
			322,1	346,1576	5,368233	322,1	82,10659	5,3683			
			322,2	346,2632	5,3699	322,2	82,1042	5,37			
			322,3	346,3777	5,371567	322,3	82,13918	5,371634			
			322,4	346,4818	5,373267	322,4	82,18368	5,373333			
			322,5	346,5637	5,375	322,5	82,18765	5,374967			
			322,6	346,6757	5,376633	322,6	82,24169	5,376633			
			322,7	346,8029	5,378267	322,7	82,24169	5,3783			
			322,8	346,8911	5,379933	322,8	82,28223	5,379967			
			322,9	347,0008	5,3816	322,9	82,30051	5,381633			
			323	347,1295	5,383267	323	82,33786	5,3833			
			323,1	347,2328	5,384967	323,1	82,36726	5,384967			
			323,2	347,317	5,386567	323,2	82,37918	5,386633			
			323,3	347,4347	5,3883	323,3	82,4213	5,3883			
			323,4	347,5284	5,389934	323,4	82,4523	5,389967			
			323,5	347,6294	5,3916	323,5	82,46422	5,391634			
			323,6	347,7502	5,393267	323,6	82,50157	5,3933			
			323,7	347,8424	5,394933	323,7	82,52621	5,395			
			323,8	347,9568	5,3966	323,8	82,53813	5,396667			
			323,9	348,0887	5,3983	323,9	82,58501	5,398334			
			324	348,1674	5,399967	324	82,61045	5,399967			
			324,1	348,2842	5,401633	324,1	82,63906	5,401633			
			324,2	348,3995	5,403267	324,2	82,66211	5,403267			
			324,3	348,4774	5,404967	324,3	82,6931	5,404967			
			324,4	348,5791	5,4066	324,4	82,68913	5,4067			
			324,5	348,7094	5,4083	324,5	82,73999	5,4083			
			324,6	348,808	5,409967	324,6	82,77655	5,409967			
			324,7	348,893	5,411633	324,7	82,77337	5,411667			
			324,8	348,9876	5,413267	324,8	82,7988	5,413333			
			324,9	349,133	5,414967	324,9	82,84171	5,415			
			325	349,2324	5,416634	325	82,87668	5,416634			
			325,1	349,3412	5,4183	325,1	82,89893	5,4183			
			325,2	349,4525	5,419967	325,2	82,92914	5,42			
			325,3	349,5415	5,4216	325,3	82,9641	5,421633			
			325,4	349,6408	5,4233	325,4	82,97285	5,423367			
			325,5	349,7569	5,424967	325,5	83,0094	5,425			
			325,6	349,8538	5,426567	325,6	83,03165	5,426633			
			325,7	349,9611	5,428267	325,7	83,0698	5,4283			
			325,8	350,0692	5,429934	325,8	83,08729	5,429967			
			325,9	350,1431	5,4316	325,9	83,10159	5,431667			
			326	350,2552	5,433267	326	83,13497	5,433333			
			326,1	350,3696	5,434933	326,1	83,1461	5,434933			
			326,2	350,4801	5,4366	326,2	83,19617	5,436634			
			326,3	350,5699	5,438267	326,3	83,2208	5,438267			
			326,4	350,6859	5,439933	326,4	83,24067	5,439967			
			326,5	350,7845	5,4416	326,5	83,27007	5,441633			
			326,6	350,8886	5,4433	326,6	83,30822	5,4433			
			326,7	350,9911	5,444933	326,7	83,33206	5,445			
			326,8	351,0729	5,4466	326,8	83,36385	5,4466			
			326,9	351,189	5,448267	326,9	83,38451	5,4483			
			327	351,2963	5,4499	327	83,40915	5,449967			
			327,1	351,3916	5,4516	327,1	83,46001	5,451633			
			327,2	351,4989	5,453267	327,2	83,47114	5,4533			
			327,3	351,6062	5,454933	327,3	83,49419	5,454967			
			327,4	351,7183	5,4566	327,4	83,52757	5,456634			
			327,5	351,82	5,458333	327,5	83,55459	5,4583			
			327,6	351,9066	5,4599	327,6	83,57207	5,459967			
			327,7	352,029	5,4616	327,7	83,61021	5,461667			
			327,8	352,114	5,463267	327,8	83,62054	5,4633			
			327,9	352,2332	5,464967	327,9	83,65154	5,464967			
			328	352,3453	5,466633	328	83,67857	5,466633			
			328,1	352,4415	5,468267	328,1	83,72148	5,4683			
			328,2	352,5575	5,4699	328,2	83,75724	5,469967			
			328,3	352,6227	5,4716	328,3	83,77473	5,471667			
			328,4	352,7395	5,473267	328,4	83,79062	5,4733			
			328,5	352,8547	5,474934	328,5	83,79459	5,474967			
			328,6	352,9461	5,4766	328,6	83,80811	5,476634			
			328,7	353,0582	5,478267	328,7	83,85976	5,4783			
			328,8	353,1543	5,479933	328,8	83,86691	5,479967			
			328,9	353,2513	5,4816	328,9	83,90268	5,481667			
			329	353,3586	5,4833	329	83,91778	5,483334			
			329,1	0,8654594	5,484667	329,1	83,95672	5,485			
						329,2	83,98533	5,486633			
						329,3	84,00122	5,488333			
						329,4	84,0346	5,49			
						329,5	84,06004	5,491667			
						329,6	84,07831	5,493333			
						329,7	84,13156	5,495			
						329,8	84,12997	5,496667			
						329,9	84,18321	5,498333			
						330	84,20149	5,499967			
						330,1	84,22295	5,501633			
						330,2	84,26904	5,503334			
						330,3	84,29527	5,504967			
						330,4	84,32468	5,506667			
						330,5	84,33342	5,5083			
						330,6	84,36759	5,509967			
						330,7	84,38905	5,511633			
						330,8	84,42561	5,5133			
						330,9	84,45898	5,514967			
						331	84,5019	5,516634			
						331,1	84,51541	5,518333			
						331,2	84,55833	5,519967			
						331,3	84,58217	5,521667			
						331,4	84,62508	5,5233			
						331,5	84,63622	5,524967			
						331,6	84,64972	5,526633			
						331,7	84,70853	5,5283			
						331,8	84,72601	5,529967			
						331,9	84,76416	5,5316			
						332	84,79993	5,533333			
						332,1	84,81582	5,534967			
						332,2	84,84284	5,536633			
						332,3	84,8786	5,5383			
						332,4	84,9239	5,539967			
						332,5	84,94456	5,541634			
						332,6	84,9549	5,5433			
						332,7	84,99622	5,545			
						332,8	85,03358	5,5466			
						332,9	85,05663	5,5483			
						333	85,08364	5,55			
						333,1	85,10271	5,551633			
						333,2	85,13927	5,5533			
						333,3	85,15517	5,554967			
						333,4	85,17981	5,556633			
						333,5	85,22034	5,5583			
						333,6	85,2553	5,559967			
						333,7	85,2712	5,561667			
						333,8	85,30061	5,563334			
						333,9	85,3324	5,564967			
						334	85,38008	5,566667			
						334,1	85,39279	5,5683			
						334,2	85,4214	5,569967			
						334,3	85,46034	5,571667			
						334,4	85,48975	5,5733			
						334,5	85,50326	5,575			
						334,6	85,53584	5,576633			
						334,7	85,55889	5,578333			
						334,8	85,59783	5,58			
						334,9	85,6177	5,581634			
						335	85,65585	5,5833			
						335,1	85,67731	5,584967			
						335,2	85,7385	5,586633			
						335,3	85,74724	5,588334			
						335,4	85,77029	5,589967			
						335,5	85,81003	5,591633			
						335,6	85,83466	5,593333			
						335,7	85,88393	5,594967			
						335,8	85,90698	5,596633			
						335,9	85,92924	5,5983			
						336	85,95148	5,599967			
						336,1	85,99281	5,601634			
						336,2	86,03414	5,6033			
						336,3	86,04129	5,604967			
						336,4	86,0858	5,606633			
						336,5	86,10646	5,6083			
						336,6	86,13745	5,61			
						336,7	86,19627	5,611633			
						336,8	86,20024	5,613333			
						336,9	86,21851	5,614967			
						337	86,26382	5,616667			
						337,1	86,29481	5,6183			
						337,2	86,32024	5,62			
						337,3	86,35759	5,621667			
						337,4	86,37826	5,6233			
						337,5	86,40051	5,624967			
						337,6	86,44581	5,626667			
						337,7	86,47681	5,6283			
						337,8	86,52608	5,629933			
						337,9	86,51733	5,631633			
						338	86,56899	5,633333			
						338,1	86,60475	5,634967			
						338,2	86,61191	5,636633			
						338,3	86,65403	5,6383			
						338,4	86,6723	5,639967			
						338,5	86,71204	5,641634			
						338,6	86,74701	5,6433			
						338,7	86,77324	5,645033			
						338,8	86,81615	5,646667			
						338,9	86,82728	5,6483			
						339	86,8543	5,649967			
						339,1	86,91232	5,651633			
						339,2	86,94093	5,653267			
						339,3	86,96238	5,654967			
						339,4	86,99496	5,656633			
						339,5	87,03788	5,658333			
						339,6	87,04027	5,66			
						339,7	87,08	5,661633			
						339,8	87,10066	5,6633			
						339,9	87,1261	5,665			
						340	87,17219	5,666667			
						340,1	87,18809	5,6683			
						340,2	87,21749	5,669967			
						340,3	87,24928	5,671667			
						340,4	87,29855	5,673333			
						340,5	87,33273	5,674967			
						340,6	87,34544	5,676633			
						340,7	87,37643	5,6783			
						340,8	87,39869	5,68			
						340,9	87,4416	5,681633			
						341	87,46385	5,6833			
						341,1	87,52028	5,684967			
						341,2	87,51869	5,686634			
						341,3	87,56319	5,6883			
						341,4	87,58624	5,69			
						341,5	87,63075	5,691633			
						341,6	87,64188	5,6933			
						341,7	87,67764	5,694967			
						341,8	87,70943	5,696633			
						341,9	87,74439	5,698267			
						342	87,7746	5,699967			
						342,1	87,804	5,701633			
						342,2	87,84532	5,7033			
						342,3	87,86201	5,704967			
						342,4	87,89381	5,706634			
						342,5	87,91129	5,708333			
						342,6	87,95659	5,709967			
						342,7	87,98679	5,711633			
						342,8	88,00348	5,7133			
						342,9	88,04957	5,715			
						343	88,08613	5,716633			
						343,1	88,11156	5,7183			
						343,2	88,13302	5,719967			
						343,3	88,17435	5,721633			
						343,4	88,19659	5,7233			
						343,5	88,226	5,725			
						343,6	88,26733	5,726634			
						343,7	88,28084	5,728333			
						343,8	88,31501	5,73			
						343,9	88,35555	5,731633			
						344	88,38654	5,7333			
						344,1	88,41594	5,734967			
						344,2	88,43819	5,7366			
						344,3	88,47475	5,7383			
						344,4	88,50813	5,74			
						344,5	88,52402	5,741633			
						344,6	88,54389	5,743333			
						344,7	88,57092	5,745033			
						344,8	88,60906	5,746667			
						344,9	88,62893	5,7483			
						345	88,67026	5,749967			
						345,1	88,70363	5,751633			
						345,2	88,7386	5,7533			
						345,3	88,75211	5,755			
						345,4	88,79026	5,756667			
						345,5	88,81331	5,7583			
						345,6	88,82046	5,759967			
						345,7	88,87212	5,761633			
						345,8	88,90788	5,7633			
						345,9	88,93251	5,764967			
						346	88,96828	5,766634			
						346,1	89,00642	5,7683			
						346,2	89,02629	5,77			
						346,3	89,05173	5,771634			
						346,4	89,09623	5,7733			
						346,5	89,11689	5,774967			
						346,6	89,15504	5,776633			
						346,7	89,16776	5,7783			
						346,8	89,1908	5,779967			
						346,9	89,21544	5,781633			
						347	89,25517	5,783333			
						347,1	89,29411	5,784967			
						347,2	89,33147	5,786633			
						347,3	89,34339	5,788333			
						347,4	89,39027	5,789967			
						347,5	89,42207	5,791634			
						347,6	89,44909	5,793334			
						347,7	89,48882	5,794967			
						347,8	89,51346	5,796633			
						347,9	89,55161	5,798333			
						348	89,56274	5,799967			
						348,1	89,60565	5,801633			
						348,2	89,63903	5,8033			
						348,3	89,6732	5,804967			
						348,4	89,71373	5,806633			
						348,5	89,72645	5,8083			
						348,6	89,76698	5,809967			
						348,7	89,80513	5,811634			
						348,8	89,81943	5,813334			
						348,9	89,85281	5,815033			
						349	89,87904	5,816633			
						349,1	89,90606	5,8183			
						349,2	89,94897	5,819967			
						349,3	89,9601	5,821633			
						349,4	89,98315	5,823333			
						349,5	90,03004	5,824967			
						349,6	90,05467	5,826667			
						349,7	90,10236	5,8283			
						349,8	90,1262	5,829967			
						349,9	90,12222	5,831667			
						350	90,16673	5,8333			
						350,1	90,19614	5,834967			
						350,2	90,23666	5,836633			
						350,3	90,26607	5,8383			
						350,4	90,2923	5,84			
						350,5	90,31454	5,841667			
						350,6	90,34792	5,8433			
						350,7	90,3829	5,844967			
						350,8	90,41548	5,846633			
						350,9	90,42899	5,8483			
						351	90,43852	5,849967			
						351,1	90,46952	5,851634			
						351,2	90,49892	5,853333			
						351,3	90,53707	5,855			
						351,4	90,57124	5,856633			
						351,5	90,60939	5,8583			
						351,6	90,62211	5,859967			
						351,7	90,64912	5,861633			
						351,8	90,68489	5,863267			
						351,9	90,70158	5,864933			
						352	90,72066	5,866667			
						352,1	90,75642	5,868367			
						352,2	90,80171	5,87			
						352,3	90,82238	5,871634			
						352,4	90,84464	5,873333			
						352,5	90,87325	5,874933			
						352,6	90,88754	5,876633			
						352,7	90,94397	5,8783			
						352,8	90,96304	5,88			
						352,9	90,99325	5,881633			
						353	91,02901	5,883333			
						353,1	91,03537	5,884967			
						353,2	91,09576	5,886633			
						353,3	91,12756	5,8883			
						353,4	91,14981	5,889967			
						353,5	91,18318	5,891634			
						353,6	91,19272	5,893333			
						353,7	91,23325	5,895			
						353,8	91,26663	5,8967			
						353,9	91,3008	5,898334			
						354	91,33339	5,899967			
						354,1	91,36916	5,901667			
						354,2	91,38584	5,9033			
						354,3	91,42796	5,905			
						354,4	91,43273	5,906667			
						354,5	91,4526	5,908367			
						354,6	91,48916	5,91			
						354,7	91,5424	5,911633			
						354,8	91,56704	5,9133			
						354,9	91,57658	5,914967			
						355	91,61631	5,916634			
						355,1	91,64572	5,918334			
						355,2	91,69102	5,92			
						355,3	91,73711	5,921633			
						355,4	91,74744	5,9233			
						355,5	91,78082	5,924967			
						355,6	91,81658	5,926633			
						355,7	91,84122	5,9283			
						355,8	91,86189	5,929967			
						355,9	91,90321	5,931667			
						356	91,92705	5,9333			
						356,1	91,95566	5,934967			
						356,2	91,9803	5,936667			
						356,3	92,0248	5,9383			
						356,4	92,06931	5,94			
						356,5	92,07487	5,941667			
						356,6	92,11222	5,9433			
						356,7	92,12335	5,944967			
						356,8	92,1599	5,9466			
						356,9	92,19805	5,9483			
						357	92,21793	5,95			
						357,1	92,25448	5,951633			
						357,2	92,29183	5,9533			
						357,3	92,32521	5,955			
						357,4	92,34666	5,956634			
						357,5	92,36813	5,9583			
						357,6	92,39117	5,96			
						357,7	92,4476	5,961633			
						357,8	92,45554	5,963334			
						357,9	92,48336	5,964967			
						358	92,51595	5,966633			
						358,1	92,54297	5,9683			
						358,2	92,58668	5,969967			
						358,3	92,61369	5,971633			
						358,4	92,65741	5,9733			
						358,5	92,66218	5,974967			
						358,6	92,7035	5,9766			
						358,7	92,72257	5,978333			
						358,8	92,77662	5,98			
						358,9	92,80443	5,981633			
						359	92,8243	5,9833			
						359,1	92,87755	5,984967			
						359,2	92,8998	5,9866			
						359,3	92,93477	5,988333			
						359,4	92,94907	5,99			
						359,5	92,97609	5,991633			
						359,6	93,01106	5,993333			
						359,7	93,0349	5,994967			
						359,8	93,08259	5,996634			
						359,9	93,10246	5,9983			
						360	93,15014	6			
						360,1	93,17477	6,001633			
						360,2	93,20338	6,003334			
						360,3	93,21928	6,004967			
						360,4	93,27014	6,006667			
						360,5	93,28127	6,0083			
						360,6	93,32657	6,009967			
						360,7	93,3218	6,011633			
						360,8	93,37425	6,0133			
						360,9	93,41399	6,014967			
						361	93,42512	6,016634			
						361,1	93,46088	6,018267			
						361,2	93,50379	6,019967			
						361,3	93,51968	6,021634			
						361,4	93,55624	6,023334			
						361,5	93,57771	6,024967			
						361,6	93,60949	6,026633			
						361,7	93,65161	6,028234			
						361,8	93,6683	6,03			
						361,9	93,71758	6,0316			
						362	93,73824	6,033333			
						362,1	93,7446	6,035			
						362,2	93,78275	6,036667			
						362,3	93,83837	6,0383			
						362,4	93,85665	6,04			
						362,5	93,90831	6,041634			
						362,6	93,93533	6,0433			
						362,7	93,94884	6,044967			
						362,8	93,98619	6,046633			
						362,9	94,01083	6,0483			
						363	94,04341	6,05			
						363,1	94,06567	6,051633			
						363,2	94,08713	6,053333			
						363,3	94,11653	6,054967			
						363,4	94,15547	6,056633			
						363,5	94,18885	6,0583			
						363,6	94,23097	6,059967			
						363,7	94,23574	6,061634			
						363,8	94,27389	6,0633			
						363,9	94,3025	6,065			
						364	94,32951	6,066633			
						364,1	94,35892	6,0683			
						364,2	94,38197	6,07			
						364,3	94,39787	6,071667			
						364,4	94,42886	6,0733			
						364,5	94,46542	6,074934			
						364,6	94,50992	6,076667			
						364,7	94,53853	6,078333			
						364,8	94,5584	6,08			
						364,9	94,59258	6,0817			
						365	94,62436	6,083367			
						365,1	94,65297	6,084967			
						365,2	94,66251	6,086633			
						365,3	94,70304	6,0883			
						365,4	94,75708	6,09			
						365,5	94,78331	6,091633			
						365,6	94,80556	6,0933			
						365,7	94,86675	6,095			
						365,8	94,87947	6,096667			
						365,9	94,93351	6,0983			
						366	94,95576	6,099967			
						366,1	94,98994	6,101634			
						366,2	95,0098	6,1033			
						366,3	95,03921	6,105			
						366,4	95,09245	6,106633			
						366,5	95,1306	6,108267			
						366,6	95,14491	6,109967			
						366,7	95,17352	6,111633			
						366,8	95,21722	6,113333			
						366,9	95,25855	6,114967			
						367	95,27444	6,116667			
						367,1	95,30703	6,1183			
						367,2	95,33961	6,119967			
						367,3	95,36664	6,121634			
						367,4	95,4183	6,1233			
						367,5	95,43816	6,125			
						367,6	95,46598	6,126633			
						367,7	95,5081	6,128334			
						367,8	95,53114	6,129933			
