"1 _ 1 +23",,,"1 _ 1 _10",,,"1 _ 2 +35",,
"Время","Сила","Ход","Время","Сила","Ход","Время","Сила","Ход"
"сек","Н","мм","сек","Н","мм","сек","Н","мм"
"58,31","89,34895","58,29817","58,31","72,87582","58,2984","58,31","77,09344","58,29827"
"58,32","89,36723","58,3081","58,32","72,88695","58,30817","58,32","77,0998","58,3085"
"58,33","89,37836","58,31823","58,33","72,89807","58,31797","58,33","77,10934","58,31867"
"58,34","89,37836","58,32843","58,34","72,9084","58,32803","58,34","77,12285","58,32874"
"58,35","89,37677","58,33854","58,35","72,92191","58,3383","58,35","77,1308","58,33857"
"58,36","89,38551","58,3485","58,36","72,93622","58,3485","58,36","77,1308","58,3482"
"58,37","89,40061","58,3583","58,37","72,94893","58,35857","58,37","77,12682","58,3579"
"58,38","89,4165","58,3681","58,38","72,9537","58,3687","58,38","77,12682","58,36783"
"58,39","89,42525","58,3781","58,39","72,95609","58,37857","58,39","77,13636","58,37803"
"58,4","89,42763","58,38817","58,4","72,96085","58,38823","58,4","77,15384","58,38833"
"58,41","89,4324","58,39824","58,41","72,9696","58,39797","58,41","77,17212","58,3985"
"58,42","89,44749","58,40844","58,42","72,97198","58,4079","58,42","77,18324","58,40857"
"58,43","89,47054","58,41863","58,43","72,97118","58,41813","58,43","77,18961","58,41857"
"58,44","89,4928","58,4286","58,44","72,97118","58,42843","58,44","77,19437","58,4283"
"58,45","89,50392","58,43837","58,45","72,97834","58,4386","58,45","77,20232","58,43817"
"58,46","89,50392","58,44823","58,46","72,99026","58,4488","58,46","77,20709","58,44807"
"58,47","89,50392","58,45817","58,47","73,00298","58,45867","58,47","77,20789","58,4582"
"58,48","89,51266","58,46817","58,48","73,01012","58,46833","58,48","77,21424","58,46847"
"58,49","89,52856","58,47813","58,49","73,00933","58,47797","58,49","77,23013","58,4786"
"58,5","89,54207","58,48833","58,5","73,00377","58,48787","58,5","77,2508","58,4887"
"58,51","89,55399","58,4986","58,51","73,00139","58,498","58,51","77,26431","58,4987"
"58,52","89,56432","58,5087","58,52","73,01251","58,5083","58,52","77,26828","58,5085"
"58,53","89,57545","58,51857","58,53","73,03397","58,5185","58,53","77,2659","58,5182"
"58,54","89,58498","58,52843","58,54","73,04987","58,5287","58,54","77,26351","58,528"
"58,55","89,59214","58,53833","58,55","73,05463","58,5387","58,55","77,2659","58,53803"
"58,56","89,60088","58,54823","58,56","73,0594","58,54857","58,56","77,27544","58,54827"
"58,57","89,61201","58,5581","58,57","73,07053","58,5583","58,57","77,28656","58,55853"
"58,58","89,62552","58,56823","58,58","73,08404","58,5681","58,58","77,29689","58,5687"
"58,59","89,63903","58,5785","58,59","73,09676","58,5781","58,59","77,30643","58,57877"
"58,6","89,65651","58,5886","58,6","73,1047","58,58837","58,6","77,31358","58,58867"
"58,61","89,674","58,59857","58,61","73,11026","58,5985","58,61","77,31994","58,59834"
"58,62","89,68195","58,60843","58,62","73,11821","58,60863","58,62","77,3271","58,60797"
"58,63","89,67956","58,6183","58,63","73,12933","58,6187","58,63","77,33266","58,61787"
"58,64","89,68115","58,62823","58,64","73,13966","58,62853","58,64","77,33743","58,6281"
"58,65","89,69307","58,63823","58,65","73,14285","58,63823","58,65","77,34457","58,63837"
"58,66","89,70579","58,64833","58,66","73,14285","58,648","58,66","77,35571","58,64857"
"58,67","89,71294","58,6586","58,67","73,14285","58,65793","58,67","77,36922","58,65873"
"58,68","89,7177","58,66877","58,68","73,14523","58,66813","58,68","77,37557","58,6687"
"58,69","89,73042","58,67867","58,69","73,15159","58,67843","58,69","77,37398","58,6784"
"58,7","89,75108","58,68834","58,7","73,15794","58,6886","58,7","77,36922","58,6881"
"58,71","89,76698","58,69814","58,71","73,16192","58,6987","58,71","77,3708","58,69803"
"58,72","89,77413","58,70813","58,72","73,1651","58,70863","58,72","77,38034","58,70817"
"58,73","89,78208","58,71817","58,73","73,17225","58,71833","58,73","77,39623","58,7184"
"58,74","89,79162","58,72823","58,74","73,18735","58,728","58,74","77,40895","58,7285"
"58,75","89,80433","58,7384","58,75","73,20086","58,73793","58,75","77,41451","58,7386"
"58,76","89,81546","58,7486","58,76","73,2096","58,74807","58,76","77,41372","58,74863"
"58,77","89,825","58,7586","58,77","73,21199","58,75837","58,77","77,41133","58,75843"
"58,78","89,83453","58,7685","58,78","73,21199","58,76857","58,78","77,41451","58,76817"
"58,79","89,84328","58,77837","58,79","73,21835","58,77873","58,79","77,42723","58,77797"
"58,8","89,85043","58,78817","58,8","73,23186","58,78873","58,8","77,43677","58,788"
"58,81","89,85917","58,79807","58,81","73,24775","58,7985","58,81","77,43915","58,79827"
"58,82","89,87506","58,80803","58,82","73,25888","58,8082","58,82","77,44392","58,8085"
"58,83","89,89016","58,8182","58,83","73,26364","58,81804","58,83","77,45663","58,81863"
"58,84","89,8989","58,8285","58,84","73,26285","58,82807","58,84","77,4765","58,82874"
"58,85","89,90367","58,83863","58,85","73,26524","58,83833","58,85","77,49319","58,83857"
"58,86","89,91877","58,8486","58,86","73,27636","58,8485","58,86","77,49955","58,84823"
"58,87","89,93705","58,85847","58,87","73,28987","58,85854","58,87","77,49716","58,85797"
"58,88","89,95135","58,8683","58,88","73,29941","58,86867","58,88","77,49637","58,86794"
"58,89","89,95772","58,87823","58,89","73,30338","58,87853","58,89","77,50352","58,87814"
"58,9","89,96248","58,8882","58,9","73,30656","58,88823","58,9","77,5218","58,8884"
"58,91","89,97043","58,8982","58,91","73,31769","58,898","58,91","77,54167","58,89857"
"58,92","89,98394","58,90844","58,92","73,3312","58,90797","58,92","77,54644","58,90873"
"58,93","89,99825","58,91863","58,93","73,34232","58,9181","58,93","77,5377","58,9186"
"58,94","90,00937","58,92863","58,94","73,35107","58,92833","58,94","77,53372","58,9283"
"58,95","90,01334","58,93843","58,95","73,35345","58,9386","58,95","77,54405","58,93813"
"58,96","90,01811","58,94827","58,96","73,35265","58,94883","58,96","77,55756","58,94803"
"58,97","90,02686","58,9582","58,97","73,35265","58,95877","58,97","77,5671","58,9581"
"58,98","90,03798","58,96814","58,98","73,3606","58,96843","58,98","77,57505","58,96833"
"58,99","90,04911","58,97803","58,99","73,37173","58,97803","58,99","77,58459","58,9785"
"59","90,05865","58,9882","59","73,3757","58,98787","59","77,59571","58,9886"
"59,01","90,06818","58,99847","59,01","73,37411","58,998","59,01","77,60525","58,99863"
"59,02","90,07851","59,00853","59,02","73,37808","59,00827","59,02","77,60764","59,00843"
"59,03","90,09203","59,0185","59,03","73,38921","59,01843","59,03","77,60525","59,0182"
"59,04","90,10633","59,0284","59,04","73,40511","59,02857","59,04","77,60445","59,02797"
"59,05","90,12302","59,0383","59,05","73,41782","59,0386","59,05","77,6132","59,03793"
"59,06","90,13892","59,04823","59,06","73,42497","59,0484","59,06","77,62671","59,04823"
"59,07","90,15719","59,0581","59,07","73,42815","59,05817","59,07","77,63863","59,05853"
"59,08","90,16832","59,06823","59,08","73,43451","59,06797","59,08","77,64498","59,06867"
"59,09","90,17309","59,07853","59,09","73,44484","59,078","59,09","77,64578","59,0788"
"59,1","90,17706","59,08863","59,1","73,45279","59,08823","59,1","77,64816","59,0887"
"59,11","90,1858","59,0986","59,11","73,45279","59,09843","59,11","77,65691","59,0984"
"59,12","90,2017","59,10847","59,12","73,45676","59,10854","59,12","77,66803","59,10803"
"59,13","90,21759","59,1183","59,13","73,47028","59,11867","59,13","77,67598","59,11797"
"59,14","90,22871","59,12827","59,14","73,48776","59,12853","59,14","77,68552","59,12817"
"59,15","90,2319","59,13827","59,15","73,4965","59,13827","59,15","77,69505","59,1384"
"59,16","90,23348","59,14833","59,16","73,4973","59,14807","59,16","77,703","59,14857"
"59,17","90,23746","59,15857","59,17","73,4973","59,15804","59,17","77,71095","59,15873"
"59,18","90,24302","59,16874","59,18","73,50365","59,16827","59,18","77,72128","59,1687"
"59,19","90,25812","59,17863","59,19","73,51717","59,17857","59,19","77,72366","59,17843"
"59,2","90,2764","59,1884","59,2","73,53545","59,1887","59,2","77,7173","59,18813"
"59,21","90,28991","59,1982","59,21","73,54816","59,19883","59,21","77,71889","59,198"
"59,22","90,29707","59,20817","59,22","73,55054","59,20877","59,22","77,7332","59,20813"
"59,23","90,3058","59,21814","59,23","73,54895","59,21843","59,23","77,75069","59,21843"
"59,24","90,31931","59,22813","59,24","73,55134","59,2281","59,24","77,75942","59,2286"
"59,25","90,33282","59,23837","59,25","73,55769","59,2379","59,25","77,75942","59,23867"
"59,26","90,34634","59,2486","59,26","73,56882","59,24793","59,26","77,76181","59,24867"
"59,27","90,35905","59,2587","59,27","73,58074","59,25823","59,27","77,76658","59,2584"
"59,28","90,37097","59,2686","59,28","73,59187","59,26847","59,28","77,77532","59,2681"
"59,29","90,37971","59,27843","59,29","73,603","59,27867","59,29","77,78406","59,278"
"59,3","90,38448","59,28833","59,3","73,61412","59,28873","59,3","77,78883","59,28803"
"59,31","90,39084","59,29827","59,31","73,62207","59,2985","59,31","77,79359","59,2983"
"59,32","90,39958","59,30817","59,32","73,61889","59,3082","59,32","77,80393","59,30857"
"59,33","90,40912","59,3183","59,33","73,61094","59,318","59,33","77,81585","59,31873"
"59,34","90,42263","59,32853","59,34","73,60856","59,32807","59,34","77,82459","59,3288"
"59,35","90,43852","59,33854","59,35","73,61571","59,33833","59,35","77,83095","59,33867"
"59,36","90,4576","59,34847","59,36","73,63161","59,34853","59,36","77,8381","59,3483"
"59,37","90,4735","59,35833","59,37","73,64114","59,35863","59,37","77,85002","59,35797"
"59,38","90,48541","59,36827","59,38","73,64511","59,3687","59,38","77,86274","59,36787"
"59,39","90,49574","59,37827","59,39","73,64671","59,37857","59,39","77,87148","59,378"
"59,4","90,50767","59,38823","59,4","73,65385","59,38827","59,4","77,87863","59,3883"
"59,41","90,51879","59,39827","59,41","73,66339","59,39803","59,41","77,88579","59,39853"
"59,42","90,52753","59,40847","59,42","73,67372","59,40804","59,42","77,89214","59,40867"
"59,43","90,53707","59,41857","59,43","73,68326","59,4182","59,43","77,90089","59,41863"
"59,44","90,54819","59,42847","59,44","73,69279","59,42854","59,44","77,91042","59,42837"
"59,45","90,55933","59,4383","59,45","73,70313","59,4387","59,45","77,91678","59,43813"
"59,46","90,56807","59,44817","59,46","73,71267","59,44877","59,46","77,91519","59,44803"
"59,47","90,57681","59,4581","59,47","73,72538","59,45863","59,47","77,91281","59,45813"
"59,48","90,58794","59,46807","59,48","73,73651","59,4683","59,48","77,91519","59,4684"
"59,49","90,59668","59,4781","59,49","73,74366","59,47794","59,49","77,92155","59,47857"
"59,5","90,60383","59,48843","59,5","73,75082","59,48777","59,5","77,92791","59,4887"
"59,51","90,61098","59,49867","59,51","73,76194","59,49787","59,51","77,93665","59,49873"
"59,52","90,62449","59,50863","59,52","73,77466","59,50823","59,52","77,94778","59,5085"
"59,53","90,638","59,51847","59,53","73,77783","59,51857","59,53","77,95096","59,5182"
"59,54","90,64674","59,52837","59,54","73,77704","59,52873","59,54","77,94857","59,52797"
"59,55","90,65787","59,53823","59,55","73,77545","59,53867","59,55","77,94857","59,53797"
"59,56","90,67615","59,54817","59,56","73,77943","59,5484","59,56","77,95731","59,54823"
"59,57","90,69761","59,55813","59,57","73,78896","59,5581","59,57","77,96685","59,5585"
"59,58","90,70953","59,56827","59,58","73,80009","59,56797","59,58","77,97559","59,56863"
"59,59","90,71827","59,57853","59,59","73,80962","59,57807","59,59","77,98433","59,57867"
"59,6","90,72939","59,5886","59,6","73,82075","59,58833","59,6","77,99705","59,5885"
"59,61","90,74052","59,59857","59,61","73,8287","59,5985","59,61","78,01056","59,59817"
"59,62","90,7437","59,6084","59,62","73,82711","59,60857","59,62","78,0201","59,6079"
"59,63","90,74132","59,61817","59,63","73,8287","59,61867","59,63","78,02407","59,61783"
"59,64","90,74132","59,6281","59,64","73,84062","59,6285","59,64","78,02248","59,62807"
"59,65","90,74767","59,63817","59,65","73,86049","59,6382","59,65","78,01851","59,63844"
"59,66","90,75721","59,6483","59,66","73,87003","59,64793","59,66","78,02168","59,6486"
"59,67","90,7739","59,65854","59,67","73,86526","59,6579","59,67","78,03361","59,6587"
"59,68","90,79218","59,6687","59,68","73,85889","59,66817","59,68","78,04871","59,66863"
"59,69","90,80807","59,67867","59,69","73,86049","59,67843","59,69","78,05983","59,67837"
"59,7","90,82159","59,68837","59,7","73,87161","59,68857","59,7","78,0646","59,68813"
"59,71","90,83112","59,6982","59,71","73,88353","59,69873","59,71","78,06937","59,69803"
"59,72","90,8335","59,7082","59,72","73,88512","59,7087","59,72","78,07652","59,70813"
"59,73","90,83907","59,7182","59,73","73,87797","59,71843","59,73","78,08288","59,71843"
"59,74","90,84702","59,72823","59,74","73,87797","59,7281","59,74","78,08129","59,7286"
"59,75","90,85973","59,73843","59,75","73,89387","59,73797","59,75","78,0805","59,73867"
"59,76","90,86688","59,74863","59,76","73,9185","59,74807","59,76","78,08685","59,74867"
"59,77","90,86847","59,75863","59,77","73,93678","59,75837","59,77","78,10275","59,7585"
"59,78","90,87721","59,76854","59,78","73,94155","59,76857","59,78","78,12103","59,76823"
"59,79","90,89629","59,77837","59,79","73,94314","59,77873","59,79","78,13454","59,77807"
"59,8","90,91854","59,78823","59,8","73,9487","59,78877","59,8","78,13612","59,78803"
"59,81","90,92887","59,7982","59,81","73,96142","59,79853","59,81","78,13216","59,79827"
"59,82","90,93126","59,80813","59,82","73,97095","59,80824","59,82","78,13295","59,80853"
"59,83","90,93841","59,81823","59,83","73,97334","59,81804","59,83","78,14169","59,81863"
"59,84","90,9543","59,82847","59,84","73,97095","59,82803","59,84","78,14805","59,82867"
"59,85","90,97655","59,8386","59,85","73,97095","59,8383","59,85","78,14805","59,8386"
"59,86","90,99722","59,8486","59,86","73,97731","59,84853","59,86","78,14645","59,8483"
"59,87","91,00596","59,85847","59,87","73,99082","59,85863","59,87","78,15202","59,85803"
"59,88","91,00517","59,8683","59,88","74,00195","59,8687","59,88","78,16394","59,86797"
"59,89","91,00517","59,8782","59,89","74,00671","59,87853","59,89","78,17745","59,87814"
"59,9","91,0163","59,88823","59,9","74,01148","59,88823","59,9","78,19017","59,88844"
"59,91","91,03219","59,8983","59,91","74,02499","59,89793","59,91","78,19573","59,89857"
"59,92","91,04649","59,90857","59,92","74,04248","59,9079","59,92","78,19573","59,90873"
"59,93","91,05762","59,9187","59,93","74,05599","59,9181","59,93","78,19573","59,91867"
"59,94","91,06477","59,92863","59,94","74,06712","59,9284","59,94","78,20367","59,92837"
"59,95","91,07034","59,93843","59,95","74,07347","59,93867","59,95","78,21719","59,93813"
"59,96","91,07748","59,94827","59,96","74,07426","59,94887","59,96","78,22911","59,9481"
"59,97","91,08862","59,95817","59,97","74,07586","59,9588","59,97","78,23785","59,9582"
"59,98","91,09815","59,96817","59,98","74,07824","59,96847","59,98","78,24421","59,96843"
"59,99","91,10928","59,97813","59,99","74,08063","59,97807","59,99","78,24898","59,9786"
"60","91,12279","59,9883","60","74,0854","59,98783","60","78,25375","59,98867"
"60,01","91,14027","59,99843","60,01","74,09414","59,998","60,01","78,25772","59,99867"
"60,02","91,15775","60,00847","60,02","74,10526","60,00837","60,02","78,26249","60,0084"
"60,03","91,17206","60,01847","60,03","74,11719","60,01854","60,03","78,27123","60,0181"
"60,04","91,1808","60,0284","60,04","74,13069","60,02867","60,04","78,28236","60,0279"
"60,05","91,18557","60,03823","60,05","74,14182","60,03867","60,05","78,29189","60,0379"
"60,06","91,19431","60,0482","60,06","74,14738","60,04844","60,06","78,29825","60,04817"
"60,07","91,20941","60,05817","60,07","74,14341","60,05817","60,07","78,30779","60,0585"
"60,08","91,2253","60,06827","60,08","74,13943","60,06804","60,08","78,32289","60,06867"
"60,09","91,23246","60,0785","60,09","74,1442","60,07813","60,09","78,32925","60,07874"
"60,1","91,22849","60,0886","60,1","74,1609","60,08833","60,1","78,32607","60,0886"
"60,11","91,22849","60,09857","60,11","74,17917","60,09843","60,11","78,3213","60,0983"
"60,12","91,242","60,1084","60,12","74,18791","60,10847","60,12","78,32527","60,10793"
"60,13","91,26901","60,11823","60,13","74,18633","60,11857","60,13","78,33401","60,1179"
"60,14","91,29127","60,1282","60,14","74,18791","60,12847","60,14","78,34276","60,12814"
"60,15","91,30478","60,1382","60,15","74,19507","60,13823","60,15","78,34991","60,1384"
"60,16","91,31113","60,14827","60,16","74,20461","60,148","60,16","78,35706","60,14853"
"60,17","91,31511","60,15844","60,17","74,20858","60,15793","60,17","78,36421","60,15873"
"60,18","91,32385","60,1686","60,18","74,20699","60,1681","60,18","78,37057","60,16874"
"60,19","91,33736","60,17857","60,19","74,21335","60,17833","60,19","78,37772","60,17843"
"60,2","91,34849","60,18834","60,2","74,22924","60,18853","60,2","78,38329","60,1881"
"60,21","91,34849","60,1982","60,21","74,24831","60,1987","60,21","78,38329","60,19797"
"60,22","91,34451","60,20813","60,22","74,25626","60,20867","60,22","78,38408","60,20807"
"60,23","91,35326","60,2181","60,23","74,26024","60,21833","60,23","78,39282","60,21833"
"60,24","91,37551","60,22813","60,24","74,26262","60,22797","60,24","78,40792","60,22844"
"60,25","91,40094","60,23833","60,25","74,26659","60,2379","60,25","78,41985","60,23857"
"60,26","91,41684","60,24854","60,26","74,26897","60,24813","60,26","78,42699","60,2486"
"60,27","91,41922","60,25857","60,27","74,27613","60,25847","60,27","78,43494","60,2584"
"60,28","91,41922","60,26854","60,28","74,29361","60,26867","60,28","78,44687","60,26814"
"60,29","91,43034","60,2784","60,29","74,3103","60,2788","60,29","78,46037","60,27797"
"60,3","91,44862","60,28827","60,3","74,31666","60,28873","60,3","78,4715","60,28803"
"60,31","91,46532","60,29827","60,31","74,31348","60,29847","60,31","78,47786","60,29837"
"60,32","91,47009","60,30817","60,32","74,3103","60,3082","60,32","78,48421","60,3086"
"60,33","91,47088","60,31823","60,33","74,31825","60,31797","60,33","78,48978","60,3187"
"60,34","91,47723","60,3285","60,34","74,33414","60,32803","60,34","78,49137","60,32877"
"60,35","91,49472","60,33863","60,35","74,34845","60,3383","60,35","78,4874","60,33867"
"60,36","91,51697","60,3486","60,36","74,35957","60,34853","60,36","78,4866","60,34827"
"60,37","91,53128","60,35843","60,37","74,36832","60,35867","60,37","78,49773","60,35797"
"60,38","91,53604","60,36827","60,38","74,37309","60,3687","60,38","78,51839","60,36797"
"60,39","91,53764","60,37827","60,39","74,37706","60,37857","60,39","78,53667","60,3782"
"60,4","91,54399","60,38827","60,4","74,38342","60,38827","60,4","78,54939","60,38847"
"60,41","91,55511","60,3983","60,41","74,39295","60,398","60,41","78,55653","60,39864"
"60,42","91,56704","60,40844","60,42","74,4017","60,40793","60,42","78,56131","60,4088"
"60,43","91,57578","60,4186","60,43","74,41044","60,41813","60,43","78,55813","60,41867"
"60,44","91,58293","60,42857","60,44","74,41679","60,42843","60,44","78,55177","60,42837"
"60,45","91,59406","60,43837","60,45","74,41759","60,43863","60,45","78,55018","60,4381"
"60,46","91,61631","60,44827","60,46","74,41759","60,4488","60,46","78,55653","60,448"
"60,47","91,64254","60,45823","60,47","74,42395","60,45877","60,47","78,56369","60,4582"
"60,48","91,65843","60,46814","60,48","74,43587","60,4685","60,48","78,57005","60,46843"
"60,49","91,66082","60,47813","60,49","74,4462","60,47813","60,49","78,57481","60,47857"
"60,5","91,65843","60,48837","60,5","74,45494","60,48793","60,5","78,57958","60,4886"
"60,51","91,66559","60,4986","60,51","74,46289","60,49797","60,51","78,58992","60,49863"
"60,52","91,67989","60,50867","60,52","74,47322","60,50817","60,52","78,60661","60,5085"
"60,53","91,69737","60,51854","60,53","74,48753","60,5184","60,53","78,6217","60,51827"
"60,54","91,7085","60,5284","60,54","74,50501","60,52857","60,54","78,62568","60,52803"
"60,55","91,71486","60,53833","60,55","74,51455","60,53857","60,55","78,6217","60,53803"
"60,56","91,71963","60,54833","60,56","74,51137","60,54837","60,56","78,62568","60,5483"
"60,57","91,73235","60,55827","60,57","74,5066","60,55813","60,57","78,63363","60,5585"
"60,58","91,74903","60,56833","60,58","74,50978","60,56793","60,58","78,64157","60,56867"
"60,59","91,76652","60,57853","60,59","74,52011","60,578","60,59","78,64793","60,5788"
"60,6","91,77129","60,58863","60,6","74,52965","60,58837","60,6","78,6535","60,58873"
"60,61","91,7689","60,59857","60,61","74,53918","60,59857","60,61","78,66224","60,5984"
"60,62","91,77367","60,60837","60,62","74,54554","60,60863","60,62","78,66939","60,608"
"60,63","91,79592","60,6182","60,63","74,54951","60,6187","60,63","78,67575","60,61787"
"60,64","91,81897","60,62814","60,64","74,55031","60,6286","60,64","78,67813","60,62807"
"60,65","91,83407","60,6381","60,65","74,55588","60,63827","60,65","78,67972","60,63833"
"60,66","91,83804","60,64817","60,66","74,56779","60,648","60,66","78,6829","60,64847"
"60,67","91,83646","60,65844","60,67","74,58051","60,65797","60,67","78,69641","60,65863"
"60,68","91,84519","60,66863","60,68","74,58607","60,6682","60,68","78,71628","60,6686"
"60,69","91,86824","60,67863","60,69","74,58766","60,6785","60,69","78,7274","60,67837"
"60,7","91,89844","60,68834","60,7","74,59482","60,68867","60,7","78,72502","60,6881"
"60,71","91,91275","60,69817","60,71","74,61071","60,6988","60,71","78,72105","60,69803"
"60,72","91,90639","60,70813","60,72","74,6282","60,7087","60,72","78,72979","60,70813"
"60,73","91,89685","60,7181","60,73","74,63932","60,7183","60,73","78,74807","60,7183"
"60,74","91,90401","60,7281","60,74","74,64171","60,7279","60,74","78,76555","60,7284"
"60,75","91,92864","60,7383","60,75","74,63773","60,73777","60,75","78,77668","60,7386"
"60,76","91,9509","60,74854","60,76","74,63773","60,74793","60,76","78,78145","60,74863"
"60,77","91,95805","60,75863","60,77","74,64806","60,75827","60,77","78,77906","60,75843"
"60,78","91,95566","60,76857","60,78","74,66475","60,76847","60,78","78,77588","60,76814"
"60,79","91,95963","60,7784","60,79","74,68224","60,77863","60,79","78,77668","60,77794"
"60,8","91,97394","60,7883","60,8","74,68939","60,78867","60,8","78,78383","60,788"
"60,81","91,99142","60,79827","60,81","74,68859","60,7985","60,81","78,79019","60,79827"
"60,82","92,00494","60,80813","60,82","74,68859","60,8082","60,82","78,79416","60,80857"
"60,83","92,0097","60,8182","60,83","74,69336","60,818","60,83","78,79893","60,8187"
"60,84","92,01368","60,82847","60,84","74,69972","60,8281","60,84","78,80846","60,82877"
"60,85","92,02242","60,83857","60,85","74,70528","60,83837","60,85","78,82198","60,83863"
"60,86","92,0407","60,84847","60,86","74,71323","60,84863","60,86","78,8331","60,84827"
"60,87","92,06136","60,8583","60,87","74,72436","60,8587","60,87","78,83788","60,85797"
"60,88","92,07169","60,8682","60,88","74,73389","60,86873","60,88","78,84344","60,86794"
"60,89","92,06931","60,87817","60,89","74,74104","60,8786","60,89","78,849","60,87814"
"60,9","92,06772","60,8882","60,9","74,74899","60,88823","60,9","78,85695","60,8884"
"60,91","92,07884","60,8983","60,91","74,76012","60,89797","60,91","78,86649","60,89857"
"60,92","92,09633","60,90857","60,92","74,77204","60,90797","60,92","78,87761","60,90873"
"60,93","92,10984","60,9187","60,93","74,78316","60,9182","60,93","78,88158","60,9187"
"60,94","92,11699","60,9286","60,94","74,78952","60,9285","60,94","78,87602","60,9284"
"60,95","92,12176","60,9384","60,95","74,78952","60,93863","60,95","78,87284","60,93813"
"60,96","92,12971","60,9483","60,96","74,78952","60,94877","60,96","78,8792","60,94803"
"60,97","92,1456","60,9582","60,97","74,79509","60,9587","60,97","78,89271","60,95813"
"60,98","92,16785","60,96824","60,98","74,80542","60,9684","60,98","78,90463","60,9684"
"60,99","92,18693","60,9782","60,99","74,81496","60,97807","60,99","78,91337","60,97853"
"61","92,19965","60,9884","61","74,81973","60,9879","61","78,91973","60,98867"
"61,01","92,20441","60,9986","61,01","74,82211","60,99804","61,01","78,92767","60,9987"
"61,02","92,20839","61,00867","61,02","74,83006","61,00837","61,02","78,938","61,0085"
"61,03","92,21633","61,0186","61,03","74,84595","61,0186","61,03","78,94675","61,01823"
"61,04","92,22746","61,0285","61,04","74,86423","61,02877","61,04","78,94993","61,028"
"61,05","92,24017","61,03837","61,05","74,87059","61,03877","61,05","78,94913","61,03803"
"61,06","92,2513","61,04823","61,06","74,86025","61,0485","61,06","78,94913","61,0482"
"61,07","92,26481","61,0581","61,07","74,85231","61,05817","61,07","78,95788","61,0585"
"61,08","92,28468","61,06817","61,08","74,85708","61,068","61,08","78,97695","61,0687"
"61,09","92,30772","61,0784","61,09","74,87535","61,07803","61,09","78,99682","61,07874"
"61,1","92,32362","61,08857","61,1","74,89523","61,08837","61,1","79,00317","61,08863"
"61,11","92,32759","61,09853","61,11","74,90237","61,09857","61,11","78,99682","61,0983"
"61,12","92,32362","61,10837","61,12","74,8984","61,10863","61,12","78,99364","61,10793"
"61,13","92,32124","61,11827","61,13","74,89284","61,11863","61,13","79,00159","61,11794"
"61,14","92,326","61,12827","61,14","74,89523","61,1285","61,14","79,01907","61,12817"
"61,15","92,3411","61,1382","61,15","74,90476","61,1382","61,15","79,03497","61,13844"
"61,16","92,3578","61,14824","61,16","74,91191","61,14797","61,16","79,04132","61,14864"
"61,17","92,37051","61,15847","61,17","74,91191","61,15797","61,17","79,04132","61,15877"
"61,18","92,37527","61,16863","61,18","74,90635","61,16813","61,18","79,03894","61,1687"
"61,19","92,38164","61,1786","61,19","74,90714","61,1784","61,19","79,03655","61,17843"
"61,2","92,39753","61,18834","61,2","74,91827","61,18857","61,2","79,03894","61,18813"
"61,21","92,41581","61,19823","61,21","74,93417","61,1987","61,21","79,04211","61,198"
"61,22","92,42455","61,20823","61,22","74,94529","61,20863","61,22","79,04609","61,20807"
"61,23","92,42693","61,2182","61,23","74,94688","61,21833","61,23","79,05086","61,21833"
"61,24","92,43568","61,22813","61,24","74,94688","61,22807","61,24","79,06358","61,2285"
"61,25","92,45316","61,23837","61,25","74,95642","61,238","61,25","79,08344","61,23867"
"61,26","92,47382","61,24854","61,26","74,97469","61,2481","61,26","79,09933","61,24867"
"61,27","92,49131","61,25853","61,27","74,99218","61,2584","61,27","79,1041","61,2584"
"61,28","92,50005","61,26843","61,28","74,99695","61,26854","61,28","79,10172","61,2681"
"61,29","92,50005","61,27834","61,29","74,99139","61,27863","61,29","79,09933","61,2779"
"61,3","92,50005","61,28823","61,3","74,98582","61,28864","61,3","79,09933","61,2879"
"61,31","92,50243","61,29823","61,31","74,99139","61,29844","61,31","79,10887","61,29813"
"61,32","92,508","61,30813","61,32","75,00807","61,3082","61,32","79,12159","61,3084"
"61,33","92,51913","61,31823","61,33","75,02635","61,318","61,33","79,12636","61,31857"
"61,34","92,53264","61,32847","61,34","75,0351","61,32803","61,34","79,12159","61,32867"
"61,35","92,54376","61,33847","61,35","75,0351","61,3383","61,35","79,12159","61,33863"
"61,36","92,55727","61,34837","61,36","75,04066","61,34847","61,36","79,13748","61,3483"
"61,37","92,57475","61,35827","61,37","75,05258","61,35854","61,37","79,15974","61,358"
"61,38","92,58588","61,36823","61,38","75,06212","61,3686","61,38","79,16769","61,36794"
"61,39","92,59065","61,37823","61,39","75,05973","61,37847","61,39","79,16451","61,37817"
"61,4","92,59701","61,3882","61,4","75,05258","61,38823","61,4","79,16053","61,38844"
"61,41","92,60893","61,3982","61,41","75,05496","61,39793","61,41","79,16769","61,3985"
"61,42","92,62641","61,4084","61,42","75,07245","61,4079","61,42","79,18517","61,40863"
"61,43","92,6439","61,41863","61,43","75,0955","61,41817","61,43","79,19788","61,41867"
"61,44","92,6582","61,42863","61,44","75,11536","61,4285","61,44","79,19788","61,42843"
"61,45","92,67091","61,43847","61,45","75,12251","61,4387","61,45","79,19391","61,43817"
"61,46","92,67966","61,4483","61,46","75,12013","61,44883","61,46","79,1963","61,4481"
"61,47","92,68443","61,45817","61,47","75,11934","61,45873","61,47","79,2114","61,4582"
