"1 _ 1",,,,"1 _ 1_N",,,,"1 _ 2_N",,,,"1 _ 3_N",,,,"1 _ 4_N",,,,"1 _ 5_N",,,,"1 _ 6_N",,,,"1 _ 7_N",,,
"Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм"
"31,9","27,05654","31,88847","4,955","31,9","27,96968","31,8885","5,154","31,9","41,74789","31,88827","0,749","31,9","37,00256","31,88863","8,619","31,9","39,65616","31,88847","8,477","31,9","39,44953","31,88867","8,825001","31,9","39,45351","31,88867","8,563001","31,9","39,34383","31,88853","8,691"
"31,91","27,06687","31,8986","4,957","31,91","27,96491","31,8987","5,156","31,91","41,74948","31,8984","0,749","31,91","37,00495","31,89837","8,622001","31,91","39,66649","31,8986","8,48","31,91","39,44715","31,89853","8,828","31,91","39,45668","31,8987","8,566","31,91","39,35655","31,89863","8,694"
"31,92","27,0764","31,90877","4,958","31,92","27,96729","31,90867","5,157","31,92","41,75663","31,9086","0,7500001","31,92","37,01528","31,90803","8,624001","31,92","39,66967","31,9087","8,482","31,92","39,43999","31,90827","8,830001","31,92","39,45827","31,9085","8,569","31,92","39,36211","31,9085","8,697001"
"31,93","27,08594","31,9187","4,96","31,93","27,97922","31,9184","5,159","31,93","41,76299","31,91857","0,7500001","31,93","37,02561","31,91783","8,627001","31,93","39,67126","31,9186","8,484","31,93","39,43841","31,91803","8,833","31,93","39,46066","31,91823","8,571","31,93","39,36847","31,91823","8,699"
"31,94","27,09389","31,9284","4,961","31,94","27,99273","31,928","5,16","31,94","41,76617","31,9283","0,751","31,94","37,02958","31,92787","8,629001","31,94","39,67603","31,92833","8,486","31,94","39,45351","31,92797","8,836","31,94","39,46781","31,92803","8,574","31,94","39,38596","31,928","8,702001"
"31,95","27,09866","31,93807","4,963","31,95","28,00067","31,9378","5,162","31,95","41,76617","31,93803","0,752","31,95","37,03356","31,9381","8,632","31,95","39,68477","31,93807","8,489","31,95","39,48053","31,93817","8,839001","31,95","39,47417","31,93807","8,577001","31,95","39,40503","31,93797","8,705001"
"31,96","27,10104","31,94793","4,964","31,96","28,00147","31,94793","5,164","31,96","41,76378","31,94793","0,752","31,96","37,04309","31,94837","8,634001","31,96","39,68954","31,948","8,491","31,96","39,50278","31,94843","8,841001","31,96","39,48291","31,9483","8,579","31,96","39,41854","31,94817","8,707001"
"31,97","27,10263","31,95807","4,966","31,97","28,00067","31,95823","5,165","31,97","41,76617","31,95803","0,753","31,97","37,05661","31,95857","8,636001","31,97","39,68954","31,95813","8,494","31,97","39,51232","31,95853","8,844001","31,97","39,49881","31,95853","8,582001","31,97","39,4249","31,95843","8,71"
"31,98","27,10581","31,96833","4,967","31,98","28,00067","31,96853","5,167","31,98","41,7765","31,9683","0,753","31,98","37,06773","31,96863","8,639","31,98","39,69669","31,96837","8,496","31,98","39,51629","31,96867","8,847","31,98","39,51947","31,96863","8,585","31,98","39,43284","31,9686","8,713"
"31,99","27,10978","31,97857","4,969","31,99","28,00624","31,9787","5,168","31,99","41,78762","31,9785","0,754","31,99","37,0725","31,97847","8,641001","31,99","39,71577","31,97847","8,499001","31,99","39,52106","31,97867","8,849","31,99","39,53059","31,97877","8,587001","31,99","39,44476","31,97877","8,716001"
"32","27,11455","31,98873","4,97","32","28,01895","31,98873","5,169","32","41,78842","31,9887","0,754","32","37,07488","31,98823","8,643001","32","39,73405","31,9887","8,501","32","39,53059","31,98847","8,852","32","39,53218","31,98867","8,59","32","39,45589","31,98873","8,719001"
"32,01","27,12329","31,99867","4,971","32,01","28,03326","31,9985","5,171","32,01","41,78445","31,9987","0,7550001","32,01","37,07727","31,998","8,646001","32,01","39,74517","31,99873","8,503","32,01","39,54093","31,99817","8,855","32,01","39,53616","31,99827","8,592","32,01","39,45987","31,99847","8,721001"
"32,02","27,13203","32,0084","4,973","32,02","28,04677","32,00823","5,172","32,02","41,7908","32,0085","0,756","32,02","37,08363","32,00797","8,649","32,02","39,74994","32,00843","8,505","32,02","39,54649","32,008","8,857","32,02","39,5457","32,00793","8,595","32,02","39,45668","32,00817","8,724"
"32,03","27,1368","32,01814","4,974","32,03","28,0571","32,018","5,174","32,03","41,80193","32,01827","0,756","32,03","37,09872","32,01823","8,651","32,03","39,75709","32,01814","8,508","32,03","39,55046","32,01803","8,860001","32,03","39,55682","32,01787","8,597","32,03","39,45192","32,01803","8,727"
"32,04","27,13521","32,0279","4,976","32,04","28,05948","32,02803","5,176","32,04","41,80352","32,02813","0,757","32,04","37,11224","32,0285","8,653001","32,04","39,76345","32,02803","8,51","32,04","39,55682","32,0283","8,863001","32,04","39,56159","32,02803","8,6","32,04","39,45112","32,02807","8,729"
"32,05","27,13521","32,038","4,977","32,05","28,05471","32,0382","5,177","32,05","41,79716","32,0381","0,757","32,05","37,117","32,0386","8,655001","32,05","39,76981","32,03807","8,513","32,05","39,56874","32,03857","8,866","32,05","39,56636","32,03833","8,603001","32,05","39,46066","32,03837","8,732"
"32,06","27,13919","32,0483","4,979","32,06","28,05074","32,04837","5,179","32,06","41,79875","32,0483","0,758","32,06","37,117","32,04873","8,658","32,06","39,77537","32,0483","8,515","32,06","39,58623","32,04873","8,868","32,06","39,57907","32,04857","8,605","32,06","39,47814","32,04863","8,735001"
"32,07","27,14554","32,0585","4,98","32,07","28,0571","32,05843","5,18","32,07","41,81306","32,05847","0,7590001","32,07","37,12177","32,05863","8,660001","32,07","39,78093","32,05857","8,518001","32,07","39,60133","32,05873","8,871","32,07","39,59497","32,05873","8,608001","32,07","39,49006","32,05877","8,738001"
"32,08","27,15746","32,06857","4,982","32,08","28,0714","32,06857","5,181","32,08","41,83292","32,06853","0,7590001","32,08","37,13052","32,06833","8,663","32,08","39,78888","32,0688","8,52","32,08","39,59974","32,06857","8,873","32,08","39,60609","32,0687","8,611","32,08","39,49404","32,0687","8,740001"
"32,09","27,17336","32,0786","4,983","32,09","28,08889","32,0785","5,183","32,09","41,84246","32,0786","0,7600001","32,09","37,13926","32,07807","8,665","32,09","39,79762","32,07887","8,522","32,09","39,58623","32,07817","8,876","32,09","39,60848","32,07847","8,613001","32,09","39,49483","32,07847","8,743"
"32,1","27,18687","32,08843","4,984","32,1","28,10717","32,08823","5,184","32,1","41,84484","32,08847","0,7600001","32,1","37,148","32,08793","8,667001","32,1","39,80398","32,08863","8,525001","32,1","39,57669","32,08787","8,879001","32,1","39,60927","32,08813","8,616","32,1","39,50357","32,08817","8,746"
"32,11","27,19482","32,09823","4,986","32,11","28,12227","32,09793","5,186","32,11","41,85041","32,0982","0,761","32,11","37,15913","32,09803","8,67","32,11","39,80398","32,09827","8,527","32,11","39,5902","32,0979","8,882","32,11","39,61086","32,09787","8,619","32,11","39,51867","32,09797","8,748"
"32,12","27,198","32,108","4,987","32,12","28,12227","32,10797","5,188","32,12","41,85597","32,10797","0,762","32,12","37,17105","32,1083","8,672001","32,12","39,8016","32,10793","8,530001","32,12","39,6204","32,10817","8,884001","32,12","39,61325","32,10797","8,621","32,12","39,52742","32,10797","8,751"
"32,13","27,1972","32,11797","4,989","32,13","28,10955","32,11813","5,189","32,13","41,85518","32,11797","0,762","32,13","37,18694","32,1185","8,675","32,13","39,80398","32,11794","8,532001","32,13","39,64742","32,1184","8,887","32,13","39,6204","32,11823","8,624001","32,13","39,5298","32,11823","8,754001"
"32,14","27,19243","32,12823","4,99","32,14","28,1016","32,1284","5,191","32,14","41,84723","32,1281","0,763","32,14","37,2084","32,12867","8,677","32,14","39,81352","32,1282","8,534","32,14","39,65378","32,12857","8,89","32,14","39,63391","32,12847","8,626","32,14","39,53854","32,12853","8,756001"
"32,15","27,19084","32,13847","4,992","32,15","28,10717","32,13857","5,192","32,15","41,84405","32,13837","0,763","32,15","37,22668","32,13863","8,68","32,15","39,831","32,13844","8,536","32,15","39,64901","32,1387","8,892","32,15","39,64742","32,13867","8,629001","32,15","39,56079","32,13867","8,759001"
"32,16","27,19959","32,1486","4,993","32,16","28,12704","32,1487","5,194","32,16","41,85279","32,14857","0,7640001","32,16","37,23145","32,14837","8,682","32,16","39,84849","32,14857","8,538","32,16","39,64663","32,14857","8,895","32,16","39,65378","32,14883","8,631001","32,16","39,58384","32,1487","8,762"
"32,17","27,21071","32,15877","4,995","32,17","28,14929","32,1587","5,195","32,17","41,8671","32,15873","0,7640001","32,17","37,22509","32,15807","8,684","32,17","39,85961","32,1587","8,541","32,17","39,65378","32,15833","8,898001","32,17","39,66014","32,1587","8,634001","32,17","39,59258","32,1586","8,764001"
"32,18","27,21786","32,16874","4,996","32,18","28,15882","32,16843","5,197","32,18","41,87425","32,16877","0,765","32,18","37,21873","32,1678","8,687","32,18","39,86518","32,16863","8,543","32,18","39,66491","32,16807","8,901","32,18","39,67365","32,16837","8,637","32,18","39,58623","32,1683","8,767"
"32,19","27,22502","32,1784","4,998","32,19","28,15803","32,17803","5,198","32,19","41,87186","32,1785","0,765","32,19","37,2227","32,17787","8,689","32,19","39,86915","32,17833","8,546","32,19","39,67126","32,178","8,903001","32,19","39,69193","32,17807","8,639","32,19","39,57431","32,17807","8,77"
"32,2","27,23853","32,18803","4,999","32,2","28,15008","32,1879","5,2","32,2","41,86869","32,18807","0,766","32,2","37,23383","32,18827","8,691","32,2","39,87551","32,18807","8,548","32,2","39,67444","32,1882","8,906","32,2","39,70305","32,188","8,642","32,2","39,57033","32,188","8,773001"
"32,21","27,24965","32,19793","5,001","32,21","28,1469","32,19803","5,201","32,21","41,87107","32,19787","0,766","32,21","37,24496","32,19853","8,694","32,21","39,88743","32,19797","8,551001","32,21","39,6808","32,19843","8,909","32,21","39,70544","32,19827","8,645","32,21","39,57907","32,19817","8,775001"
"32,22","27,2576","32,208","5,002","32,22","28,15326","32,2083","5,203","32,22","41,87981","32,20797","0,767","32,22","37,24893","32,20867","8,696","32,22","39,89776","32,20817","8,553","32,22","39,69669","32,20857","8,911","32,22","39,70941","32,20844","8,648001","32,22","39,59974","32,2085","8,778001"
"32,23","27,26475","32,2183","5,004","32,23","28,16677","32,2185","5,204","32,23","41,89094","32,21827","0,767","32,23","37,24734","32,2187","8,698","32,23","39,90253","32,2184","8,555","32,23","39,71656","32,21873","8,914001","32,23","39,72292","32,2185","8,650001","32,23","39,6204","32,21867","8,781"
"32,24","27,27429","32,22847","5,005","32,24","28,18108","32,22867","5,206","32,24","41,89889","32,2285","0,768","32,24","37,24973","32,2285","8,701","32,24","39,90889","32,2285","8,558001","32,24","39,72769","32,2287","8,917001","32,24","39,73882","32,22863","8,653001","32,24","39,62914","32,2288","8,783"
"32,25","27,27826","32,2386","5,007","32,25","28,19141","32,23863","5,207","32,25","41,90445","32,23863","0,768","32,25","37,25608","32,2382","8,703","32,25","39,92319","32,2387","8,56","32,25","39,72769","32,2384","8,919001","32,25","39,74755","32,23853","8,655001","32,25","39,63073","32,23877","8,786"
"32,26","27,2735","32,2486","5,008","32,26","28,19618","32,24843","5,209","32,26","41,90286","32,24863","0,7690001","32,26","37,26482","32,248","8,706","32,26","39,94465","32,24863","8,562","32,26","39,73166","32,24807","8,922001","32,26","39,74994","32,24827","8,658","32,26","39,6363","32,24854","8,789001"
"32,27","27,26952","32,2584","5,01","32,27","28,19618","32,25817","5,211","32,27","41,89412","32,2584","0,77","32,27","37,27357","32,258","8,708","32,27","39,95895","32,25837","8,565001","32,27","39,74358","32,2579","8,925","32,27","39,75471","32,258","8,661","32,27","39,65139","32,2582","8,792001"
"32,28","27,2735","32,26823","5,011","32,28","28,19379","32,26797","5,212","32,28","41,88697","32,26814","0,77","32,28","37,27834","32,26827","8,711","32,28","39,95895","32,26817","8,567","32,28","39,75948","32,268","8,928","32,28","39,76345","32,2679","8,664001","32,28","39,66491","32,26797","8,794001"
"32,29","27,28224","32,2781","5,013","32,29","28,18743","32,278","5,214","32,29","41,88855","32,27797","0,771","32,29","37,2831","32,27853","8,713","32,29","39,95259","32,27807","8,570001","32,29","39,7706","32,27823","8,93","32,29","39,76822","32,27807","8,666","32,29","39,66729","32,278","8,797001"
"32,3","27,29416","32,2881","5,014","32,3","28,18743","32,28823","5,215","32,3","41,90047","32,28797","0,772","32,3","37,28946","32,2886","8,715","32,3","39,95816","32,28817","8,572001","32,3","39,77219","32,28853","8,933001","32,3","39,77219","32,2883","8,669001","32,3","39,66252","32,28827","8,8"
"32,31","27,30926","32,2983","5,016","32,31","28,19935","32,2985","5,217","32,31","41,91796","32,29823","0,7730001","32,31","37,29502","32,2987","8,718","32,31","39,97723","32,29844","8,574","32,31","39,77537","32,2987","8,935","32,31","39,77537","32,2985","8,672001","32,31","39,66491","32,29853","8,802"
"32,32","27,3188","32,30853","5,017","32,32","28,22399","32,3086","5,218","32,32","41,92988","32,30837","0,774","32,32","37,30376","32,3086","8,72","32,32","39,9971","32,30863","8,576","32,32","39,7865","32,30873","8,938001","32,32","39,78173","32,30867","8,674001","32,32","39,67762","32,30873","8,805"
"32,33","27,32277","32,31867","5,019","32,33","28,24863","32,31867","5,219","32,33","41,93703","32,31843","0,774","32,33","37,31648","32,3183","8,722","32,33","40,00346","32,31877","8,579","32,33","39,80398","32,3185","8,941","32,33","39,78809","32,31867","8,677","32,33","39,68954","32,31873","8,808001"
"32,34","27,32515","32,32867","5,02","32,34","28,26214","32,32857","5,221","32,34","41,94736","32,32857","0,775","32,34","37,32761","32,328","8,725","32,34","39,99313","32,3288","8,581","32,34","39,8167","32,32817","8,943001","32,34","39,79524","32,32847","8,68","32,34","39,6959","32,32853","8,81"
"32,35","27,32992","32,3385","5,021","32,35","28,26452","32,33823","5,222","32,35","41,95849","32,3385","0,776","32,35","37,33714","32,3379","8,727","32,35","39,98518","32,3386","8,584001","32,35","39,82226","32,33793","8,946","32,35","39,80557","32,3381","8,682","32,35","39,6959","32,3382","8,813001"
"32,36","27,33628","32,34823","5,023","32,36","28,25975","32,34793","5,224","32,36","41,96326","32,3482","0,777","32,36","37,34589","32,34803","8,73","32,36","39,99074","32,34823","8,586","32,36","39,82226","32,34793","8,949","32,36","39,81352","32,3479","8,685","32,36","39,70226","32,348","8,816"
"32,37","27,33866","32,358","5,024","32,37","28,25101","32,3579","5,226","32,37","41,95849","32,35793","0,777","32,37","37,35304","32,3583","8,732","32,37","40,00584","32,35797","8,588","32,37","39,82703","32,3582","8,952001","32,37","39,81988","32,35803","8,688001","32,37","39,72054","32,35807","8,819"
"32,38","27,34105","32,368","5,025","32,38","28,24783","32,36807","5,227","32,38","41,95372","32,36794","0,7780001","32,38","37,35542","32,36847","8,734","32,38","40,01777","32,36797","8,591001","32,38","39,84054","32,36847","8,954","32,38","39,83021","32,36833","8,690001","32,38","39,7412","32,36833","8,822001"
"32,39","27,34741","32,37827","5,027","32,39","28,25419","32,3784","5,228","32,39","41,95611","32,37813","0,7780001","32,39","37,35542","32,37867","8,737","32,39","40,02412","32,37813","8,593","32,39","39,85961","32,37864","8,957001","32,39","39,8461","32,37857","8,693001","32,39","39,75391","32,37853","8,824"
"32,4","27,35456","32,38853","5,029","32,4","28,27009","32,38857","5,23","32,4","41,96803","32,3884","0,779","32,4","37,36098","32,38863","8,739","32,4","40,0281","32,3884","8,596001","32,4","39,87153","32,3888","8,96","32,4","39,86518","32,38867","8,695001","32,4","39,75868","32,3886","8,827001"
"32,41","27,35933","32,3987","5,03","32,41","28,28678","32,39874","5,231","32,41","41,98074","32,39857","0,78","32,41","37,37052","32,39837","8,742001","32,41","40,03684","32,3986","8,598001","32,41","39,87392","32,39863","8,962001","32,41","39,87789","32,39863","8,698","32,41","39,76107","32,39867","8,829"
"32,42","27,35853","32,4088","5,032","32,42","28,2979","32,4087","5,233","32,42","41,98631","32,40873","0,78","32,42","37,38403","32,40804","8,744","32,42","40,04876","32,40877","8,6","32,42","39,87312","32,40833","8,965","32,42","39,87868","32,4084","8,700001","32,42","39,77299","32,40854","8,832001"
"32,43","27,35297","32,41867","5,033","32,43","28,30029","32,41843","5,235","32,43","41,98631","32,41867","0,781","32,43","37,39357","32,41787","8,746","32,43","40,06227","32,41863","8,603001","32,43","39,87868","32,4181","8,968","32,43","39,87551","32,41817","8,703","32,43","39,79206","32,41827","8,835"
"32,44","27,35535","32,42837","5,034","32,44","28,30029","32,4281","5,236","32,44","41,9879","32,42833","0,7820001","32,44","37,39993","32,42793","8,749001","32,44","40,06942","32,4283","8,605","32,44","39,8914","32,42803","8,971001","32,44","39,8763","32,42793","8,706","32,44","39,80557","32,42803","8,838"
"32,45","27,36648","32,438","5,036","32,45","28,30267","32,43797","5,238","32,45","41,99743","32,438","0,7820001","32,45","37,40947","32,43827","8,751","32,45","40,06942","32,43807","8,607","32,45","39,90332","32,43823","8,973001","32,45","39,88902","32,43797","8,708","32,45","39,80557","32,43797","8,84"
