"1 _ 1",,,,"1 _ 1_N",,,,"1 _ 2_N",,,,"1 _ 3_N",,,,"1 _ 4_N",,,,"1 _ 5_N",,,,"1 _ 6_N",,,,"1 _ 7_N",,,
"Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм"
"30,98","26,50658","30,96827","4,821","30,98","27,39032","30,96843","5,015","30,98","41,30363","30,96833","0,6900001","30,98","36,31751","30,96863","8,399","30,98","38,91706","30,96843","8,255","30,98","38,69216","30,96867","8,577001","30,98","38,69454","30,9685","8,321","30,98","38,59441","30,9687","8,444"
"30,99","26,51533","30,9785","4,823","30,99","27,39112","30,97857","5,016","30,99","41,3084","30,97853","0,691","30,99","36,33102","30,9785","8,401","30,99","38,92899","30,9785","8,257","30,99","38,69772","30,97867","8,580001","30,99","38,70805","30,9787","8,324","30,99","38,60235","30,97887","8,446"
"31","26,51533","30,9887","4,824","31","27,38237","30,9886","5,018","31","41,31953","30,9887","0,692","31","36,3334","30,98823","8,403001","31","38,93455","30,98863","8,259001","31","38,70249","30,98837","8,582001","31","38,71918","30,98867","8,327001","31","38,60553","30,98887","8,449"
"31,01","26,50897","30,9987","4,826","31,01","27,37522","30,9984","5,019","31,01","41,33065","30,99873","0,692","31,01","36,32943","30,99803","8,406","31,01","38,93058","30,99863","8,261001","31,01","38,71362","30,9981","8,585","31,01","38,72871","30,99837","8,329","31,01","38,6095","30,99853","8,452001"
"31,02","26,5042","31,00847","4,827","31,02","27,37761","31,00813","5,02","31,02","41,34099","31,00847","0,693","31,02","36,32705","31,00803","8,408","31,02","38,92819","31,0084","8,264","31,02","38,7311","31,008","8,588","31,02","38,73507","31,0081","8,332001","31,02","38,62143","31,00813","8,454"
"31,03","26,50181","31,0182","4,829","31,03","27,39032","31,01797","5,022","31,03","41,34417","31,01817","0,694","31,03","36,32863","31,01827","8,411","31,03","38,93534","31,01817","8,267","31,03","38,74858","31,01803","8,591001","31,03","38,73507","31,01797","8,334001","31,03","38,63494","31,01793","8,457001"
"31,04","26,5042","31,028","4,83","31,04","27,40383","31,02793","5,023","31,04","41,3394","31,028","0,694","31,04","36,33181","31,02853","8,413","31,04","38,94885","31,02807","8,269","31,04","38,76209","31,02827","8,593","31,04","38,73269","31,0281","8,337001","31,04","38,63732","31,028","8,46"
"31,05","26,51691","31,03807","4,831","31,05","27,41496","31,03813","5,025","31,05","41,33065","31,03803","0,6950001","31,05","36,33578","31,0386","8,416","31,05","38,95998","31,03817","8,272","31,05","38,7756","31,03853","8,596001","31,05","38,73825","31,03837","8,34","31,05","38,63255","31,03827","8,463"
"31,06","26,53837","31,0484","4,833","31,06","27,42052","31,0484","5,027","31,06","41,33463","31,0483","0,6950001","31,06","36,33817","31,04873","8,418","31,06","38,96236","31,04843","8,274","31,06","38,78434","31,0487","8,598001","31,06","38,75573","31,0486","8,342","31,06","38,63891","31,04847","8,465"
"31,07","26,56221","31,0585","4,834","31,07","27,42052","31,05857","5,028","31,07","41,35291","31,05843","0,696","31,07","36,34055","31,05863","8,42","31,07","38,96634","31,05863","8,276","31,07","38,78673","31,05873","8,601001","31,07","38,77163","31,0588","8,345","31,07","38,66196","31,05863","8,468"
"31,08","26,57096","31,06853","4,836","31,08","27,4237","31,0687","5,03","31,08","41,37278","31,06847","0,696","31,08","36,34691","31,06833","8,423","31,08","38,98303","31,0688","8,279","31,08","38,78514","31,06853","8,604","31,08","38,78037","31,06877","8,348001","31,08","38,68818","31,0687","8,47"
"31,09","26,56857","31,0786","4,837","31,09","27,43165","31,07857","5,031","31,09","41,37914","31,07857","0,697","31,09","36,36042","31,07803","8,425","31,09","39,00528","31,0788","8,282001","31,09","38,78514","31,07823","8,606","31,09","38,78196","31,07853","8,351001","31,09","38,70408","31,07853","8,473001"
"31,1","26,5646","31,08847","4,839","31,1","27,44198","31,08823","5,033","31,1","41,37357","31,0885","0,697","31,1","36,38347","31,08797","8,428","31,1","39,01561","31,08857","8,284","31,1","38,78753","31,08793","8,609","31,1","38,78276","31,08813","8,354","31,1","38,70885","31,08827","8,476001"
"31,11","26,56619","31,09823","4,84","31,11","27,45152","31,098","5,034","31,11","41,37039","31,09823","0,698","31,11","36,40731","31,0981","8,43","31,11","39,01084","31,09827","8,286","31,11","38,79547","31,0979","8,612","31,11","38,7915","31,0979","8,356","31,11","38,70885","31,09803","8,478001"
"31,12","26,56857","31,10803","4,842","31,12","27,46026","31,10797","5,036","31,12","41,37675","31,108","0,6990001","31,12","36,42082","31,10833","8,432","31,12","39,00925","31,10803","8,289001","31,12","38,8066","31,10813","8,615001","31,12","38,80978","31,10793","8,359","31,12","38,70885","31,10803","8,481"
"31,13","26,57413","31,118","4,843","31,13","27,469","31,11813","5,038","31,13","41,3847","31,118","0,6990001","31,13","36,41923","31,1185","8,435","31,13","39,02038","31,118","8,291","31,13","38,82011","31,1184","8,617001","31,13","38,82964","31,1182","8,361","31,13","38,71918","31,1183","8,484"
"31,14","26,58685","31,1282","4,845","31,14","27,47615","31,12843","5,039","31,14","41,39106","31,12807","0,7","31,14","36,41049","31,12873","8,437","31,14","39,04025","31,1282","8,293","31,14","38,83441","31,1286","8,620001","31,14","38,84156","31,12853","8,364","31,14","38,73587","31,1285","8,487"
"31,15","26,60036","31,13847","4,846","31,15","27,48251","31,1386","5,041","31,15","41,39264","31,1383","0,7","31,15","36,40572","31,13867","8,439","31,15","39,05455","31,13843","8,296","31,15","38,84554","31,13877","8,622001","31,15","38,84315","31,1387","8,367001","31,15","38,75573","31,1386","8,489"
"31,16","26,61467","31,1486","4,848","31,16","27,48489","31,14873","5,042","31,16","41,39344","31,14857","0,701","31,16","36,40572","31,14837","8,442","31,16","39,06568","31,14857","8,298","31,16","38,85269","31,14867","8,625","31,16","38,84077","31,14873","8,370001","31,16","38,76845","31,14877","8,492001"
"31,17","26,63136","31,15867","4,849","31,17","27,48648","31,15867","5,043","31,17","41,3998","31,15877","0,702","31,17","36,41446","31,15807","8,444","31,17","39,07601","31,15867","8,301001","31,17","38,85905","31,1584","8,628","31,17","38,84077","31,1585","8,372001","31,17","38,77084","31,15867","8,495001"
"31,18","26,64566","31,1686","4,851","31,18","27,49443","31,16833","5,045","31,18","41,40695","31,16873","0,703","31,18","36,42797","31,16783","8,447001","31,18","39,08316","31,16857","8,303","31,18","38,8662","31,16813","8,631001","31,18","38,84713","31,1682","8,375","31,18","38,77163","31,16837","8,498"
"31,19","26,65043","31,17827","4,852","31,19","27,5143","31,17797","5,046","31,19","41,41172","31,17843","0,703","31,19","36,44546","31,1779","8,449","31,19","39,08952","31,1783","8,306001","31,19","38,87653","31,17803","8,634001","31,19","38,85667","31,178","8,377001","31,19","38,78037","31,17807","8,5"
"31,2","26,64328","31,18797","4,854","31,2","27,53417","31,18783","5,048","31,2","41,41331","31,18803","0,703","31,2","36,45738","31,1882","8,451","31,2","39,08714","31,18807","8,308001","31,2","38,88528","31,18813","8,636001","31,2","38,86382","31,188","8,38","31,2","38,79309","31,18797","8,503"
"31,21","26,63453","31,1979","4,855","31,21","27,54529","31,1979","5,05","31,21","41,42046","31,19783","0,7040001","31,21","36,46374","31,19843","8,454","31,21","39,08157","31,198","8,31","31,21","38,89243","31,19837","8,639","31,21","38,87177","31,1982","8,383","31,21","38,80024","31,19817","8,506001"
"31,22","26,63136","31,2081","4,857","31,22","27,54768","31,20817","5,051","31,22","41,43317","31,20793","0,705","31,22","36,46771","31,20867","8,456","31,22","39,08555","31,20817","8,313001","31,22","38,90117","31,2085","8,642","31,22","38,88528","31,20843","8,385","31,22","38,80342","31,20847","8,508"
"31,23","26,63851","31,21843","4,858","31,23","27,54847","31,2184","5,053","31,23","41,44033","31,21827","0,705","31,23","36,47725","31,2187","8,459001","31,23","39,1078","31,2184","8,316","31,23","38,9123","31,21867","8,644","31,23","38,90594","31,21857","8,388","31,23","38,80501","31,21867","8,511001"
"31,24","26,65599","31,22857","4,859","31,24","27,54847","31,22857","5,054","31,24","41,43794","31,22847","0,706","31,24","36,49076","31,22853","8,461","31,24","39,13243","31,22857","8,318001","31,24","38,92342","31,2287","8,647","31,24","38,91786","31,22867","8,39","31,24","38,80739","31,22883","8,514"
"31,25","26,67189","31,23867","4,861","31,25","27,54609","31,23863","5,056","31,25","41,43397","31,2386","0,707","31,25","36,50188","31,23823","8,464001","31,25","39,14674","31,23877","8,320001","31,25","38,93058","31,2384","8,650001","31,25","38,91706","31,23857","8,393001","31,25","38,81693","31,23873","8,516001"
"31,26","26,68142","31,24867","4,862","31,26","27,54529","31,24847","5,057","31,26","41,43636","31,2486","0,707","31,26","36,50586","31,24797","8,466001","31,26","39,14833","31,2487","8,323","31,26","38,93693","31,2481","8,652","31,26","38,91468","31,24827","8,395","31,26","38,83362","31,24837","8,519"
"31,27","26,68619","31,25843","4,864","31,27","27,55165","31,2582","5,059","31,27","41,44033","31,25837","0,708","31,27","36,50586","31,25797","8,468","31,27","39,14595","31,25843","8,325001","31,27","38,94885","31,25793","8,655001","31,27","38,92183","31,258","8,398001","31,27","38,84475","31,25797","8,522"
"31,28","26,68778","31,26817","4,865","31,28","27,56357","31,26803","5,06","31,28","41,43874","31,26813","0,708","31,28","36,50904","31,26817","8,471001","31,28","39,14674","31,2681","8,327001","31,28","38,96236","31,26807","8,658","31,28","38,93455","31,268","8,401","31,28","38,84713","31,2678","8,525001"
"31,29","26,68381","31,2781","4,867","31,29","27,57231","31,27803","5,062","31,29","41,43317","31,27797","0,7090001","31,29","36,51778","31,2784","8,473001","31,29","39,15946","31,27803","8,33","31,29","38,97349","31,27833","8,660001","31,29","38,94408","31,27813","8,404","31,29","38,84475","31,27793","8,527"
"31,3","26,67745","31,28817","4,868","31,3","27,57867","31,28823","5,063","31,3","41,43397","31,28797","0,71","31,3","36,5289","31,28853","8,476001","31,3","39,17535","31,2881","8,333","31,3","38,97985","31,28857","8,663","31,3","38,95124","31,2884","8,406","31,3","38,85428","31,28823","8,530001"
"31,31","26,67268","31,29843","4,87","31,31","27,58582","31,29847","5,065","31,31","41,44986","31,29817","0,71","31,31","36,54003","31,29867","8,478001","31,31","39,18648","31,29833","8,335","31,31","38,98462","31,2987","8,666","31,31","38,95521","31,29863","8,409","31,31","38,87494","31,29843","8,533"
"31,32","26,67189","31,3086","4,871","31,32","27,59218","31,30857","5,066","31,32","41,46973","31,30837","0,711","31,32","36,54877","31,30857","8,48","31,32","39,19284","31,30853","8,338","31,32","38,98462","31,3087","8,668","31,32","38,95839","31,3088","8,412001","31,32","38,89322","31,30863","8,535001"
"31,33","26,68142","31,3187","4,872","31,33","27,59457","31,3187","5,068","31,33","41,48086","31,31853","0,711","31,33","36,55513","31,31823","8,482","31,33","39,20078","31,3187","8,34","31,33","38,98223","31,31847","8,671","31,33","38,96634","31,3188","8,414001","31,33","38,8964","31,31867","8,538"
"31,34","26,70129","31,32873","4,874","31,34","27,59218","31,32863","5,069","31,34","41,48722","31,32863","0,712","31,34","36,55831","31,32793","8,485001","31,34","39,21191","31,32873","8,342","31,34","38,98462","31,32813","8,674001","31,34","38,97588","31,32853","8,417001","31,34","38,89084","31,3285","8,541"
"31,35","26,72354","31,3386","4,875","31,35","27,59059","31,33833","5,071","31,35","41,49834","31,3385","0,712","31,35","36,56228","31,33783","8,487","31,35","39,21986","31,3385","8,344001","31,35","38,99415","31,33793","8,677","31,35","38,987","31,33813","8,42","31,35","38,8964","31,33823","8,543"
"31,36","26,73785","31,34823","4,877","31,36","27,59775","31,34807","5,072","31,36","41,51185","31,3482","0,7130001","31,36","36,56944","31,348","8,490001","31,36","39,22224","31,34817","8,347","31,36","39,00687","31,34797","8,679001","31,36","38,99813","31,3479","8,422","31,36","38,91547","31,34803","8,546"
"31,37","26,74659","31,3579","4,878","31,37","27,61046","31,358","5,074","31,37","41,51662","31,35793","0,714","31,37","36,57897","31,35827","8,492001","31,37","39,21827","31,3579","8,35","31,37","39,01641","31,3582","8,682","31,37","39,01084","31,3579","8,425","31,37","38,93693","31,35803","8,549001"
"31,38","26,75056","31,3679","4,88","31,38","27,62238","31,36817","5,075","31,38","41,50947","31,36793","0,714","31,38","36,59328","31,36847","8,495001","31,38","39,21747","31,36793","8,352","31,38","39,02753","31,36843","8,685","31,38","39,02515","31,36817","8,428","31,38","38,9425","31,36837","8,551001"
"31,39","26,75295","31,3781","4,881","31,39","27,6351","31,3784","5,077","31,39","41,49914","31,37817","0,715","31,39","36,60361","31,3787","8,497001","31,39","39,22701","31,37817","8,354","31,39","39,04025","31,3786","8,687","31,39","39,04025","31,37843","8,43","31,39","38,93693","31,37853","8,554001"
"31,4","26,75772","31,3884","4,883","31,4","27,64622","31,3886","5,079","31,4","41,49914","31,38847","0,716","31,4","36,61473","31,38867","8,499001","31,4","39,24529","31,38843","8,356","31,4","39,04899","31,38873","8,690001","31,4","39,0474","31,38863","8,433001","31,4","38,93773","31,38867","8,557"
"31,41","26,76646","31,39857","4,884","31,41","27,64861","31,39877","5,08","31,41","41,51027","31,3986","0,717","31,41","36,62348","31,39837","8,502001","31,41","39,26357","31,39857","8,359","31,41","39,05614","31,3986","8,693001","31,41","39,0474","31,39873","8,435","31,41","38,94885","31,39877","8,559"
"31,42","26,77361","31,40873","4,885","31,42","27,64861","31,40867","5,081","31,42","41,5206","31,40877","0,717","31,42","36,63142","31,40803","8,504001","31,42","39,27231","31,40867","8,361","31,42","39,06568","31,4083","8,695001","31,42","39,04581","31,40853","8,438001","31,42","38,95998","31,4086","8,562"
"31,43","26,77997","31,41863","4,887","31,43","27,65497","31,41833","5,083","31,43","41,51821","31,4187","0,7180001","31,43","36,63461","31,4179","8,507","31,43","39,27708","31,4185","8,364","31,43","39,07601","31,41803","8,698","31,43","39,05455","31,41827","8,440001","31,43","38,95998","31,4183","8,565001"
"31,44","26,78712","31,42833","4,888","31,44","27,66927","31,428","5,084","31,44","41,50947","31,42837","0,719","31,44","36,64096","31,42793","8,509001","31,44","39,28582","31,42827","8,367001","31,44","39,08316","31,428","8,701","31,44","39,06727","31,428","8,443001","31,44","38,9576","31,42803","8,567"
"31,45","26,79586","31,43803","4,89","31,45","27,68675","31,43783","5,086","31,45","41,51027","31,43803","0,72","31,45","36,64732","31,4382","8,512","31,45","39,29615","31,43803","8,369","31,45","39,08793","31,43817","8,704","31,45","39,07681","31,43797","8,446","31,45","38,96395","31,43803","8,570001"
"31,46","26,80222","31,4479","4,891","31,46","27,70027","31,44797","5,088","31,46","41,52377","31,4479","0,72","31,46","36,6497","31,44847","8,514","31,46","39,3033","31,44803","8,371","31,46","39,09509","31,44837","8,707001","31,46","39,08793","31,44823","8,449","31,46","38,97826","31,4482","8,573"
"31,47","26,80461","31,45803","4,893","31,47","27,70662","31,45823","5,089","31,47","41,53649","31,458","0,721","31,47","36,65209","31,45867","8,516001","31,47","39,30569","31,45827","8,374001","31,47","39,10303","31,45847","8,709001","31,47","39,10382","31,45847","8,451","31,47","38,99972","31,45843","8,576"
"31,48","26,8054","31,46833","4,894","31,48","27,70662","31,46843","5,091","31,48","41,54523","31,46827","0,721","31,48","36,66083","31,4687","8,519","31,48","39,30569","31,46853","8,376","31,48","39,1078","31,46863","8,712001","31,48","39,12131","31,46853","8,454","31,48","39,01799","31,46857","8,579"
"31,49","26,80699","31,47853","4,896","31,49","27,70424","31,4786","5,092","31,49","41,55636","31,47843","0,7220001","31,49","36,67434","31,4785","8,521001","31,49","39,30966","31,4786","8,378","31,49","39,11257","31,4786","8,714001","31,49","39,13243","31,4787","8,456","31,49","39,02991","31,47873","8,581"
"31,5","26,80699","31,48867","4,897","31,5","27,70265","31,48867","5,093","31,5","41,56669","31,48857","0,723","31,5","36,68547","31,4882","8,524","31,5","39,32158","31,48873","8,381001","31,5","39,1221","31,4884","8,717","31,5","39,14356","31,48867","8,459001","31,5","39,03468","31,4887","8,584001"
"31,51","26,81096","31,49867","4,898","31,51","27,70742","31,49853","5,095","31,51","41,56351","31,4986","0,723","31,51","36,69103","31,49797","8,526","31,51","39,33907","31,49867","8,383","31,51","39,13482","31,49817","8,72","31,51","39,15231","31,49833","8,461","31,51","39,04025","31,4984","8,587001"
"31,52","26,81891","31,5085","4,9","31,52","27,71854","31,50823","5,096","31,52","41,5508","31,50847","0,724","31,52","36,69977","31,50797","8,528001","31,52","39,35019","31,50837","8,386001","31,52","39,14436","31,50807","8,723001","31,52","39,14912","31,50803","8,464001","31,52","39,04899","31,5081","8,589001"
"31,53","26,83401","31,51823","4,901","31,53","27,72967","31,51803","5,098","31,53","41,55","31,51827","0,725","31,53","36,7109","31,51817","8,531","31,53","39,35099","31,51807","8,388","31,53","39,14833","31,5181","8,725","31,53","39,13959","31,51797","8,467","31,53","39,06329","31,51793","8,592"
"31,54","26,85229","31,5281","4,903","31,54","27,73126","31,52807","5,1","31,54","41,5643","31,52807","0,725","31,54","36,71567","31,5284","8,533","31,54","39,35258","31,52797","8,391001","31,54","39,1531","31,52827","8,728001","31,54","39,1372","31,5281","8,469001","31,54","39,07601","31,528","8,595"
"31,55","26,86739","31,53813","4,904","31,55","27,7257","31,53827","5,101","31,55","41,58179","31,53807","0,726","31,55","36,71725","31,53857","8,536","31,55","39,3637","31,53807","8,393001","31,55","39,16581","31,53853","8,731","31,55","39,14912","31,5384","8,472","31,55","39,08316","31,5383","8,597"
"31,56","26,87613","31,54837","4,906","31,56","27,72252","31,54847","5,103","31,56","41,5953","31,5483","0,7270001","31,56","36,71964","31,5487","8,538","31,56","39,3796","31,5483","8,395","31,56","39,17933","31,5488","8,734","31,56","39,16899","31,54863","8,474","31,56","39,08555","31,54853","8,6"
"31,57","26,87613","31,5585","4,907","31,57","27,72331","31,5586","5,104","31,57","41,60007","31,5584","0,7270001","31,57","36,72202","31,55857","8,54","31,57","39,38834","31,55857","8,398001","31,57","39,18727","31,55883","8,736","31,57","39,18409","31,55883","8,477","31,57","39,08714","31,55877","8,603001"
"31,58","26,87216","31,5686","4,909","31,58","27,7257","31,56867","5,106","31,58","41,60166","31,56847","0,728","31,58","36,72441","31,5683","8,542001","31,58","39,39152","31,56873","8,400001","31,58","39,19284","31,5686","8,739","31,58","39,18727","31,56877","8,48","31,58","39,08714","31,56883","8,605"
"31,59","26,86819","31,57863","4,91","31,59","27,73364","31,57853","5,107","31,59","41,60643","31,57863","0,728","31,59","36,72838","31,57803","8,545","31,59","39,39788","31,57877","8,403001","31,59","39,1984","31,57823","8,742001","31,59","39,1825","31,57843","8,482","31,59","39,08793","31,57853","8,608001"
"31,6","26,86977","31,58847","4,912","31,6","27,74795","31,58823","5,109","31,6","41,61279","31,5886","0,729","31,6","36,73713","31,5879","8,547","31,6","39,40503","31,58857","8,405001","31,6","39,20396","31,58793","8,744","31,6","39,18409","31,58803","8,485001","31,6","39,09667","31,58823","8,611"
"31,61","26,87375","31,59813","4,913","31,61","27,76941","31,59803","5,11","31,61","41,61358","31,5983","0,729","31,61","36,75063","31,59803","8,55","31,61","39,41298","31,59823","8,407001","31,61","39,2135","31,5979","8,747001","31,61","39,1984","31,59777","8,488001","31,61","39,1078","31,59807","8,614"
"31,62","26,87931","31,6079","4,914","31,62","27,79007","31,60797","5,112","31,62","41,6104","31,60803","0,73","31,62","36,76494","31,60833","8,552","31,62","39,41854","31,60793","8,410001","31,62","39,22939","31,60817","8,75","31,62","39,21986","31,60787","8,490001","31,62","39,11734","31,60813","8,616"
"31,63","26,88726","31,61793","4,915","31,63","27,80199","31,61813","5,113","31,63","41,6104","31,61797","0,731","31,63","36,77368","31,61853","8,555","31,63","39,42728","31,61793","8,412001","31,63","39,24688","31,61847","8,752001","31,63","39,22939","31,61823","8,493","31,63","39,12767","31,6184","8,619"
"31,64","26,8952","31,62817","4,917","31,64","27,80199","31,62833","5,115","31,64","41,61755","31,62813","0,7320001","31,64","36,77766","31,6287","8,557","31,64","39,43284","31,62813","8,415","31,64","39,25641","31,6286","8,755","31,64","39,23098","31,62853","8,495001","31,64","39,13959","31,62857","8,622001"
"31,65","26,90792","31,63847","4,919","31,65","27,79961","31,63847","5,117","31,65","41,62152","31,6384","0,7320001","31,65","36,78481","31,6387","8,56","31,65","39,43761","31,63843","8,417001","31,65","39,26118","31,63873","8,758","31,65","39,23814","31,63867","8,498","31,65","39,14436","31,6386","8,625"
"31,66","26,91984","31,6486","4,92","31,66","27,80199","31,64863","5,118","31,66","41,61994","31,64857","0,733","31,66","36,79832","31,6485","8,562","31,66","39,44715","31,64867","8,419001","31,66","39,26516","31,64857","8,76","31,66","39,258","31,6487","8,5","31,66","39,14595","31,64867","8,627001"
"31,67","26,91984","31,6587","4,922","31,67","27,80835","31,65863","5,119","31,67","41,61994","31,65877","0,734","31,67","36,81104","31,65817","8,564","31,67","39,45987","31,65877","8,422","31,67","39,27469","31,65827","8,763","31,67","39,27628","31,65853","8,503","31,67","39,15231","31,65857","8,63"
"31,68","26,91428","31,6687","4,923","31,68","27,81948","31,66837","5,121","31,68","41,63265","31,66863","0,735","31,68","36,81819","31,66787","8,566","31,68","39,46463","31,6687","8,424001","31,68","39,28582","31,66803","8,766001","31,68","39,28105","31,66823","8,506001","31,68","39,1682","31,66827","8,632"
"31,69","26,91746","31,67837","4,924","31,69","27,83298","31,678","5,122","31,69","41,65332","31,67833","0,735","31,69","36,82057","31,67793","8,569","31,69","39,46543","31,6784","8,427","31,69","39,29377","31,67797","8,769","31,69","39,27628","31,678","8,508","31,69","39,18727","31,67797","8,635"
"31,7","26,93097","31,68803","4,926","31,7","27,84252","31,68783","5,124","31,7","41,66682","31,68797","0,7360001","31,7","36,82693","31,68823","8,572001","31,7","39,4694","31,68813","8,429001","31,7","39,29853","31,68813","8,771001","31,7","39,27628","31,688","8,511001","31,7","39,20078","31,6879","8,638"
"31,71","26,94368","31,69793","4,928","31,71","27,85047","31,69793","5,126","31,71","41,66444","31,69783","0,7360001","31,71","36,83805","31,6985","8,574","31,71","39,48132","31,69807","8,432","31,71","39,30569","31,69837","8,774","31,71","39,28741","31,69823","8,514","31,71","39,20476","31,69807","8,64"
"31,72","26,9556","31,70803","4,929","31,72","27,85603","31,70827","5,127","31,72","41,6557","31,70793","0,737","31,72","36,85395","31,70863","8,576","31,72","39,49642","31,7082","8,434","31,72","39,32079","31,7085","8,776","31,72","39,30807","31,7085","8,516001","31,72","39,20396","31,70837","8,643001"
"31,73","26,97309","31,71833","4,93","31,73","27,8616","31,71847","5,129","31,73","41,65808","31,71827","0,738","31,73","36,86507","31,71867","8,578","31,73","39,50755","31,71843","8,437","31,73","39,33907","31,7187","8,779","31,73","39,32874","31,7186","8,519","31,73","39,20714","31,71863","8,646001"
"31,74","26,99137","31,72857","4,932","31,74","27,86636","31,72863","5,13","31,74","41,67159","31,7285","0,739","31,74","36,87223","31,7285","8,581","31,74","39,5139","31,7285","8,439","31,74","39,35258","31,72863","8,782001","31,74","39,33747","31,7287","8,522","31,74","39,21747","31,72887","8,649"
"31,75","26,99852","31,7387","4,933","31,75","27,87034","31,73873","5,132","31,75","41,6851","31,73867","0,739","31,75","36,87859","31,73823","8,583","31,75","39,51709","31,7387","8,441","31,75","39,35496","31,73837","8,784","31,75","39,3343","31,73863","8,524","31,75","39,22939","31,73883","8,651"
"31,76","26,99375","31,7487","4,935","31,76","27,87987","31,74853","5,133","31,76","41,68749","31,74863","0,739","31,76","36,88733","31,748","8,586","31,76","39,52503","31,7487","8,444","31,76","39,3486","31,7481","8,787001","31,76","39,33032","31,74833","8,527","31,76","39,23814","31,74853","8,654"
"31,77","26,98183","31,75843","4,936","31,77","27,89179","31,75827","5,135","31,77","41,6867","31,75843","0,74","31,77","36,89051","31,75797","8,588","31,77","39,53616","31,75843","8,446","31,77","39,34383","31,758","8,79","31,77","39,33747","31,75807","8,529","31,77","39,24529","31,7581","8,656"
"31,78","26,97309","31,76817","4,938","31,78","27,89815","31,76807","5,136","31,78","41,68987","31,76817","0,7410001","31,78","36,88812","31,7682","8,591001","31,78","39,54411","31,76813","8,449","31,78","39,35019","31,7681","8,793","31,78","39,35496","31,7679","8,532001","31,78","39,25244","31,76783","8,659"
"31,79","26,97388","31,77803","4,939","31,79","27,89815","31,7781","5,138","31,79","41,69385","31,77803","0,742","31,79","36,88733","31,77843","8,593","31,79","39,54808","31,77797","8,451","31,79","39,36847","31,7784","8,795","31,79","39,36688","31,77807","8,535001","31,79","39,26357","31,77793","8,662001"
"31,8","26,97945","31,78807","4,941","31,8","27,89815","31,78837","5,139","31,8","41,68987","31,78807","0,742","31,8","36,89687","31,78853","8,595","31,8","39,55205","31,788","8,453","31,8","39,3796","31,7886","8,798","31,8","39,37324","31,7884","8,537001","31,8","39,2739","31,7883","8,665"
"31,81","26,98421","31,79827","4,942","31,81","27,90451","31,79857","5,141","31,81","41,6851","31,79827","0,743","31,81","36,91514","31,79863","8,598001","31,81","39,56318","31,79833","8,456","31,81","39,37801","31,79877","8,801001","31,81","39,38437","31,79857","8,54","31,81","39,28025","31,79857","8,667001"
"31,82","26,99614","31,80843","4,944","31,82","27,91405","31,80857","5,142","31,82","41,69385","31,80843","0,743","31,82","36,93501","31,8085","8,6","31,82","39,57748","31,8086","8,458","31,82","39,37483","31,80877","8,804001","31,82","39,39946","31,80863","8,542001","31,82","39,28502","31,8087","8,67"
"31,83","27,01203","31,8185","4,945","31,83","27,92676","31,81863","5,144","31,83","41,71371","31,81853","0,744","31,83","36,94852","31,81823","8,602","31,83","39,59338","31,81877","8,461","31,83","39,38198","31,8186","8,806001","31,83","39,41138","31,81863","8,545","31,83","39,29059","31,8188","8,672001"
"31,84","27,02316","31,8286","4,947","31,84","27,93789","31,8285","5,145","31,84","41,73438","31,82863","0,7450001","31,84","36,95726","31,82803","8,605","31,84","39,60133","31,82877","8,463","31,84","39,39946","31,82827","8,809","31,84","39,41377","31,8284","8,548","31,84","39,29933","31,8286","8,675"
"31,85","27,03349","31,83853","4,948","31,85","27,94266","31,8382","5,147","31,85","41,74789","31,8385","0,7460001","31,85","36,96601","31,83797","8,608001","31,85","39,60212","31,8385","8,465","31,85","39,41774","31,83797","8,812","31,85","39,41298","31,8381","8,55","31,85","39,30966","31,83827","8,678"
"31,86","27,04302","31,84827","4,949","31,86","27,94743","31,84797","5,148","31,86","41,75266","31,8482","0,7460001","31,86","36,97554","31,8481","8,610001","31,86","39,60689","31,84813","8,468","31,86","39,4241","31,84797","8,815001","31,86","39,41536","31,84793","8,553","31,86","39,31443","31,84807","8,681001"
"31,87","27,05018","31,85807","4,951","31,87","27,95458","31,85793","5,15","31,87","41,75742","31,85797","0,747","31,87","36,98667","31,85837","8,613001","31,87","39,61722","31,85793","8,47","31,87","39,42251","31,85817","8,817","31,87","39,42251","31,85797","8,555","31,87","39,31681","31,85803","8,683001"
"31,88","27,05177","31,868","4,952","31,88","27,9657","31,86807","5,151","31,88","41,75742","31,86797","0,747","31,88","36,9978","31,86857","8,615001","31,88","39,62914","31,86793","8,472","31,88","39,42728","31,8684","8,820001","31,88","39,43364","31,86827","8,558001","31,88","39,3192","31,86827","8,686001"
"31,89","27,05018","31,87823","4,954","31,89","27,97206","31,87833","5,153","31,89","41,75266","31,8781","0,748","31,89","37,00256","31,8787","8,617001","31,89","39,64265","31,8782","8,475","31,89","39,43999","31,87857","8,822001","31,89","39,44476","31,8785","8,561001","31,89","39,32874","31,87843","8,689"
