"1 _ 1",,,
"Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм"
"26,18","67,29364","433,5286","140,1507"
"26,19","67,35007","433,6951","140,3173"
"26,2","67,39458","433,8619","140,3567"
"26,21","67,41682","434,0286","140,3567"
"26,22","67,42636","434,1951","140,4673"
"26,23","67,42636","434,3619","140,4915"
"26,24","67,42715","434,5286","140,4915"
"26,25","67,44067","434,6951","140,4915"
"26,26","67,47087","434,8616","140,6415"
"26,27","67,50504","435,0286","140,681"
"26,28","67,53842","435,1951","140,6898"
"26,29","67,56624","435,3618","140,8793"
"26,3","67,59325","435,5285","140,9111"
"26,31","67,62902","435,6951","140,9111"
"26,32","67,67591","435,8617","140,9187"
"26,33","67,72279","436,0285","141,0459"
"26,34","67,75618","436,1951","141,0701"
"26,35","67,77048","436,3618","141,1807"
"26,36","67,7681","436,5285","141,2048"
"26,37","67,75856","436,6951","141,1883"
"26,38","67,75379","436,8619","141,2048"
"26,39","67,7673","437,0285","141,3307"
"26,4","67,81499","437,1949","141,3625"
"26,41","67,88412","437,3617","141,3625"
"26,42","67,94532","437,5285","141,3625"
"26,43","67,9946","437,6951","141,5049"
"26,44","68,03751","437,8618","141,5291"
"26,45","68,07248","438,0286","141,5291"
"26,46","68,09632","438,1951","141,5367"
"26,47","68,11858","438,3617","141,6791"
"26,48","68,14241","438,5286","141,688"
"26,49","68,17897","438,6952","141,7033"
"26,5","68,22745","438,8618","141,8851"
"26,51","68,27036","439,0285","141,9258"
"26,52","68,2958","439,1951","142,0759"
"26,53","68,2958","439,3618","142,1077"
"26,54","68,2799","439,5284","142,1077"
"26,55","68,26242","439,695","142,1077"
"26,56","68,24891","439,8618","142,2348"
"26,57","68,25288","440,0286","142,2501"
"26,58","68,28149","440,1952","142,2577"
"26,59","68,32441","440,3619","142,2577"
"26,6","68,38083","440,5285","142,2666"
"26,61","68,45077","440,6949","142,3848"
"26,62","68,52071","440,8618","142,409"
"26,63","68,56521","441,0287","142,4166"
"26,64","68,5811","441,1951","142,6061"
"26,65","68,58667","441,3617","142,6303"
"26,66","68,59859","441,5285","142,6379"
"26,67","68,61845","441,6951","142,7574"
"26,68","68,6415","441,8617","142,7892"
"26,69","68,67329","442,0285","142,7892"
"26,7","68,72256","442,1951","142,7892"
"26,71","68,78455","442,3618","142,9075"
"26,72","68,84177","442,5285","142,9393"
"26,73","68,87754","442,6952","143,0346"
"26,74","68,88548","442,8619","143,0588"
"26,75","68,87674","443,0285","143,0499"
"26,76","68,87436","443,195","143,0588"
"26,77","68,88628","443,3619","143,0588"
"26,78","68,91727","443,5286","143,0664"
"26,79","68,97529","443,6951","143,2012"
"26,8","69,03886","443,8618","143,3996"
"26,81","69,07861","444,0286","143,4224"
"26,82","69,09291","444,195","143,5649"
"26,83","69,09291","444,3618","143,5966"
"26,84","69,0945","444,5286","143,6055"
"26,85","69,11119","444,6951","143,5966"
"26,86","69,14457","444,8618","143,5966"
"26,87","69,1843","445,0286","143,748"
"26,88","69,22245","445,1952","143,7709"
"26,89","69,24788","445,3617","143,7874"
"26,9","69,27013","445,5284","143,8828"
"26,91","69,29954","445,6951","143,9056"
"26,92","69,33054","445,8618","144,0798"
"26,93","69,36153","446,0286","144,1116"
"26,94","69,39411","446,1951","144,1116"
"26,95","69,42908","446,3619","144,1116"
"26,96","69,46484","446,5284","144,104"
"26,97","69,49902","446,695","144,1116"
"26,98","69,52604","446,8618","144,2706"
"26,99","69,55067","447,0285","144,4448"
"27","69,57928","447,195","144,4613"
"27,01","69,60631","447,3618","144,4613"
"27,02","69,62935","447,5286","144,4613"
"27,03","69,65002","447,6951","144,4689"
"27,04","69,67465","447,8618","144,4613"
"27,05","69,70962","448,0286","144,4689"
"27,06","69,75651","448,1951","144,6508"
"27,07","69,80419","448,3618","144,6978"
"27,08","69,84711","448,5286","144,8568"
"27,09","69,894","448,6952","144,8886"
"27,1","69,93691","448,8617","144,9916"
"27,11","69,9679","449,0284","145,0068"
"27,12","69,9838","449,1951","145,0157"
"27,13","69,98618","449,3618","145,0068"
"27,14","69,98857","449,5285","145,0233"
"27,15","69,99572","449,695","145,0157"
"27,16","70,00923","449,8618","145,1658"
"27,17","70,03069","450,0286","145,1976"
"27,18","70,05771","450,195","145,2052"
"27,19","70,0895","450,3618","145,3794"
"27,2","70,1348","450,5285","145,4277"
"27,21","70,18645","450,6951","145,4353"
"27,22","70,2262","450,8618","145,5943"
"27,23","70,24606","451,0287","145,6248"
"27,24","70,24447","451,1951","145,7367"
"27,25","70,24288","451,3616","145,7443"
"27,26","70,25957","451,5285","145,7443"
"27,27","70,28738","451,6951","145,752"
"27,28","70,32951","451,8618","145,9503"
"27,29","70,39706","452,0286","145,9745"
"27,3","70,48051","452,1952","145,9745"
"27,31","70,56395","452,3618","145,9745"
"27,32","70,62833","452,5284","146,1245"
"27,33","70,66011","452,6951","146,1639"
"27,34","70,65932","452,8619","146,1639"
"27,35","70,64342","453,0285","146,3153"
"27,36","70,63548","453,1951","146,347"
"27,37","70,64422","453,3619","146,347"
"27,38","70,66727","453,5287","146,4729"
"27,39","70,70303","453,6951","146,4971"
"27,4","70,74356","453,8618","146,6471"
"27,41","70,77933","454,0286","146,6713"
"27,42","70,8119","454,1951","146,6789"
"27,43","70,83734","454,3618","146,6789"
"27,44","70,85959","454,5286","146,6866"
"27,45","70,88661","454,6951","146,8379"
"27,46","70,91364","454,8617","146,8849"
"27,47","70,94065","455,0286","146,8849"
"27,48","70,96767","455,1951","146,9879"
"27,49","70,98516","455,3617","147,0121"
"27,5","70,99947","455,5284","147,1786"
"27,51","71,02092","455,6951","147,2015"
"27,52","71,04794","455,8618","147,2015"
"27,53","71,09086","456,0285","147,2015"
"27,54","71,14729","456,1951","147,2015"
"27,55","71,2037","456,3618","147,2015"
"27,56","71,25219","456,5285","147,2969"
"27,57","71,28477","456,695","147,4876"
"27,58","71,29907","456,8618","147,5105"
"27,59","71,30702","457,0286","147,5105"
"27,6","71,32689","457,1949","147,5105"
"27,61","71,36504","457,3617","147,5194"
"27,62","71,42385","457,5286","147,6618"
"27,63","71,49776","457,6952","147,686"
"27,64","71,56531","457,8618","147,686"
"27,65","71,60982","458,0286","147,7966"
"27,66","71,62015","458,1951","147,8284"
"27,67","71,60345","458,3618","147,9861"
"27,68","71,59233","458,5286","148,0103"
"27,69","71,60266","458,6952","147,9861"
"27,7","71,63843","458,8618","148,0026"
"27,71","71,69724","459,0285","148,0179"
"27,72","71,76399","459,1951","148,145"
"27,73","71,82121","459,3619","148,3587"
"27,74","71,85459","459,5285","148,3828"
"27,75","71,86492","459,695","148,3828"
"27,76","71,86095","459,8618","148,3828"
"27,77","71,85698","460,0286","148,5252"
"27,78","71,86492","460,1951","148,557"
"27,79","71,88081","460,3619","148,557"
"27,8","71,90546","460,5286","148,557"
"27,81","71,93565","460,695","148,5647"
"27,82","71,97778","460,8617","148,7071"
"27,83","72,03181","461,0286","148,7389"
"27,84","72,09062","461,1951","148,8736"
"27,85","72,1399","461,3617","148,8902"
"27,86","72,16374","461,5285","148,9054"
"27,87","72,16612","461,6952","149,072"
"27,88","72,155","461,8618","149,1191"
"27,89","72,15023","462,0285","149,128"
"27,9","72,17089","462,1951","149,128"
"27,91","72,21381","462,3618","149,278"
"27,92","72,27262","462,5285","149,3022"
"27,93","72,34097","462,6951","149,3022"
"27,94","72,40454","462,8619","149,3098"
"27,95","72,45779","463,0285","149,4204"
"27,96","72,49435","463,195","149,437"
"27,97","72,51501","463,3619","149,437"
"27,98","72,53011","463,5286","149,437"
"27,99","72,54362","463,6951","149,5717"
"28","72,55475","463,8617","149,6022"
"28,01","72,57064","464,0286","149,7536"
"28,02","72,59369","464,1951","149,7777"
"28,03","72,62468","464,3617","149,7777"
"28,04","72,66919","464,5286","149,7688"
"28,05","72,72323","464,6952","149,7688"
"28,06","72,78124","464,8618","149,9036"
"28,07","72,83529","465,0286","149,9278"
"28,08","72,87184","465,1952","150,0384"
"28,09","72,88456","465,3619","150,0549"
"28,1","72,87661","465,5285","150,0549"
"28,11","72,86072","465,6951","150,0702"
"28,12","72,85754","465,8618","150,2686"
"28,13","72,87184","466,0285","150,2927"
"28,14","72,90284","466,195","150,2927"
"28,15","72,94734","466,3619","150,2927"
"28,16","72,999","466,5285","150,4351"
"28,17","73,05145","466,6951","150,458"
"28,18","73,10788","466,8618","150,4669"
"28,19","73,16271","467,0286","150,617"
"28,2","73,21278","467,195","150,6488"
"28,21","73,25491","467,3617","150,6488"
"28,22","73,28908","467,5286","150,6564"
"28,23","73,32086","467,6952","150,7835"
"28,24","73,35583","467,8618","150,8077"
"28,25","73,38365","468,0286","150,9412"
"28,26","73,40431","468,1951","150,973"
"28,27","73,41782","468,3618","150,973"
"28,28","73,43054","468,5286","150,973"
"28,29","73,44881","468,6952","150,9819"
"28,3","73,47584","468,8619","151,1637"
"28,31","73,51398","469,0285","151,3138"
"28,32","73,5569","469,1951","151,3379"
"28,33","73,59663","469,3619","151,3379"
"28,34","73,64194","469,5285","151,4969"
"28,35","73,69598","469,695","151,5198"
"28,36","73,74445","469,8617","151,5287"
"28,37","73,77625","470,0285","151,7105"
"28,38","73,79055","470,195","151,7423"
"28,39","73,79373","470,3619","151,7423"
"28,4","73,7985","470,5286","151,7423"
"28,41","73,80724","470,695","151,8771"
"28,42","73,81837","470,8617","151,8923"
"28,43","73,84777","471,0286","151,9"
"28,44","73,90181","471,1952","151,9089"
"28,45","73,96301","471,3617","152,0665"
"28,46","74,0099","471,5285","152,1149"
"28,47","74,03692","471,6951","152,2967"
"28,48","74,05758","471,8618","152,3209"
"28,49","74,09016","472,0285","152,3209"
"28,5","74,13148","472,1951","152,3209"
"28,51","74,17599","472,3618","152,3209"
"28,52","74,21494","472,5285","152,4467"
"28,53","74,24275","472,6951","152,4556"
"28,54","74,26183","472,8619","152,4709"
"28,55","74,27931","473,0286","152,6057"
"28,56","74,29758","473,195","152,6375"
"28,57","74,31905","473,3618","152,7875"
"28,58","74,34845","473,5287","152,8193"
"28,59","74,38978","473,6951","152,8193"
"28,6","74,43587","473,8618","152,8193"
"28,61","74,47401","474,0286","152,9935"
"28,62","74,50183","474,1951","153,0253"
"28,63","74,53521","474,3618","153,1842"
"28,64","74,57415","474,5285","153,2237"
"28,65","74,61786","474,6951","153,2237"
"28,66","74,66316","474,8617","153,216"
"28,67","74,7021","475,0286","153,216"
"28,68","74,72436","475,1953","153,319"
"28,69","74,73548","475,3619","153,3343"
"28,7","74,73946","475,5284","153,3508"
"28,71","74,7482","475,695","153,4767"
"28,72","74,77283","475,8619","153,5009"
"28,73","74,81575","476,0286","153,5009"
"28,74","74,87456","476,1951","153,5009"
"28,75","74,9445","476,3618","153,4932"
"28,76","75,00251","476,5285","153,6751"
"28,77","75,03668","476,695","153,834"
"28,78","75,0494","476,8618","153,8493"
"28,79","75,04781","477,0286","153,834"
"28,8","75,05576","477,195","153,8417"
"28,81","75,08596","477,3617","153,8493"
"28,82","75,13205","477,5286","154,0235"
"28,83","75,18133","477,6952","154,0553"
"28,84","75,21788","477,8618","154,2066"
"28,85","75,24252","478,0285","154,2218"
"28,86","75,26477","478,1951","154,2218"
"28,87","75,29179","478,3618","154,2218"
"28,88","75,33311","478,5286","154,2218"
"28,89","75,39511","478,6952","154,2295"
"28,9","75,44915","478,8618","154,3719"
"28,91","75,48888","479,0285","154,4037"
"28,92","75,52544","479,1951","154,5626"
"28,93","75,5612","479,3619","154,5944"
"28,94","75,59458","479,5285","154,5868"
"28,95","75,61763","479,695","154,5626"
"28,96","75,62875","479,8618","154,7216"
"28,97","75,64465","480,0286","154,7534"
"28,98","75,66929","480,1951","154,9352"
"28,99","75,6979","480,3618","154,967"
"29","75,73605","480,5285","154,9594"
"29,01","75,7877","480,6951","154,9594"
"29,02","75,84254","480,8617","154,9746"
"29,03","75,89102","481,0286","154,967"
"29,04","75,92757","481,1951","155,0776"
"29,05","75,95062","481,3617","155,2594"
"29,06","75,96493","481,5284","155,2989"
"29,07","75,9697","481,6951","155,2989"
"29,08","75,97446","481,8617","155,2912"
"29,09","75,9991","482,0284","155,2912"
"29,1","76,05315","482,195","155,2912"
"29,11","76,11672","482,3619","155,4108"
"29,12","76,16599","482,5286","155,4426"
"29,13","76,20176","482,6951","155,6168"
"29,14","76,22878","482,8619","155,6485"
"29,15","76,25262","483,0286","155,6396"
"29,16","76,28838","483,195","155,6485"
"29,17","76,34798","483,3618","155,6562"
"29,18","76,41872","483,5287","155,791"
"29,19","76,4815","483,6951","155,8062"
"29,2","76,52045","483,8617","155,8151"
"29,21","76,54031","484,0286","155,9334"
"29,22","76,54906","484,1951","155,9575"
"29,23","76,54111","484,3617","156,1546"
"29,24","76,53078","484,5285","156,1864"
"29,25","76,54667","484,6951","156,1788"
"29,26","76,59674","484,8617","156,1953"
"29,27","76,66906","485,0285","156,3695"
"29,28","76,74933","485,1952","156,3848"
"29,29","76,80972","485,3619","156,5514"
"29,3","76,85423","485,5285","156,5908"
"29,31","76,8884","485,6951","156,5908"
"29,32","76,90192","485,8619","156,5908"
"29,33","76,90032","486,0286","156,7256"
"29,34","76,90192","486,195","156,7574"
"29,35","76,91065","486,3618","156,7497"
"29,36","76,93291","486,5285","156,7574"
"29,37","76,9631","486,695","156,8998"
"29,38","77,00761","486,8618","156,9316"
"29,39","77,07278","487,0286","156,9316"
"29,4","77,14272","487,1951","156,9392"
"29,41","77,20947","487,3617","157,0663"
"29,42","77,25954","487,5285","157,0905"
"29,43","77,27941","487,6952","157,0905"
"29,44","77,28339","487,8618","157,2164"
"29,45","77,28418","488,0285","157,2329"
"29,46","77,2953","488,1951","157,2329"
"29,47","77,33504","488,3618","157,2482"
"29,48","77,38908","488,5286","157,3753"
"29,49","77,44551","488,6952","157,4071"
"29,5","77,50193","488,8619","157,589"
"29,51","77,54247","489,0285","157,6207"
"29,52","77,57108","489,195","157,6373"
"29,53","77,5973","489,3619","157,7632"
"29,54","77,62432","489,5286","157,7797"
"29,55","77,66486","489,695","157,7797"
"29,56","77,7038","489,8617","157,7797"
"29,57","77,72764","490,0286","157,7873"
"29,58","77,74591","490,195","157,9692"
"29,59","77,76579","490,3616","157,9692"
"29,6","77,78883","490,5285","158,0009"
"29,61","77,82459","490,695","158,0963"
"29,62","77,86115","490,8617","158,1116"
"29,63","77,8993","491,0286","158,1116"
"29,64","77,94778","491,1952","158,1205"
"29,65","77,99387","491,3618","158,1205"
"29,66","78,03519","491,5284","158,1205"
"29,67","78,06778","491,6951","158,2947"
"29,68","78,08129","491,8618","158,3176"
"29,69","78,08685","492,0285","158,4765"
"29,7","78,0948","492,195","158,493"
"29,71","78,11626","492,3618","158,5083"
"29,72","78,1711","492,5286","158,596"
"29,73","78,24898","492,6951","158,6037"
"29,74","78,33163","492,8619","158,6037"
"29,75","78,41348","493,0286","158,6113"
"29,76","78,48263","493,1951","158,7613"
"29,77","78,52236","493,3619","158,7855"
"29,78","78,5319","493,5287","158,7779"
"29,79","78,51442","493,6951","158,905"
"29,8","78,49852","493,8617","158,9279"
"29,81","78,50965","494,0285","158,9279"
"29,82","78,53667","494,1951","158,9355"
"29,83","78,57879","494,3618","158,9355"
"29,84","78,6376","494,5285","159,0869"
"29,85","78,70674","494,6951","159,1187"
"29,86","78,77747","494,8617","159,1339"
"29,87","78,82834","495,0285","159,2852"
"29,88","78,84026","495,1952","159,317"
"29,89","78,82356","495,3619","159,317"
"29,9","78,7886","495,5285","159,317"
"29,91","78,76794","495,695","159,4594"
"29,92","78,79257","495,8618","159,4912"
"29,93","78,85774","496,0286","159,4912"
"29,94","78,94913","496,195","159,626"
"29,95","79,03497","496,3617","159,6489"
"29,96","79,09616","496,5285","159,6578"
"29,97","79,14066","496,6951","159,832"
"29,98","79,17642","496,8618","159,8638"
"29,99","79,20821","497,0286","159,8714"
"30","79,24636","497,1951","159,9744"
"30,01","79,27736","497,3617","159,9897"
"30,02","79,29802","497,5285","159,9973"
"30,03","79,31153","497,6951","160,1245"
"30,04","79,32265","497,8618","160,1563"
"30,05","79,35126","498,0285","160,1563"
"30,06","79,40611","498,1952","160,1639"
"30,07","79,46889","498,3619","160,3622"
"30,08","79,52213","498,5286","160,394"
"30,09","79,55154","498,6951","160,4093"
"30,1","79,55869","498,8618","160,5924"
"30,11","79,56505","499,0285","160,6242"
"30,12","79,58333","499,1951","160,6242"
"30,13","79,62386","499,3619","160,6318"
"30,14","79,68346","499,5286","160,7424"
"30,15","79,74068","499,695","160,7908"
"30,16","79,78757","499,8617","160,9014"
"30,17","79,8297","500,0286","160,9166"
"30,18","79,87181","500,195","160,9166"
"30,19","79,91235","500,3617","160,9243"
"30,2","79,9489","500,5286","161,0591"
"30,21","79,97592","500,6952","161,0832"
"30,22","79,99182","500,8617","161,0909"
"30,23","79,99897","501,0285","161,218"
"30,24","80,00294","501,1951","161,2256"
"30,25","80,01407","501,3618","161,2333"
"30,26","80,04824","501,5285","161,2422"
"30,27","80,10387","501,6951","161,4164"
"30,28","80,16268","501,8618","161,4316"
"30,29","80,21832","502,0285","161,4558"
"30,3","80,27235","502,195","161,5906"
"30,31","80,31924","502,3618","161,6058"
"30,32","80,35818","502,5286","161,78"
"30,33","80,38918","502,6951","161,8042"
"30,34","80,41144","502,8619","161,8042"
"30,35","80,43607","503,0287","161,8118"
"30,36","80,46706","503,1951","161,9466"
"30,37","80,50839","503,3618","161,9784"
"30,38","80,55449","503,5286","161,9784"
"30,39","80,59502","503,6952","162,1602"
"30,4","80,63396","503,8618","162,1844"
"30,41","80,66893","504,0286","162,1844"
"30,42","80,69913","504,1952","162,192"
"30,43","80,72853","504,3618","162,2874"
"30,44","80,76112","504,5285","162,3039"
"30,45","80,80244","504,6951","162,4616"
"30,46","80,84774","504,8617","162,4858"
"30,47","80,8835","505,0285","162,4858"
"30,48","80,90973","505,1951","162,501"
"30,49","80,92562","505,3619","162,6358"
"30,5","80,94152","505,5285","162,66"
"30,51","80,97013","505,695","162,6676"
"30,52","81,00033","505,8617","162,6676"
"30,53","81,02496","506,0286","162,81"
"30,54","81,05755","506,1951","162,8342"
"30,55","81,08775","506,3618","162,8342"
"30,56","81,11238","506,5286","163,0007"
"30,57","81,1394","506,6951","163,0325"
"30,58","81,17278","506,8617","163,0325"
"30,59","81,21967","507,0286","163,1355"
"30,6","81,2761","507,195","163,1508"
"30,61","81,32776","507,3617","163,1597"
"30,62","81,35954","507,5285","163,3415"
"30,63","81,37941","507,6952","163,3733"
"30,64","81,40564","507,8619","163,3733"
"30,65","81,45094","508,0285","163,531"
"30,66","81,52087","508,1951","163,5475"
"30,67","81,59875","508,3619","163,5628"
"30,68","81,66472","508,5286","163,5628"
"30,69","81,71161","508,6952","163,6747"
"30,7","81,73227","508,8619","163,6976"
"30,71","81,72989","509,0285","163,8718"
"30,72","81,72671","509,1951","163,8959"
"30,73","81,73227","509,3619","163,8959"
"30,74","81,76327","509,5286","163,8959"
"30,75","81,82844","509,695","163,8959"
"30,76","81,91188","509,8617","163,9035"
"30,77","81,99215","510,0286","164,0383"
"30,78","82,05493","510,1952","164,0625"
"30,79","82,08672","510,3618","164,2291"
"30,8","82,09308","510,5284","164,2443"
"30,81","82,07957","510,695","164,252"
"30,82","82,06367","510,8617","164,252"
"30,83","82,07719","511,0286","164,252"
"30,84","82,12964","511,1952","164,2609"
"30,85","82,19719","511,3618","164,3715"
"30,86","82,25759","511,5284","164,5457"
"30,87","82,29256","511,6951","164,5699"
"30,88","82,30925","511,8618","164,5699"
"30,89","82,32435","512,0285","164,5775"
"30,9","82,34501","512,195","164,5775"
"30,91","82,38713","512,3618","164,7364"
"30,92","82,44753","512,5286","164,7593"
"30,93","82,51985","512,6951","164,7593"
"30,94","82,60011","512,8618","164,9259"
"30,95","82,6629","513,0286","165,1001"
"30,96","82,69231","513,1951","165,1243"
"30,97","82,70582","513,3618","165,1319"
"30,98","82,7225","513,5286","165,1319"
"30,99","82,75509","513,6952","165,1395"
"31","82,7988","513,8617","165,259"
"31,01","82,83694","514,0285","165,2743"
"31,02","82,87509","514,1951","165,2819"
"31,03","82,91483","514,3619","165,4409"
"31,04","82,94582","514,5286","165,4574"
"31,05","82,97285","514,6951","165,4574"
"31,06","83,00463","514,8619","165,465"
"31,07","83,03801","515,0286","165,465"
"31,08","83,07378","515,1951","165,5833"
"31,09","83,10556","515,3618","165,6151"
"31,1","83,14133","515,5285","165,6227"
"31,11","83,18822","515,6951","165,7982"
"31,12","83,23193","515,8618","165,8287"
"31,13","83,27882","516,0287","165,8211"
"31,14","83,33683","516,1951","165,8287"
"31,15","83,39484","516,3617","165,9953"
"31,16","83,43617","516,5285","166,0194"
"31,17","83,45683","516,6951","166,186"
"31,18","83,47432","516,8618","166,2102"
"31,19","83,49498","517,0286","166,2102"
"31,2","83,51485","517,1951","166,2102"
"31,21","83,53869","517,3618","166,3844"
"31,22","83,56889","517,5286","166,4162"
"31,23","83,6134","517,6951","166,4073"
"31,24","83,6738","517,8618","166,3996"
"31,25","83,73658","518,0285","166,5103"
"31,26","83,79062","518,1951","166,5421"
"31,27","83,83989","518,3619","166,6451"
"31,28","83,8844","518,5286","166,6692"
"31,29","83,91857","518,6951","166,6692"
"31,3","83,94957","518,8618","166,6527"
"31,31","83,98851","519,0286","166,6692"
"31,32","84,04176","519,1951","166,7798"
"31,33","84,09579","519,3618","166,804"
"31,34","84,12679","519,5286","166,954"
"31,35","84,1411","519,6951","166,9782"
"31,36","84,1562","519,8617","166,9782"
"31,37","84,17845","520,0286","166,9782"
"31,38","84,2166","520,1951","166,9782"
"31,39","84,26189","520,3617","167,1371"
"31,4","84,30719","520,5284","167,1524"
"31,41","84,34772","520,6951","167,1766"
"31,42","84,37872","520,8618","167,3431"
"31,43","84,40336","521,0286","167,366"
"31,44","84,43037","521,1951","167,366"
"31,45","84,46137","521,3618","167,4855"
"31,46","84,49396","521,5284","167,5008"
"31,47","84,52018","521,6951","167,4932"
"31,48","84,54005","521,8619","167,5008"
"31,49","84,57661","522,0286","167,5084"
"31,5","84,64098","522,1951","167,6356"
"31,51","84,72205","522,3618","167,6598"
"31,52","84,79675","522,5286","167,8098"
"31,53","84,8484","522,6951","167,8263"
"31,54","84,87781","522,8618","167,8263"
"31,55","84,90404","523,0287","167,8263"
"31,56","84,94059","523,1952","168,0082"
"31,57","84,98112","523,3618","168,0323"
"31,58","85,01609","523,5286","168,0323"
"31,59","85,05424","523,6952","168,1671"
"31,6","85,09557","523,8618","168,1747"
"31,61","85,13132","524,0285","168,1824"
"31,62","85,17186","524,1951","168,1824"
"31,63","85,22987","524,3619","168,1824"
"31,64","85,31252","524,5284","168,3172"
"31,65","85,40551","524,6951","168,3413"
"31,66","85,47067","524,8618","168,3413"
"31,67","85,50008","525,0286","168,5155"
"31,68","85,50882","525,1949","168,5308"
"31,69","85,50803","525,3618","168,5384"
"31,7","85,51121","525,5284","168,7126"
"31,71","85,52631","525,6949","168,7368"
"31,72","85,54697","525,8618","168,7291"
"31,73","85,57796","526,0286","168,8881"
"31,74","85,61611","526,1951","168,9034"
"31,75","85,64711","526,3618","168,9199"
"31,76","85,66777","526,5285","169,0534"
"31,77","85,6932","526,6951","169,0776"
"31,78","85,73691","526,8618","169,0776"
"31,79","85,79095","527,0285","169,0852"
"31,8","85,84499","527,1951","169,2289"
"31,81","85,89507","527,3618","169,2518"
"31,82","85,94672","527,5286","169,4107"
"31,83","85,99997","527,6952","169,4425"
"31,84","86,0556","527,8619","169,4349"
"31,85","86,10169","528,0286","169,426"
"31,86","86,15017","528,1951","169,4425"
"31,87","86,20421","528,3619","169,6091"
"31,88","86,25428","528,5286","169,632"
"31,89","86,29243","528,6951","169,632"
"31,9","86,31388","528,8618","169,632"
"31,91","86,33295","529,0286","169,8062"
"31,92","86,37905","529,1951","169,8062"
"31,93","86,44422","529,3618","169,8227"
"31,94","86,51177","529,5286","169,8468"
"31,95","86,56343","529,6951","169,9969"
"31,96","86,58568","529,8617","170,0122"
"31,97","86,58171","530,0286","170,1317"
"31,98","86,56979","530,1953","170,1711"
"31,99","86,5666","530,3618","170,1711"
"32","86,60158","530,5284","170,1711"
"32,01","86,66674","530,6951","170,1787"
"32,02","86,73668","530,8617","170,3529"
"32,03","86,79549","531,0284","170,3771"
"32,04","86,84","531,1951","170,5271"
"32,05","86,87099","531,3618","170,5589"
"32,06","86,89404","531,5284","170,5437"
"32,07","86,91232","531,6951","170,5589"
"32,08","86,93218","531,8619","170,7497"
"32,09","86,96397","532,0286","170,7738"
"32,1","87,00848","532,195","170,7814"
"32,11","87,06172","532,3618","170,9073"
"32,12","87,11894","532,5286","170,9162"
"32,13","87,18093","532,6951","170,9239"
"32,14","87,25484","532,8618","170,9239"
"32,15","87,32478","533,0286","171,0904"
"32,16","87,36769","533,1951","171,1222"
"32,17","87,38518","533,3618","171,1222"
"32,18","87,39153","533,5286","171,1299"
"32,19","87,41061","533,6952","171,2481"
"32,2","87,45988","533,8618","171,2646"
"32,21","87,53141","534,0284","171,2723"
"32,22","87,6085","534,1951","171,463"
"32,23","87,6689","534,3618","171,4948"
"32,24","87,69512","534,5286","171,6054"
"32,25","87,69115","534,6951","171,6283"
"32,26","87,684","534,8618","171,6283"
"32,27","87,69751","535,0286","171,6207"
"32,28","87,73645","535,1951","171,6372"
"32,29","87,79446","535,3619","171,7796"
"32,3","87,85883","535,5286","171,8038"
"32,31","87,90891","535,6951","171,978"
"32,32","87,92639","535,8618","172,0009"
"32,33","87,91765","536,0286","171,9933"
"32,34","87,92003","536,1951","171,9856"
"32,35","87,96215","536,3617","171,9933"
"32,36","88,03606","536,5285","171,9933"
"32,37","88,11315","536,6951","172,1204"
"32,38","88,17355","536,8618","172,3099"
"32,39","88,21885","537,0286","172,3417"
"32,4","88,24586","537,1951","172,4536"
"32,41","88,25858","537,3618","172,4612"
"32,42","88,28401","537,5285","172,334"
"32,43","88,33727","537,6952","172,3099"
"32,44","88,40084","537,8619","172,3264"
"32,45","88,45806","538,0286","172,4612"
"32,46","88,50098","538,1951","172,6112"
"32,47","88,52879","538,3619","172,6354"
"32,48","88,54469","538,5286","172,802"
"32,49","88,57171","538,6951","172,8338"
"32,5","88,62495","538,8618","172,8249"
"32,51","88,69489","539,0286","172,8338"
"32,52","88,77357","539,1951","172,8338"
"32,53","88,84271","539,3618","172,8338"
"32,54","88,89198","539,5286","172,9838"
"32,55","88,9198","539,6951","173,008"
"32,56","88,9198","539,8616","172,9914"
"32,57","88,91026","540,0285","173,1898"
"32,58","88,93013","540,1952","173,214"
"32,59","88,98656","540,3619","173,214"
"32,6","89,05888","540,5284","173,3322"
"32,61","89,11212","540,6951","173,3564"
"32,62","89,13517","540,8618","173,3564"
"32,63","89,15742","541,0284","173,467"
"32,64","89,19557","541,1951","173,4835"
"32,65","89,23849","541,3618","173,4988"
"32,66","89,27822","541,5285","173,6895"
"32,67","89,31478","541,6951","173,7124"
"32,68","89,35452","541,8618","173,8472"
"32,69","89,39664","542,0286","173,8714"
"32,7","89,44511","542,1949","173,8637"
"32,71","89,51187","542,3617","173,8637"
"32,72","89,58658","542,5286","173,8548"
"32,73","89,64459","542,6951","173,8714"
"32,74","89,67638","542,8618","174,0138"
"32,75","89,69386","543,0286","174,029"
"32,76","89,72486","543,1951","174,0214"
"32,77","89,78764","543,3618","174,0456"
"32,78","89,86711","543,5286","174,1727"
"32,79","89,95135","543,6953","174,188"
"32,8","90,01732","543,8618","174,188"
"32,81","90,05309","544,0285","174,188"
"32,82","90,06898","544,1951","174,3469"
"32,83","90,07295","544,3619","174,3698"
"32,84","90,07295","544,5284","174,3698"
"32,85","90,08249","544,6949","174,3698"
"32,86","90,10712","544,8618","174,5135"
"32,87","90,1556","545,0286","174,544"
"32,88","90,22395","545,1951","174,5529"
